question_id,image,cls,label,response,inference_s,vram_mb
32,far_distance_trash36.jpg,trash,yes,yes,0.394,7646.8
33,medium_distance_trash667.jpg,trash,yes,yes,0.545,7646.8
34,medium_distance_trash76.jpg,polystyrene,yes,no,0.356,7646.8
35,far_distance_trash74.jpg,container,no,yes,0.337,7646.8
36,close_distance_trash54.jpg,container,no,no,0.315,7646.8
37,marine_litter_155.jpg,plastic,yes,yes,0.322,7679.2
38,medium_distance_trash634.jpg,trash,yes,yes,0.356,7646.8
39,hn_cabo_torres_view_harbour_entrance_38.jpg,metal,no,no,1.534,8928.1
40,hn_scene_1006_129.jpg,metal,no,no,1.699,8928.1
41,close_distance_trash1240.jpg,trash,yes,no,0.594,7829.6
42,medium_distance_trash706.jpg,plastic,yes,yes,0.327,7646.8
43,far_distance_trash415.jpg,polystyrene,yes,yes,0.332,7646.8
44,medium_distance_trash110.jpg,container,yes,yes,0.291,7646.8
45,hn_radisson_isla_corazon_anfi_89.jpg,container,no,no,1.455,8934.7
46,far_distance_trash68.jpg,plastic,yes,yes,0.35,7646.8
47,hn_radisson_isla_corazon_anfi_106.jpg,plastic,no,no,1.602,8929.8
48,far_distance_trash344.jpg,container,yes,no,0.482,7646.8
49,hn_radisson_isla_corazon_anfi_130.jpg,plastic,no,no,1.495,8929.8
50,medium_distance_trash274.jpg,container,yes,yes,0.411,7646.8
51,marine_litter_363.jpg,plastic,yes,yes,0.308,7679.2
52,medium_distance_trash192.jpg,container,yes,no,0.298,7628.5
53,hn_anfi_harbour_view_25.jpg,metal,no,no,1.484,8928.1
54,medium_distance_trash79.jpg,metal,yes,yes,0.359,7646.8
55,medium_distance_trash1038.jpg,plastic,yes,yes,2.705,10343.4
56,hn_cabo_torres_view_restinga_port_22.jpg,plastic,no,no,1.493,8929.8
57,medium_distance_trash77.jpg,plastic,yes,yes,0.302,7646.8
58,medium_distance_trash709.jpg,plastic,no,no,0.469,7646.8
59,marine_litter_342.jpg,plastic,yes,yes,0.416,7679.2
60,close_distance_trash846.jpg,trash,yes,yes,0.445,7681.7
61,medium_distance_trash47.jpg,container,yes,yes,0.385,7646.8
62,medium_distance_trash876.jpg,polystyrene,no,no,0.327,7646.8
63,far_distance_trash536.jpg,container,no,no,0.346,7646.8
64,medium_distance_trash240.jpg,container,yes,yes,0.452,7646.8
65,far_distance_trash106.jpg,container,no,no,0.404,7646.8
66,marine_litter_236.jpg,polystyrene,yes,yes,0.481,7681.1
67,close_distance_trash99.jpg,container,no,no,0.343,7638.3
68,medium_distance_trash56.jpg,plastic,yes,yes,0.399,7646.8
69,hn_radisson_isla_corazon_anfi_113.jpg,container,no,no,1.544,8934.7
70,marine_litter_292.jpg,plastic,yes,yes,0.381,7679.2
71,marine_litter_310.jpg,plastic,no,yes,0.318,7679.2
72,marine_litter_367.jpg,container,yes,yes,0.353,7681.1
73,hn_cabo_torres_view_restinga_port_28.jpg,metal,no,no,1.531,8928.1
74,hn_anfi_harbour_view_163.jpg,plastic,no,no,1.382,8929.8
75,close_distance_trash661.jpg,trash,yes,TIMEOUT,15.003,0
76,far_distance_trash340.jpg,polystyrene,no,TIMEOUT,15.01,0
77,medium_distance_trash892.jpg,plastic,no,TIMEOUT,15.012,0
78,medium_distance_trash467.jpg,trash,yes,TIMEOUT,15.005,0
79,marine_litter_438.jpg,polystyrene,yes,yes,12.609,8621.0
80,medium_distance_trash629.jpg,plastic,yes,yes,0.312,7646.8
81,hn_anfi_harbour_view_24.jpg,metal,no,no,1.5,8928.1
82,hn_anfi_isla_corazon_view_59.jpg,metal,no,no,1.407,8928.1
83,far_distance_trash365.jpg,container,yes,yes,0.313,7646.8
84,close_distance_trash1278.jpg,plastic,yes,yes,0.863,8112.8
85,marine_litter_168.jpg,container,yes,yes,0.431,7681.1
86,marine_litter_441.jpg,container,yes,yes,0.329,7681.1
87,medium_distance_trash491.jpg,container,no,no,0.359,7646.8
88,marine_litter_287.jpg,plastic,yes,yes,0.337,7679.2
89,marine_litter_264.jpg,container,no,no,0.46,7681.1
90,close_distance_trash346.jpg,container,no,no,0.347,7681.1
91,medium_distance_trash69.jpg,plastic,no,no,0.366,7646.8
92,marine_litter_406.jpg,plastic,yes,yes,0.442,7679.2
93,hn_anfi_isla_corazon_view_77.jpg,plastic,no,no,1.504,8929.8
94,medium_distance_trash595.jpg,plastic,yes,yes,0.342,7646.8
95,medium_distance_trash217.jpg,plastic,yes,yes,0.337,7646.8
96,close_distance_trash623.jpg,trash,yes,yes,0.329,7681.7
97,marine_litter_404.jpg,container,no,no,0.353,7681.1
98,hn_radisson_isla_corazon_anfi_46.jpg,container,no,no,1.504,8934.7
99,far_distance_trash42.jpg,trash,yes,yes,0.461,7646.8
100,medium_distance_trash910.jpg,plastic,no,TIMEOUT,15.016,0
101,far_distance_trash7.jpg,plastic,yes,yes,11.745,23444.3
102,marine_litter_148.jpg,plastic,no,yes,0.336,7679.2
103,far_distance_trash296.jpg,plastic,yes,yes,0.336,7646.8
104,medium_distance_trash237.jpg,plastic,yes,yes,0.386,7646.8
105,hn_cabo_torres_view_harbour_entrance_71.jpg,container,no,no,1.584,8934.7
106,medium_distance_trash560.jpg,plastic,yes,yes,0.322,7646.8
107,close_distance_trash235.jpg,plastic,yes,yes,0.44,7646.8
108,hn_scene_1006_50.jpg,plastic,no,no,1.393,8929.8
109,hn_scene_1006_113.jpg,container,no,no,1.502,8934.7
110,close_distance_trash1191.jpg,metal,yes,yes,0.348,7677.8
111,close_distance_trash76.jpg,container,no,no,0.258,7646.8
112,medium_distance_trash693.jpg,container,yes,yes,0.304,7646.8
113,hn_scene_1006_104.jpg,plastic,no,no,1.566,8929.8
114,close_distance_trash222.jpg,container,yes,yes,0.393,7646.8
115,marine_litter_165.jpg,container,yes,yes,0.295,7681.1
116,hn_cabo_torres_view_harbour_entrance_14.jpg,metal,no,no,1.513,8928.1
117,medium_distance_trash242.jpg,trash,yes,yes,0.318,7646.8
118,close_distance_trash1285.jpg,container,no,no,0.721,8115.8
119,medium_distance_trash512.jpg,container,yes,yes,0.372,7646.8
120,close_distance_trash1235.jpg,container,yes,yes,0.526,7828.6
121,marine_litter_313.jpg,container,no,no,0.382,7681.1
122,far_distance_trash486.jpg,plastic,yes,yes,0.408,7646.8
123,close_distance_trash1293.jpg,metal,yes,yes,0.364,7646.8
124,medium_distance_trash686.jpg,metal,yes,yes,0.398,7646.8
125,hn_radisson_isla_corazon_anfi_86.jpg,container,no,no,1.616,8934.7
126,far_distance_trash367.jpg,container,yes,yes,0.301,7646.8
127,medium_distance_trash664.jpg,container,yes,yes,0.356,7646.8
128,medium_distance_trash834.jpg,metal,yes,yes,0.339,7646.8
129,medium_distance_trash617.jpg,plastic,no,no,0.35,7646.8
130,hn_anfi_harbour_view_144.jpg,container,no,no,1.33,8934.7
131,medium_distance_trash933.jpg,plastic,yes,TIMEOUT,15.006,0
132,medium_distance_trash430.jpg,container,no,no,10.133,23444.3
133,hn_anfi_harbour_view_143.jpg,metal,no,no,1.418,8928.1
134,close_distance_trash1219.jpg,metal,yes,no,0.371,7677.8
135,hn_anfi_harbour_view_176.jpg,metal,no,no,1.576,8928.1
136,close_distance_trash1219.jpg,trash,no,yes,0.329,7681.7
137,medium_distance_trash125.jpg,plastic,no,no,0.385,7646.8
138,far_distance_trash462.jpg,container,yes,yes,2.623,10350.5
139,close_distance_trash105.jpg,container,yes,yes,0.334,7646.8
140,close_distance_trash100.jpg,metal,yes,yes,0.377,7646.8
141,marine_litter_400.jpg,container,yes,no,0.346,7681.1
142,marine_litter_217.jpg,polystyrene,yes,yes,0.347,7681.1
143,hn_cabo_torres_view_restinga_port_38.jpg,metal,no,no,1.419,8928.1
144,hn_cabo_torres_view_restinga_port_29.jpg,metal,no,no,1.559,8928.1
145,medium_distance_trash475.jpg,trash,yes,yes,0.343,7646.8
146,close_distance_trash826.jpg,container,no,no,0.495,7749.3
147,medium_distance_trash464.jpg,plastic,yes,yes,0.341,7646.8
148,close_distance_trash218.jpg,trash pile,yes,yes,0.316,7646.8
149,far_distance_trash26.jpg,trash,no,yes,0.297,7646.8
150,hn_anfi_harbour_view_62.jpg,container,no,no,1.564,8934.7
151,far_distance_trash28.jpg,plastic,no,no,0.368,7646.8
152,close_distance_trash265.jpg,container,yes,TIMEOUT,15.016,0
153,marine_litter_114.jpg,plastic,yes,TIMEOUT,15.011,0
154,medium_distance_trash1008.jpg,container,no,TIMEOUT,15.012,0
155,far_distance_trash103.jpg,plastic,yes,TIMEOUT,15.013,0
156,close_distance_trash12.jpg,polystyrene,no,TIMEOUT,15.003,0
157,close_distance_trash46.jpg,plastic,yes,TIMEOUT,15.006,0
158,medium_distance_trash458.jpg,plastic,no,TIMEOUT,15.003,0
159,marine_litter_65.jpg,plastic,yes,TIMEOUT,15.014,0
160,medium_distance_trash782.jpg,polystyrene,yes,TIMEOUT,15.007,0
161,hn_radisson_isla_corazon_anfi_90.jpg,metal,no,TIMEOUT,15.003,0
162,medium_distance_trash654.jpg,plastic,yes,TIMEOUT,15.011,0
163,close_distance_trash217.jpg,plastic,yes,TIMEOUT,15.01,0
164,marine_litter_40.jpg,plastic,yes,TIMEOUT,15.004,0
165,medium_distance_trash872.jpg,container,yes,yes,9.941,11308.1
166,close_distance_trash185.jpg,plastic,yes,yes,1.741,10450.4
167,far_distance_trash366.jpg,container,no,no,1.199,9660.1
168,close_distance_trash1267.jpg,polystyrene,yes,TIMEOUT,40.337,0
169,medium_distance_trash458.jpg,metal,no,TIMEOUT,15.006,0
170,close_distance_trash733.jpg,plastic,yes,TIMEOUT,15.004,0
171,hn_anfi_isla_corazon_view_43.jpg,metal,no,TIMEOUT,15.009,0
172,hn_radisson_isla_corazon_anfi_105.jpg,metal,no,no,14.826,10269.4
173,medium_distance_trash503.jpg,metal,yes,yes,0.336,7719.0
174,marine_litter_396.jpg,plastic,yes,yes,0.424,7679.2
175,close_distance_trash1062.jpg,plastic,no,yes,0.384,7679.2
176,far_distance_trash436.jpg,trash pile,yes,no,0.327,7646.8
177,far_distance_trash1.jpg,metal,yes,no,0.329,7646.8
178,medium_distance_trash976.jpg,plastic,no,no,0.306,7665.4
179,marine_litter_384.jpg,plastic,no,yes,0.383,7679.2
180,hn_anfi_harbour_view_51.jpg,container,no,no,1.477,8934.7
181,hn_cabo_torres_view_harbour_entrance_58.jpg,container,no,no,1.356,8934.7
182,medium_distance_trash584.jpg,container,no,no,0.297,7646.8
183,close_distance_trash477.jpg,plastic,no,yes,0.34,7679.2
184,far_distance_trash315.jpg,trash,yes,yes,0.359,7646.8
185,far_distance_trash396.jpg,plastic,no,no,0.373,7646.8
186,close_distance_trash61.jpg,metal,no,no,0.354,7646.8
187,medium_distance_trash229.jpg,container,no,no,0.342,7646.8
188,hn_radisson_isla_corazon_anfi_34.jpg,metal,no,no,1.445,8928.1
189,marine_litter_86.jpg,container,no,no,0.36,7681.1
190,hn_cabo_torres_view_restinga_port_63.jpg,container,no,no,1.529,8934.7
191,hn_anfi_harbour_view_160.jpg,container,no,no,1.508,8934.7
192,far_distance_trash24.jpg,container,no,no,0.37,7646.8
193,medium_distance_trash759.jpg,container,yes,yes,0.369,7646.8
194,close_distance_trash1275.jpg,trash pile,yes,yes,0.687,8113.8
195,medium_distance_trash208.jpg,container,yes,yes,0.373,7646.8
196,medium_distance_trash996.jpg,trash,no,TIMEOUT,15.017,0
197,far_distance_trash408.jpg,trash,yes,TIMEOUT,15.004,0
198,hn_anfi_isla_corazon_view_44.jpg,metal,no,TIMEOUT,15.011,0
199,marine_litter_202.jpg,polystyrene,yes,TIMEOUT,15.006,0
200,close_distance_trash235.jpg,polystyrene,no,no,3.245,23547.2
201,close_distance_trash83.jpg,plastic,yes,no,1.126,8954.2
202,hn_cabo_torres_view_harbour_entrance_27.jpg,container,no,no,1.608,8934.7
203,medium_distance_trash684.jpg,container,yes,yes,0.336,7646.8
204,close_distance_trash229.jpg,container,yes,no,0.385,7646.8
205,medium_distance_trash729.jpg,metal,no,yes,0.405,7646.8
206,medium_distance_trash599.jpg,plastic,no,yes,0.311,7646.8
207,marine_litter_40.jpg,trash pile,no,no,0.354,7679.5
208,hn_scene_1006_85.jpg,plastic,no,no,1.373,8929.8
209,marine_litter_187.jpg,polystyrene,yes,yes,0.381,7681.1
210,close_distance_trash238.jpg,metal,no,no,0.397,7646.8
211,far_distance_trash247.jpg,plastic,no,no,0.405,7646.8
212,close_distance_trash872.jpg,trash,yes,no,0.56,7900.6
213,marine_litter_373.jpg,trash,no,no,0.32,7681.7
214,medium_distance_trash250.jpg,plastic,no,yes,0.308,7646.8
215,medium_distance_trash1009.jpg,plastic,yes,yes,0.352,7679.2
216,medium_distance_trash712.jpg,container,yes,yes,0.388,7646.8
217,hn_anfi_isla_corazon_view_25.jpg,container,no,no,1.524,8934.7
218,close_distance_trash79.jpg,container,yes,yes,0.324,7646.8
219,hn_scene_1006_82.jpg,metal,no,no,1.479,8928.1
220,far_distance_trash281.jpg,metal,yes,no,0.348,7646.8
221,close_distance_trash243.jpg,plastic,no,yes,0.35,7646.8
222,far_distance_trash242.jpg,plastic,yes,yes,0.307,7646.8
223,medium_distance_trash919.jpg,plastic,yes,TIMEOUT,15.009,0
224,hn_cabo_torres_view_restinga_port_32.jpg,container,no,no,10.592,23444.3
225,close_distance_trash1233.jpg,trash pile,yes,yes,0.767,8113.8
226,close_distance_trash1280.jpg,plastic,yes,yes,0.842,8112.8
227,medium_distance_trash841.jpg,plastic,yes,yes,0.442,7646.8
228,far_distance_trash363.jpg,plastic,yes,yes,0.314,7646.8
229,hn_cabo_torres_view_restinga_port_52.jpg,metal,no,no,1.537,8928.1
230,medium_distance_trash996.jpg,container,yes,TIMEOUT,15.01,0
231,medium_distance_trash696.jpg,container,no,no,10.727,23462.1
232,close_distance_trash252.jpg,polystyrene,no,no,0.299,7646.8
233,far_distance_trash522.jpg,plastic,no,yes,0.429,7646.8
234,medium_distance_trash546.jpg,plastic,no,no,0.329,7646.8
235,close_distance_trash66.jpg,container,yes,yes,0.431,7646.8
236,hn_scene_1006_63.jpg,metal,no,no,1.553,8928.1
237,far_distance_trash321.jpg,container,yes,yes,0.336,7646.8
238,close_distance_trash9.jpg,trash,yes,no,2.024,9400.0
239,marine_litter_28.jpg,container,yes,yes,0.361,7681.1
240,hn_radisson_isla_corazon_anfi_83.jpg,metal,no,no,1.447,8928.1
241,close_distance_trash902.jpg,polystyrene,no,no,0.366,7670.1
242,hn_anfi_isla_corazon_view_16.jpg,plastic,no,no,1.437,8929.8
243,medium_distance_trash642.jpg,plastic,no,no,0.343,7646.8
244,close_distance_trash212.jpg,plastic,yes,yes,0.411,7646.8
245,medium_distance_trash34.jpg,container,yes,yes,0.401,7646.8
246,medium_distance_trash922.jpg,metal,yes,yes,0.906,8059.3
247,close_distance_trash1267.jpg,plastic,yes,yes,0.773,8112.8
248,marine_litter_359.jpg,container,yes,yes,0.344,7681.1
249,marine_litter_4.jpg,container,yes,no,0.434,7681.1
250,medium_distance_trash883.jpg,polystyrene,no,no,0.343,7646.8
251,hn_cabo_torres_view_harbour_entrance_39.jpg,plastic,no,no,1.588,8929.8
252,marine_litter_48.jpg,container,yes,yes,0.334,7681.1
253,hn_anfi_harbour_view_123.jpg,container,no,no,1.496,8934.7
254,medium_distance_trash107.jpg,container,yes,yes,0.292,7646.8
255,close_distance_trash197.jpg,plastic,yes,yes,0.29,7646.8
256,marine_litter_308.jpg,plastic,yes,yes,0.352,7679.2
257,close_distance_trash1224.jpg,container,yes,yes,0.775,8115.8
258,hn_anfi_isla_corazon_view_59.jpg,container,no,no,1.52,8934.7
259,marine_litter_170.jpg,polystyrene,yes,yes,0.359,7681.1
260,far_distance_trash313.jpg,metal,yes,no,0.366,7646.8
261,hn_scene_1006_38.jpg,metal,no,no,1.425,8928.1
262,far_distance_trash92.jpg,trash,yes,yes,0.357,7646.8
263,far_distance_trash239.jpg,container,no,no,0.352,7646.8
264,close_distance_trash1257.jpg,container,no,no,0.762,8115.8
265,close_distance_trash766.jpg,plastic,yes,yes,0.384,7679.2
266,medium_distance_trash66.jpg,container,yes,yes,0.349,7681.1
267,far_distance_trash67.jpg,plastic,yes,yes,0.388,7646.8
268,marine_litter_176.jpg,container,yes,yes,0.369,7681.1
269,marine_litter_254.jpg,polystyrene,yes,yes,0.49,7681.1
270,close_distance_trash885.jpg,trash,no,TIMEOUT,15.007,0
271,hn_anfi_harbour_view_91.jpg,plastic,no,no,11.618,23474.6
272,medium_distance_trash906.jpg,plastic,yes,TIMEOUT,15.011,0
273,marine_litter_439.jpg,polystyrene,yes,TIMEOUT,15.01,0
274,medium_distance_trash657.jpg,trash pile,no,TIMEOUT,15.006,0
275,close_distance_trash1258.jpg,plastic,yes,TIMEOUT,15.012,0
276,hn_radisson_isla_corazon_anfi_30.jpg,container,no,TIMEOUT,15.015,0
277,marine_litter_75.jpg,plastic,yes,TIMEOUT,15.005,0
278,far_distance_trash72.jpg,metal,yes,TIMEOUT,15.002,0
279,marine_litter_237.jpg,polystyrene,yes,TIMEOUT,15.004,0
280,medium_distance_trash98.jpg,container,no,TIMEOUT,15.015,0
281,marine_litter_3.jpg,plastic,yes,TIMEOUT,15.004,0
282,medium_distance_trash642.jpg,container,yes,TIMEOUT,15.009,0
283,close_distance_trash233.jpg,container,yes,TIMEOUT,15.017,0
284,close_distance_trash1257.jpg,plastic,yes,TIMEOUT,15.006,0
285,far_distance_trash57.jpg,plastic,no,TIMEOUT,15.004,0
286,marine_litter_421.jpg,polystyrene,yes,TIMEOUT,15.003,0
287,close_distance_trash1109.jpg,polystyrene,no,TIMEOUT,15.008,0
288,medium_distance_trash865.jpg,plastic,yes,TIMEOUT,15.007,0
289,medium_distance_trash1058.jpg,plastic,yes,TIMEOUT,15.005,0
290,close_distance_trash215.jpg,container,no,TIMEOUT,15.01,0
291,far_distance_trash6.jpg,polystyrene,no,TIMEOUT,15.015,0
292,marine_litter_59.jpg,plastic,yes,TIMEOUT,15.003,0
293,hn_anfi_isla_corazon_view_76.jpg,container,no,TIMEOUT,15.016,0
294,medium_distance_trash839.jpg,plastic,yes,TIMEOUT,15.013,0
295,close_distance_trash5.jpg,plastic,yes,TIMEOUT,15.008,0
296,close_distance_trash418.jpg,polystyrene,no,TIMEOUT,15.007,0
297,medium_distance_trash1062.jpg,container,no,TIMEOUT,15.015,0
298,close_distance_trash64.jpg,container,yes,TIMEOUT,15.003,0
299,medium_distance_trash79.jpg,trash,yes,TIMEOUT,15.012,0
300,far_distance_trash523.jpg,metal,yes,no,7.531,12211.9
301,medium_distance_trash632.jpg,plastic,yes,yes,3.097,10650.0
302,medium_distance_trash819.jpg,trash,yes,yes,0.399,7646.8
303,close_distance_trash199.jpg,trash,yes,yes,0.325,7646.8
304,close_distance_trash1279.jpg,trash,no,no,0.87,8117.9
305,medium_distance_trash806.jpg,plastic,no,no,0.426,7646.8
306,far_distance_trash114.jpg,container,no,no,0.367,7646.8
307,medium_distance_trash994.jpg,plastic,yes,TIMEOUT,15.005,0
308,marine_litter_65.jpg,polystyrene,yes,yes,14.446,23444.3
309,medium_distance_trash841.jpg,container,no,yes,0.3,7646.8
310,medium_distance_trash425.jpg,metal,yes,yes,0.262,7646.8
311,close_distance_trash213.jpg,plastic,yes,yes,0.274,7646.8
312,medium_distance_trash476.jpg,plastic,yes,yes,0.3,7646.8
313,medium_distance_trash1058.jpg,metal,no,yes,0.563,7824.8
314,marine_litter_409.jpg,polystyrene,yes,yes,0.361,7681.1
315,close_distance_trash199.jpg,metal,no,no,0.333,7646.8
316,medium_distance_trash229.jpg,plastic,no,yes,0.329,7646.8
317,hn_anfi_isla_corazon_view_92.jpg,container,no,no,1.505,8934.7
318,medium_distance_trash720.jpg,plastic,yes,yes,0.324,7646.8
319,medium_distance_trash129.jpg,container,yes,yes,0.36,7646.8
320,close_distance_trash196.jpg,polystyrene,yes,yes,0.322,7646.8
321,medium_distance_trash227.jpg,polystyrene,no,no,0.393,7646.8
322,close_distance_trash43.jpg,polystyrene,yes,yes,0.41,7646.8
323,medium_distance_trash915.jpg,plastic,no,TIMEOUT,15.015,0
324,hn_cabo_torres_view_restinga_port_52.jpg,plastic,no,no,13.886,23444.3
325,marine_litter_163.jpg,polystyrene,yes,yes,0.359,7681.1
326,medium_distance_trash815.jpg,plastic,no,yes,0.351,7646.8
327,close_distance_trash64.jpg,metal,no,yes,0.318,7646.8
328,medium_distance_trash832.jpg,plastic,yes,yes,0.335,7646.8
329,marine_litter_51.jpg,container,yes,yes,0.382,7681.1
330,hn_anfi_beach_vega_15.jpg,metal,no,no,1.485,8928.1
331,medium_distance_trash463.jpg,plastic,yes,yes,0.42,7646.8
332,hn_scene_1006_23.jpg,plastic,no,no,1.547,8929.8
333,medium_distance_trash769.jpg,trash,no,yes,0.314,7646.8
334,hn_cabo_torres_view_harbour_entrance_22.jpg,container,no,no,1.506,8934.7
335,medium_distance_trash225.jpg,container,yes,yes,0.333,7646.8
336,marine_litter_246.jpg,plastic,no,yes,0.301,7679.2
337,close_distance_trash1219.jpg,trash pile,yes,no,0.3,7679.5
338,close_distance_trash1292.jpg,container,yes,yes,0.401,7646.8
339,marine_litter_355.jpg,polystyrene,yes,yes,0.32,7681.1
340,medium_distance_trash521.jpg,trash,yes,yes,0.31,7646.8
341,hn_anfi_isla_corazon_view_74.jpg,container,no,no,1.464,8934.7
342,medium_distance_trash860.jpg,plastic,yes,yes,0.311,7646.8
343,medium_distance_trash41.jpg,container,yes,yes,0.271,7646.8
344,medium_distance_trash428.jpg,container,no,no,0.368,7646.8
345,medium_distance_trash737.jpg,plastic,no,no,0.299,7646.8
346,hn_anfi_harbour_view_125.jpg,plastic,no,no,1.513,8929.8
347,far_distance_trash442.jpg,metal,yes,yes,2.478,10341.1
348,marine_litter_144.jpg,container,no,no,0.326,7681.1
349,marine_litter_285.jpg,plastic,yes,yes,0.393,7679.2
350,medium_distance_trash448.jpg,plastic,yes,no,0.565,7646.8
351,medium_distance_trash749.jpg,container,yes,yes,0.362,7646.8
352,medium_distance_trash840.jpg,container,yes,yes,0.345,7646.8
353,close_distance_trash83.jpg,trash pile,no,no,0.355,7646.8
354,medium_distance_trash587.jpg,plastic,yes,yes,0.311,7646.8
355,far_distance_trash293.jpg,plastic,yes,no,0.336,7646.8
356,medium_distance_trash490.jpg,trash,yes,yes,0.337,7646.8
357,medium_distance_trash530.jpg,metal,yes,yes,0.496,7646.8
358,medium_distance_trash280.jpg,plastic,yes,yes,0.345,7646.8
359,hn_anfi_isla_corazon_view_57.jpg,plastic,no,no,1.524,8929.8
360,medium_distance_trash529.jpg,container,yes,yes,0.329,7646.8
361,medium_distance_trash39.jpg,plastic,yes,yes,0.512,7646.8
362,medium_distance_trash18.jpg,container,yes,yes,0.341,7646.8
363,close_distance_trash201.jpg,trash pile,yes,no,0.366,7646.8
364,medium_distance_trash418.jpg,container,yes,no,0.306,7646.8
365,close_distance_trash233.jpg,plastic,yes,yes,0.424,7646.8
366,hn_cabo_torres_view_harbour_entrance_19.jpg,plastic,no,no,1.479,8929.8
367,marine_litter_243.jpg,polystyrene,yes,yes,0.367,7681.1
368,medium_distance_trash89.jpg,plastic,no,no,0.4,7646.8
369,marine_litter_282.jpg,container,no,no,0.417,7681.1
370,medium_distance_trash888.jpg,container,yes,no,0.399,7646.8
371,medium_distance_trash854.jpg,container,yes,yes,0.4,7646.8
372,hn_radisson_isla_corazon_anfi_10.jpg,plastic,no,no,1.467,8929.8
373,close_distance_trash224.jpg,plastic,yes,yes,0.33,7646.8
374,far_distance_trash313.jpg,container,no,no,0.422,7646.8
375,hn_cabo_torres_view_restinga_port_59.jpg,plastic,no,no,1.464,8929.8
376,hn_anfi_beach_vega_11.jpg,plastic,no,no,1.49,8929.8
377,hn_cabo_torres_view_harbour_entrance_62.jpg,metal,no,no,1.472,8928.1
378,hn_scene_1006_118.jpg,container,no,no,1.51,8934.7
379,hn_anfi_beach_vega_37.jpg,plastic,no,no,1.461,8929.8
380,close_distance_trash225.jpg,plastic,yes,yes,0.317,7646.8
381,close_distance_trash285.jpg,container,yes,yes,0.532,7818.9
382,close_distance_trash469.jpg,metal,no,no,0.349,7677.8
383,medium_distance_trash137.jpg,plastic,no,no,0.333,7646.8
384,marine_litter_247.jpg,plastic,no,yes,0.355,7679.2
385,far_distance_trash531.jpg,container,yes,no,0.341,7646.8
386,marine_litter_201.jpg,plastic,no,no,0.364,7679.2
387,medium_distance_trash752.jpg,plastic,no,no,0.348,7646.8
388,medium_distance_trash931.jpg,metal,yes,TIMEOUT,15.006,0
389,close_distance_trash439.jpg,container,no,no,13.682,23437.4
390,hn_anfi_harbour_view_44.jpg,plastic,no,no,1.464,8929.8
391,marine_litter_255.jpg,plastic,no,yes,0.331,7679.2
392,close_distance_trash1259.jpg,plastic,yes,yes,0.77,8112.8
393,close_distance_trash246.jpg,plastic,yes,no,0.415,7646.8
394,close_distance_trash46.jpg,container,yes,yes,0.41,7646.8
395,marine_litter_396.jpg,container,no,no,0.334,7681.1
396,medium_distance_trash1055.jpg,trash pile,yes,yes,0.604,7826.3
397,marine_litter_379.jpg,plastic,yes,yes,0.383,7679.2
398,marine_litter_413.jpg,plastic,no,yes,0.399,7679.2
399,hn_anfi_harbour_view_90.jpg,metal,no,no,1.592,8928.1
400,medium_distance_trash704.jpg,container,yes,yes,0.323,7646.8
401,hn_cabo_torres_view_restinga_port_19.jpg,container,no,no,1.413,8934.7
402,marine_litter_151.jpg,plastic,no,no,0.351,7679.2
