question_id,image,cls,label,response,inference_s,vram_mb
118,medium_distance_trash610.jpg,container,yes,TIMEOUT,15.011,0
119,close_distance_trash73.jpg,trash,yes,TIMEOUT,15.004,0
120,hn_scene_1006_102.jpg,trash pile,no,TIMEOUT,15.005,0
121,medium_distance_trash1077.jpg,trash,no,TIMEOUT,15.015,0
122,hn_radisson_isla_corazon_anfi_59.jpg,plastic fragment,no,TIMEOUT,15.013,0
123,medium_distance_trash753.jpg,container,yes,TIMEOUT,15.002,0
124,medium_distance_trash6.jpg,container,no,TIMEOUT,15.006,0
125,close_distance_trash4.jpg,polystyrene,yes,TIMEOUT,15.008,0
126,medium_distance_trash419.jpg,polystyrene,no,TIMEOUT,15.016,0
127,hn_anfi_isla_corazon_view_2.jpg,trash,no,TIMEOUT,15.015,0
128,medium_distance_trash786.jpg,container,yes,TIMEOUT,15.015,0
129,close_distance_trash1249.jpg,trash pile,yes,TIMEOUT,15.007,0
130,hn_scene_1006_76.jpg,polystyrene,no,TIMEOUT,15.011,0
131,medium_distance_trash911.jpg,trash,yes,TIMEOUT,15.003,0
132,hn_anfi_harbour_view_85.jpg,plastic fragment,no,TIMEOUT,15.001,0
133,hn_cabo_torres_view_harbour_entrance_54.jpg,polystyrene,no,TIMEOUT,15.006,0
134,far_distance_trash251.jpg,metal,no,TIMEOUT,15.01,0
135,close_distance_trash194.jpg,trash,yes,yes,8.919,16921.4
136,close_distance_trash315.jpg,container,yes,yes,7.235,23320.7
137,close_distance_trash202.jpg,metal,yes,no,0.255,7486.7
138,medium_distance_trash584.jpg,trash,no,yes,0.235,7486.7
139,hn_anfi_harbour_view_106.jpg,polystyrene,no,no,1.184,8770.1
140,hn_radisson_isla_corazon_anfi_82.jpg,plastic,no,no,1.236,8765.0
141,hn_scene_1006_18.jpg,container,no,no,1.278,8770.1
142,medium_distance_trash1053.jpg,plastic,yes,yes,1.1,8564.8
143,medium_distance_trash131.jpg,container,yes,yes,0.262,7486.7
144,far_distance_trash36.jpg,trash pile,no,no,0.24,7486.7
145,close_distance_trash116.jpg,polystyrene,no,no,0.235,7486.7
146,medium_distance_trash461.jpg,plastic,no,no,0.242,7486.7
147,far_distance_trash81.jpg,metal,yes,yes,0.239,7467.8
148,far_distance_trash482.jpg,plastic,yes,yes,0.235,7486.7
149,close_distance_trash83.jpg,trash,yes,yes,0.235,7486.7
150,close_distance_trash5.jpg,plastic,yes,yes,0.234,7467.2
151,medium_distance_trash883.jpg,plastic,yes,no,0.229,7486.7
152,medium_distance_trash781.jpg,plastic fragment,no,no,0.244,7486.7
153,close_distance_trash203.jpg,trash pile,no,no,0.236,7486.7
154,hn_anfi_harbour_view_45.jpg,polystyrene,no,no,1.249,8770.1
155,far_distance_trash250.jpg,plastic,yes,yes,0.256,7486.7
156,medium_distance_trash738.jpg,metal,yes,no,0.234,7486.7
157,close_distance_trash192.jpg,plastic,yes,yes,0.233,7486.7
158,medium_distance_trash942.jpg,metal,yes,yes,8.768,10180.5
159,close_distance_trash299.jpg,metal,no,no,0.629,7888.9
160,hn_radisson_isla_corazon_anfi_29.jpg,plastic,no,no,1.296,8765.0
161,medium_distance_trash231.jpg,container,yes,yes,0.293,7486.7
162,medium_distance_trash774.jpg,polystyrene,yes,yes,0.285,7486.7
163,far_distance_trash402.jpg,container,yes,yes,0.295,7486.7
164,close_distance_trash234.jpg,plastic,yes,yes,0.271,7486.7
165,medium_distance_trash45.jpg,trash,yes,yes,0.326,7486.7
166,medium_distance_trash782.jpg,container,yes,yes,0.299,7486.7
167,medium_distance_trash812.jpg,trash,no,yes,0.303,7486.7
168,medium_distance_trash721.jpg,container,no,no,0.306,7486.7
169,medium_distance_trash860.jpg,trash pile,no,no,0.297,7486.7
170,medium_distance_trash439.jpg,plastic,no,no,0.27,7486.7
171,close_distance_trash1264.jpg,plastic,yes,yes,0.661,7947.6
172,close_distance_trash259.jpg,plastic,yes,yes,0.693,7967.9
173,close_distance_trash1129.jpg,plastic,yes,no,0.295,7516.0
174,medium_distance_trash879.jpg,plastic fragment,yes,yes,0.249,7486.7
175,close_distance_trash180.jpg,polystyrene,no,no,0.258,7486.7
176,hn_cabo_torres_view_restinga_port_53.jpg,trash,no,no,1.242,8773.5
177,close_distance_trash754.jpg,plastic,yes,yes,8.678,10182.9
178,far_distance_trash522.jpg,container,yes,yes,0.283,7486.7
179,close_distance_trash211.jpg,polystyrene,no,no,0.304,7486.7
180,medium_distance_trash677.jpg,container,yes,yes,0.294,7486.7
181,close_distance_trash49.jpg,polystyrene,no,no,0.292,7486.7
182,hn_radisson_isla_corazon_anfi_98.jpg,trash pile,no,no,1.302,8766.7
183,medium_distance_trash28.jpg,metal,no,no,0.283,7486.7
184,close_distance_trash874.jpg,plastic,yes,yes,0.303,7516.0
185,medium_distance_trash1.jpg,plastic,no,yes,0.305,7486.7
186,medium_distance_trash574.jpg,container,yes,yes,0.287,7486.7
187,hn_scene_1006_108.jpg,plastic,no,no,1.348,8765.0
188,medium_distance_trash779.jpg,trash,no,yes,0.315,7486.7
189,medium_distance_trash808.jpg,polystyrene,yes,yes,0.242,7486.7
190,medium_distance_trash832.jpg,plastic,yes,yes,0.233,7486.7
191,hn_scene_1006_68.jpg,metal,no,no,1.224,8763.3
192,medium_distance_trash647.jpg,trash pile,no,no,0.249,7486.7
193,hn_cabo_torres_view_restinga_port_21.jpg,trash pile,no,no,1.242,8766.7
194,medium_distance_trash1045.jpg,plastic,yes,yes,4.935,8938.0
195,close_distance_trash213.jpg,container,yes,yes,0.263,7486.7
196,medium_distance_trash540.jpg,plastic,yes,yes,0.396,7516.0
197,medium_distance_trash612.jpg,polystyrene,yes,no,0.251,7486.7
198,medium_distance_trash510.jpg,plastic fragment,no,yes,0.233,7486.7
199,medium_distance_trash267.jpg,trash pile,no,no,0.246,7486.7
200,medium_distance_trash278.jpg,trash pile,no,no,0.29,7486.7
201,medium_distance_trash639.jpg,trash,no,no,0.257,7486.7
202,hn_anfi_isla_corazon_view_23.jpg,plastic,no,no,1.199,8765.5
203,close_distance_trash1136.jpg,container,no,no,0.262,7516.6
204,medium_distance_trash957.jpg,metal,yes,yes,2.162,10182.4
205,far_distance_trash67.jpg,plastic fragment,no,yes,0.276,7486.7
206,medium_distance_trash726.jpg,plastic,yes,no,0.261,7486.7
207,hn_anfi_harbour_view_16.jpg,metal,no,no,1.304,8763.3
208,medium_distance_trash572.jpg,plastic,yes,yes,0.243,7486.7
209,medium_distance_trash1052.jpg,trash,yes,yes,1.1,8573.6
210,medium_distance_trash153.jpg,metal,no,no,0.262,7486.7
211,close_distance_trash94.jpg,polystyrene,no,no,0.229,7486.7
212,medium_distance_trash257.jpg,trash,no,yes,0.239,7486.7
213,hn_scene_1006_47.jpg,trash,no,no,1.199,8773.5
214,hn_radisson_isla_corazon_anfi_12.jpg,polystyrene,no,no,1.214,8770.1
215,medium_distance_trash462.jpg,trash,yes,yes,0.253,7486.7
216,hn_anfi_harbour_view_44.jpg,container,no,no,1.192,8770.1
217,medium_distance_trash799.jpg,container,yes,yes,0.251,7486.7
218,far_distance_trash429.jpg,plastic fragment,yes,yes,0.221,7486.7
219,far_distance_trash420.jpg,container,yes,yes,0.232,7486.7
220,close_distance_trash219.jpg,plastic,yes,yes,0.232,7486.7
221,hn_cabo_torres_view_harbour_entrance_70.jpg,metal,no,no,1.242,8763.3
222,medium_distance_trash419.jpg,trash pile,yes,no,0.275,7486.7
223,medium_distance_trash692.jpg,plastic fragment,yes,yes,0.2,7486.7
224,close_distance_trash1219.jpg,metal,yes,no,0.253,7514.6
225,medium_distance_trash715.jpg,trash,yes,yes,0.234,7486.7
226,close_distance_trash1260.jpg,plastic,yes,yes,0.634,7947.6
227,close_distance_trash472.jpg,trash pile,yes,no,0.271,7516.3
228,medium_distance_trash697.jpg,trash,no,no,0.231,7486.7
229,hn_cabo_torres_view_harbour_entrance_2.jpg,container,no,no,1.251,8770.1
230,hn_scene_1006_123.jpg,trash,no,no,1.213,8773.5
231,hn_radisson_isla_corazon_anfi_6.jpg,container,no,no,1.2,8770.1
232,hn_anfi_harbour_view_106.jpg,trash pile,no,no,1.226,8766.7
233,medium_distance_trash1081.jpg,trash,yes,yes,0.235,7467.8
234,hn_scene_1006_86.jpg,trash pile,no,no,1.197,8766.7
235,far_distance_trash444.jpg,trash,yes,yes,9.629,23311.4
236,medium_distance_trash964.jpg,container,yes,yes,0.303,7516.6
237,close_distance_trash104.jpg,trash pile,no,no,0.279,7486.7
238,medium_distance_trash55.jpg,plastic fragment,no,yes,0.278,7486.7
239,far_distance_trash412.jpg,metal,no,no,0.291,7486.7
240,close_distance_trash196.jpg,container,no,yes,0.288,7486.7
241,hn_anfi_beach_vega_29.jpg,plastic fragment,no,no,1.364,8766.7
242,hn_cabo_torres_view_harbour_entrance_60.jpg,plastic fragment,no,no,1.323,8766.7
243,close_distance_trash6.jpg,plastic fragment,no,yes,0.274,7480.2
244,far_distance_trash60.jpg,plastic,yes,no,0.246,7486.7
245,medium_distance_trash461.jpg,trash,yes,no,0.266,7486.7
246,medium_distance_trash878.jpg,trash,yes,yes,0.243,7486.7
247,hn_radisson_isla_corazon_anfi_96.jpg,trash,no,no,1.241,8773.5
248,medium_distance_trash448.jpg,plastic,yes,no,0.26,7486.7
249,close_distance_trash184.jpg,trash pile,no,no,0.231,7486.7
250,hn_scene_1006_113.jpg,trash pile,no,no,1.197,8766.7
251,medium_distance_trash667.jpg,trash pile,no,no,0.26,7486.7
252,hn_anfi_beach_vega_27.jpg,trash pile,no,no,1.213,8766.7
253,hn_radisson_isla_corazon_anfi_90.jpg,plastic,no,no,1.205,8765.5
254,close_distance_trash655.jpg,metal,yes,no,0.267,7514.6
255,medium_distance_trash884.jpg,trash pile,no,no,0.287,7486.7
256,medium_distance_trash1049.jpg,plastic,yes,TIMEOUT,15.014,0
257,close_distance_trash239.jpg,plastic,yes,TIMEOUT,15.007,0
258,far_distance_trash456.jpg,metal,yes,TIMEOUT,15.012,0
259,close_distance_trash22.jpg,trash,no,TIMEOUT,15.004,0
260,medium_distance_trash542.jpg,plastic,yes,TIMEOUT,15.002,0
261,hn_anfi_harbour_view_94.jpg,container,no,TIMEOUT,15.005,0
262,hn_radisson_isla_corazon_anfi_9.jpg,container,no,TIMEOUT,15.004,0
263,close_distance_trash1245.jpg,trash,yes,TIMEOUT,15.007,0
264,far_distance_trash234.jpg,container,yes,TIMEOUT,15.005,0
265,medium_distance_trash695.jpg,polystyrene,no,TIMEOUT,15.005,0
266,medium_distance_trash133.jpg,container,yes,TIMEOUT,15.01,0
267,hn_cabo_torres_view_harbour_entrance_19.jpg,container,no,TIMEOUT,15.006,0
268,hn_anfi_isla_corazon_view_37.jpg,plastic,no,TIMEOUT,15.009,0
269,hn_cabo_torres_view_harbour_entrance_61.jpg,trash,no,TIMEOUT,15.006,0
270,hn_anfi_harbour_view_101.jpg,plastic,no,TIMEOUT,15.005,0
271,hn_anfi_harbour_view_138.jpg,plastic,no,TIMEOUT,15.003,0
272,close_distance_trash1191.jpg,metal,yes,TIMEOUT,15.017,0
273,medium_distance_trash251.jpg,plastic,yes,TIMEOUT,15.004,0
274,close_distance_trash251.jpg,trash pile,yes,TIMEOUT,15.01,0
275,medium_distance_trash19.jpg,trash,no,TIMEOUT,15.012,0
276,medium_distance_trash880.jpg,container,yes,TIMEOUT,15.002,0
277,far_distance_trash363.jpg,container,no,TIMEOUT,15.008,0
278,medium_distance_trash658.jpg,metal,no,TIMEOUT,15.014,0
279,close_distance_trash991.jpg,plastic fragment,no,TIMEOUT,15.007,0
280,medium_distance_trash248.jpg,metal,yes,TIMEOUT,15.002,0
281,close_distance_trash1269.jpg,trash pile,yes,TIMEOUT,15.002,0
282,hn_anfi_beach_vega_44.jpg,trash,no,TIMEOUT,15.016,0
283,hn_radisson_isla_corazon_anfi_69.jpg,trash,no,TIMEOUT,15.002,0
284,close_distance_trash215.jpg,metal,no,no,5.249,11994.2
285,far_distance_trash291.jpg,plastic,yes,yes,6.23,15278.2
286,hn_scene_1006_122.jpg,polystyrene,no,no,1.232,8770.1
287,medium_distance_trash516.jpg,metal,yes,yes,0.255,7486.7
288,close_distance_trash471.jpg,plastic,yes,yes,9.377,23281.8
289,far_distance_trash102.jpg,polystyrene,no,no,0.293,7486.7
290,medium_distance_trash255.jpg,container,yes,yes,0.297,7486.7
291,hn_anfi_isla_corazon_view_40.jpg,plastic,no,no,1.34,8765.5
292,medium_distance_trash553.jpg,plastic,yes,yes,0.297,7486.7
293,medium_distance_trash1018.jpg,plastic,yes,yes,9.463,23281.8
294,close_distance_trash1238.jpg,trash,no,yes,0.439,7667.1
295,close_distance_trash1237.jpg,container,yes,yes,0.462,7666.5
296,medium_distance_trash722.jpg,polystyrene,no,no,0.294,7486.7
297,close_distance_trash778.jpg,container,yes,yes,0.311,7516.6
298,close_distance_trash235.jpg,trash,yes,yes,0.271,7486.7
299,far_distance_trash464.jpg,metal,yes,yes,1.433,8936.2
300,hn_cabo_torres_view_restinga_port_12.jpg,trash pile,no,no,1.5,8766.7
301,hn_scene_1006_109.jpg,polystyrene,no,no,1.255,8770.5
302,far_distance_trash426.jpg,metal,no,no,0.234,7486.7
303,medium_distance_trash573.jpg,plastic,yes,yes,0.236,7486.7
304,medium_distance_trash823.jpg,trash,yes,yes,0.241,7486.7
305,medium_distance_trash667.jpg,metal,yes,yes,0.242,7486.7
306,hn_anfi_harbour_view_97.jpg,plastic fragment,no,no,1.232,8766.7
307,close_distance_trash475.jpg,metal,no,no,0.273,7514.6
308,far_distance_trash110.jpg,trash,yes,yes,0.25,7486.7
309,close_distance_trash902.jpg,plastic,yes,no,0.258,7503.7
310,close_distance_trash1238.jpg,plastic,yes,yes,0.426,7663.6
311,medium_distance_trash464.jpg,container,yes,no,0.256,7486.7
312,medium_distance_trash158.jpg,plastic,yes,yes,0.247,7486.7
313,medium_distance_trash835.jpg,plastic fragment,yes,yes,0.237,7486.7
314,medium_distance_trash240.jpg,trash pile,no,no,0.237,7486.7
315,hn_radisson_isla_corazon_anfi_78.jpg,plastic fragment,no,no,1.222,8766.7
316,hn_anfi_harbour_view_60.jpg,plastic,no,no,1.241,8765.0
317,medium_distance_trash253.jpg,plastic,yes,yes,0.257,7486.7
318,medium_distance_trash876.jpg,polystyrene,yes,no,0.253,7486.7
319,close_distance_trash197.jpg,trash,yes,yes,0.259,7486.7
320,close_distance_trash62.jpg,metal,no,no,0.235,7486.7
321,hn_anfi_harbour_view_43.jpg,container,no,no,1.243,8770.5
322,medium_distance_trash150.jpg,trash pile,no,no,0.259,7486.7
323,medium_distance_trash468.jpg,trash,yes,yes,0.24,7486.7
324,medium_distance_trash46.jpg,polystyrene,yes,no,0.24,7486.7
325,hn_anfi_harbour_view_10.jpg,container,no,no,1.223,8770.5
326,close_distance_trash9.jpg,trash,yes,no,1.628,9234.5
327,medium_distance_trash1009.jpg,plastic,yes,yes,0.27,7516.0
328,far_distance_trash2.jpg,container,no,yes,0.244,7486.7
329,close_distance_trash1190.jpg,plastic fragment,no,no,9.561,23287.7
330,hn_anfi_harbour_view_138.jpg,trash,no,no,1.312,8773.5
331,medium_distance_trash497.jpg,plastic,yes,yes,0.302,7486.7
332,medium_distance_trash842.jpg,trash,yes,yes,0.291,7486.7
333,hn_anfi_isla_corazon_view_86.jpg,metal,no,no,1.315,8763.3
334,close_distance_trash1260.jpg,plastic fragment,no,no,0.715,7948.6
335,medium_distance_trash900.jpg,trash,yes,yes,0.301,7467.8
336,close_distance_trash316.jpg,trash,no,yes,0.282,7517.6
337,medium_distance_trash991.jpg,container,yes,yes,2.199,10190.1
338,hn_anfi_beach_vega_15.jpg,plastic,no,no,1.239,8765.0
339,close_distance_trash616.jpg,polystyrene,yes,yes,0.278,7516.6
340,medium_distance_trash157.jpg,plastic,yes,yes,0.24,7486.7
341,hn_radisson_isla_corazon_anfi_94.jpg,trash,no,no,1.241,8773.5
342,medium_distance_trash856.jpg,container,yes,yes,0.247,7486.7
343,hn_scene_1006_91.jpg,plastic,no,no,1.23,8765.0
344,medium_distance_trash434.jpg,metal,yes,yes,0.271,7486.7
345,close_distance_trash249.jpg,plastic,yes,yes,0.236,7486.7
346,medium_distance_trash993.jpg,plastic,yes,yes,9.466,23281.8
347,hn_anfi_beach_vega_9.jpg,polystyrene,no,no,1.293,8770.5
348,hn_scene_1006_48.jpg,container,no,no,1.295,8770.5
349,hn_radisson_isla_corazon_anfi_111.jpg,plastic,no,no,1.262,8765.0
350,medium_distance_trash959.jpg,container,yes,yes,2.218,10190.1
351,medium_distance_trash7.jpg,polystyrene,no,no,0.254,7486.7
352,hn_radisson_isla_corazon_anfi_73.jpg,metal,no,no,1.269,8763.3
353,hn_radisson_isla_corazon_anfi_31.jpg,plastic fragment,no,no,1.284,8766.7
354,close_distance_trash991.jpg,plastic,yes,yes,0.458,7629.8
355,far_distance_trash424.jpg,container,yes,no,0.233,7486.7
356,medium_distance_trash844.jpg,polystyrene,yes,no,0.267,7486.7
357,hn_anfi_harbour_view_120.jpg,plastic fragment,no,no,1.417,8766.7
358,medium_distance_trash753.jpg,plastic,yes,yes,0.275,7486.7
359,medium_distance_trash661.jpg,trash,yes,yes,0.275,7486.7
360,medium_distance_trash19.jpg,container,yes,yes,0.291,7486.7
361,hn_cabo_torres_view_harbour_entrance_40.jpg,plastic,no,no,1.278,8765.0
362,hn_cabo_torres_view_restinga_port_28.jpg,trash pile,no,no,1.251,8766.7
363,hn_anfi_harbour_view_154.jpg,polystyrene,no,no,1.261,8770.5
364,close_distance_trash857.jpg,plastic,no,no,0.262,7516.0
365,far_distance_trash516.jpg,container,yes,yes,0.238,7486.7
366,hn_scene_1006_14.jpg,trash,no,no,1.225,8773.5
367,hn_radisson_isla_corazon_anfi_53.jpg,polystyrene,no,no,1.304,8770.5
368,hn_scene_1006_19.jpg,plastic,no,no,1.259,8765.0
369,medium_distance_trash784.jpg,polystyrene,yes,yes,0.246,7486.7
370,far_distance_trash462.jpg,container,yes,yes,2.232,10190.1
371,medium_distance_trash893.jpg,polystyrene,no,yes,0.262,7486.7
372,close_distance_trash197.jpg,plastic fragment,no,no,0.243,7486.7
373,close_distance_trash885.jpg,metal,yes,yes,9.349,23275.9
374,hn_cabo_torres_view_restinga_port_43.jpg,plastic,no,no,1.335,8765.0
375,close_distance_trash197.jpg,container,yes,yes,0.296,7486.7
376,far_distance_trash410.jpg,plastic,yes,no,0.271,7486.7
377,far_distance_trash361.jpg,metal,no,no,0.305,7486.7
378,close_distance_trash9.jpg,polystyrene,no,no,1.678,9230.1
379,close_distance_trash230.jpg,plastic,yes,yes,0.316,7486.7
380,medium_distance_trash1031.jpg,plastic,yes,yes,9.547,23281.8
381,medium_distance_trash554.jpg,plastic,yes,yes,0.302,7486.7
382,medium_distance_trash658.jpg,plastic,yes,yes,0.294,7486.7
383,close_distance_trash176.jpg,container,yes,yes,0.294,7486.7
384,medium_distance_trash437.jpg,trash pile,no,no,0.293,7486.7
385,medium_distance_trash203.jpg,plastic,yes,no,0.291,7467.8
386,medium_distance_trash143.jpg,trash,yes,yes,0.293,7486.7
387,medium_distance_trash585.jpg,trash pile,no,no,0.287,7486.7
388,medium_distance_trash514.jpg,container,yes,yes,0.248,7486.7
