question_id,image,cls,label,pred,response,inference_s,vram_mb
46,close_distance_trash1100.jpg,trash,no,yes,Yes.,0.743,1428.8
47,close_distance_trash1109.jpg,trash pile,yes,no,No.,0.631,1324.7
48,close_distance_trash1109.jpg,trash,yes,no,No.,0.58,1324.7
49,close_distance_trash1109.jpg,plastic bottle,no,no,No.,0.594,1324.7
50,close_distance_trash1109.jpg,plastic wrapper,no,no,No.,0.604,1324.7
51,close_distance_trash1122.jpg,trash,yes,yes,Yes.,0.635,1324.7
52,close_distance_trash1122.jpg,plastic bottle,no,no,No.,0.63,1325.3
53,close_distance_trash1126.jpg,glass,yes,no,No.,0.714,1428.8
54,close_distance_trash1126.jpg,trash,no,yes,Yes.,0.767,1428.8
55,close_distance_trash1129.jpg,plastic bottle,yes,yes,Yes.,0.775,1428.8
56,close_distance_trash1129.jpg,trash pile,yes,yes,Yes.,0.764,1428.8
57,close_distance_trash1129.jpg,trash,yes,yes,Yes.,0.733,1428.8
58,close_distance_trash1129.jpg,plastic wrapper,no,yes,Yes.,0.74,1428.8
59,close_distance_trash1129.jpg,plastic bag,no,yes,Yes.,0.738,1428.8
60,close_distance_trash1129.jpg,can,no,yes,Yes.,0.767,1428.8
61,close_distance_trash113.jpg,plastic bag,yes,yes,Yes.,0.602,1325.3
62,close_distance_trash113.jpg,trash,no,yes,Yes.,0.584,1324.7
63,close_distance_trash1136.jpg,plastic bag,yes,yes,Yes.,0.772,1428.8
64,close_distance_trash1136.jpg,trash,no,yes,Yes.,0.769,1428.8
65,close_distance_trash1137.jpg,plastic bottle,yes,yes,Yes.,0.754,1428.8
66,close_distance_trash1137.jpg,can,yes,yes,Yes.,0.772,1428.8
67,close_distance_trash1137.jpg,trash pile,yes,yes,Yes.,0.82,1428.8
68,close_distance_trash1137.jpg,trash,yes,yes,Yes.,0.757,1428.8
69,close_distance_trash1137.jpg,plastic wrapper,no,yes,Yes.,0.76,1428.8
70,close_distance_trash1137.jpg,plastic bag,no,no,No.,0.827,1428.8
71,close_distance_trash1137.jpg,glass,no,yes,Yes.,0.772,1428.8
72,close_distance_trash1137.jpg,metal scrap,no,no,No.,0.782,1428.8
73,close_distance_trash1139.jpg,plastic bottle,yes,yes,Yes.,0.782,1428.8
74,close_distance_trash1139.jpg,trash,no,no,No.,0.748,1428.8
75,close_distance_trash1150.jpg,plastic wrapper,yes,yes,Yes.,0.762,1428.8
76,close_distance_trash1150.jpg,trash,no,yes,Yes.,0.751,1428.8
77,close_distance_trash116.jpg,plastic bottle,yes,yes,Yes.,0.584,1324.7
78,close_distance_trash116.jpg,trash,yes,yes,Yes.,0.583,1324.7
79,close_distance_trash116.jpg,plastic wrapper,no,yes,Yes.,0.55,1324.7
80,close_distance_trash116.jpg,trash pile,no,yes,Yes.,0.536,1324.7
81,close_distance_trash119.jpg,trash,yes,yes,Yes.,0.539,1324.7
82,close_distance_trash119.jpg,plastic bottle,no,no,No.,0.565,1324.7
83,close_distance_trash12.jpg,plastic bottle,yes,yes,Yes.,0.589,1324.7
84,close_distance_trash12.jpg,can,yes,yes,Yes.,0.581,1324.7
85,close_distance_trash12.jpg,trash pile,yes,yes,Yes.,0.594,1324.7
86,close_distance_trash12.jpg,trash,yes,yes,Yes.,0.614,1324.7
87,close_distance_trash12.jpg,plastic wrapper,no,yes,Yes.,0.564,1324.7
88,close_distance_trash12.jpg,plastic bag,no,yes,Yes.,0.558,1324.7
89,close_distance_trash12.jpg,glass,no,no,No.,0.546,1324.7
90,close_distance_trash12.jpg,metal scrap,no,no,No.,0.566,1324.7
91,close_distance_trash1201.jpg,can,yes,yes,Yes.,0.753,1428.8
92,close_distance_trash1201.jpg,trash,no,yes,Yes.,0.718,1428.8
93,close_distance_trash1208.jpg,can,yes,yes,Yes.,0.747,1428.8
94,close_distance_trash1208.jpg,trash,no,no,No.,0.758,1428.8
95,close_distance_trash1219.jpg,plastic bottle,yes,yes,Yes.,0.7,1428.8
96,close_distance_trash1219.jpg,can,yes,yes,Yes.,0.759,1428.8
97,close_distance_trash1219.jpg,trash pile,yes,yes,Yes.,0.749,1428.8
98,close_distance_trash1219.jpg,trash,yes,yes,Yes.,0.792,1428.8
99,close_distance_trash1219.jpg,plastic wrapper,no,yes,Yes.,0.75,1428.8
100,close_distance_trash1219.jpg,plastic bag,no,yes,Yes.,0.734,1428.8
101,close_distance_trash1219.jpg,glass,no,no,No.,0.815,1428.8
102,close_distance_trash1219.jpg,metal scrap,no,yes,Yes.,0.782,1428.8
103,close_distance_trash122.jpg,plastic bag,yes,yes,Yes.,0.607,1324.7
104,close_distance_trash122.jpg,trash,yes,yes,Yes.,0.609,1324.7
105,close_distance_trash122.jpg,plastic wrapper,no,yes,Yes.,0.577,1324.7
106,close_distance_trash122.jpg,trash pile,no,no,No.,0.594,1324.7
107,close_distance_trash1223.jpg,plastic bottle,yes,yes,Yes.,0.606,1325.3
108,close_distance_trash1223.jpg,trash,no,yes,Yes.,0.69,1324.7
109,close_distance_trash1226.jpg,trash,yes,yes,Yes.,0.602,1324.7
110,close_distance_trash1226.jpg,plastic bottle,no,no,No.,0.788,1324.7
111,close_distance_trash1227.jpg,plastic bag,yes,yes,Yes.,0.871,1325.3
112,close_distance_trash1227.jpg,trash,yes,no,No.,0.643,1324.7
113,close_distance_trash1227.jpg,plastic wrapper,no,yes,Yes.,0.64,1325.3
114,close_distance_trash1227.jpg,trash pile,no,no,No.,0.624,1325.3
115,close_distance_trash1229.jpg,trash,yes,yes,Yes.,0.65,1324.7
116,close_distance_trash1229.jpg,plastic bottle,no,no,No.,0.655,1324.7
117,close_distance_trash123.jpg,plastic bottle,yes,no,No.,0.594,1325.3
118,close_distance_trash123.jpg,plastic wrapper,yes,yes,Yes.,0.614,1325.3
119,close_distance_trash123.jpg,trash,yes,yes,Yes.,0.565,1324.7
120,close_distance_trash123.jpg,trash pile,no,yes,Yes.,0.578,1325.3
121,close_distance_trash123.jpg,plastic bag,no,no,No.,0.509,1325.3
122,close_distance_trash123.jpg,can,no,no,No.,0.591,1324.7
123,close_distance_trash1230.jpg,plastic bottle,yes,yes,Yes.,0.646,1324.7
124,close_distance_trash1230.jpg,plastic bag,yes,yes,Yes.,0.6,1324.7
125,close_distance_trash1230.jpg,plastic wrapper,yes,yes,Yes.,0.613,1324.7
126,close_distance_trash1230.jpg,trash pile,yes,yes,Yes.,0.578,1324.7
127,close_distance_trash1230.jpg,trash,no,yes,Yes.,0.58,1324.7
128,close_distance_trash1230.jpg,can,no,yes,Yes.,0.583,1324.7
129,close_distance_trash1230.jpg,glass,no,yes,Yes.,0.557,1324.7
130,close_distance_trash1230.jpg,metal scrap,no,no,No.,0.584,1324.7
131,close_distance_trash1232.jpg,plastic wrapper,yes,yes,Yes.,0.616,1324.7
132,close_distance_trash1232.jpg,trash,yes,yes,Yes.,0.612,1324.7
133,close_distance_trash1232.jpg,plastic bottle,no,yes,Yes.,0.592,1324.7
134,close_distance_trash1232.jpg,plastic bag,no,yes,Yes.,0.629,1324.7
135,close_distance_trash1234.jpg,plastic bottle,yes,yes,Yes.,0.644,1324.7
136,close_distance_trash1234.jpg,plastic wrapper,yes,yes,Yes.,0.612,1324.7
137,close_distance_trash1234.jpg,trash,no,yes,Yes.,0.577,1324.7
138,close_distance_trash1234.jpg,trash pile,no,yes,Yes.,0.622,1324.7
139,close_distance_trash1235.jpg,plastic bottle,yes,yes,Yes.,0.661,1324.7
140,close_distance_trash1235.jpg,trash,no,yes,Yes.,0.617,1324.7
141,close_distance_trash1236.jpg,plastic wrapper,yes,yes,Yes.,0.674,1325.3
142,close_distance_trash1236.jpg,trash pile,yes,yes,Yes.,0.631,1325.3
143,close_distance_trash1236.jpg,trash,no,yes,Yes.,0.635,1324.7
144,close_distance_trash1236.jpg,plastic bag,no,yes,Yes.,0.654,1325.3
145,close_distance_trash1237.jpg,plastic bottle,yes,yes,Yes.,0.673,1324.7
146,close_distance_trash1237.jpg,can,yes,yes,Yes.,0.623,1324.7
147,close_distance_trash1237.jpg,plastic wrapper,yes,yes,Yes.,0.668,1324.7
148,close_distance_trash1237.jpg,trash,yes,yes,Yes.,0.635,1324.7
149,close_distance_trash1237.jpg,trash pile,no,yes,Yes.,0.589,1324.7
150,close_distance_trash1237.jpg,plastic bag,no,no,No.,0.594,1324.7
151,close_distance_trash1237.jpg,glass,no,no,No.,0.579,1324.7
152,close_distance_trash1237.jpg,metal scrap,no,yes,Yes.,0.606,1324.7
153,close_distance_trash1239.jpg,trash pile,yes,yes,Yes.,0.605,1324.7
154,close_distance_trash1239.jpg,trash,no,yes,Yes.,0.589,1324.7
155,close_distance_trash1240.jpg,plastic wrapper,yes,yes,Yes.,0.587,1325.3
156,close_distance_trash1240.jpg,trash pile,yes,yes,Yes.,0.578,1325.3
157,close_distance_trash1240.jpg,trash,yes,yes,Yes.,0.583,1324.7
158,close_distance_trash1240.jpg,plastic bottle,no,no,No.,0.588,1325.3
159,close_distance_trash1240.jpg,plastic bag,no,yes,Yes.,0.567,1325.3
160,close_distance_trash1240.jpg,can,no,no,No.,0.622,1324.7
161,close_distance_trash1241.jpg,plastic wrapper,yes,yes,Yes.,0.592,1324.7
162,close_distance_trash1241.jpg,trash,no,yes,Yes.,0.575,1324.7
163,close_distance_trash1242.jpg,plastic wrapper,yes,yes,Yes.,0.598,1325.3
164,close_distance_trash1242.jpg,trash pile,yes,yes,Yes.,0.61,1325.3
165,close_distance_trash1242.jpg,trash,yes,yes,Yes.,0.623,1324.7
166,close_distance_trash1242.jpg,plastic bottle,no,no,No.,0.61,1325.3
167,close_distance_trash1242.jpg,plastic bag,no,yes,Yes.,0.584,1325.3
168,close_distance_trash1242.jpg,can,no,no,No.,0.948,1324.7
169,close_distance_trash1244.jpg,plastic wrapper,yes,yes,Yes.,0.56,1325.3
170,close_distance_trash1244.jpg,trash pile,yes,yes,Yes.,0.55,1325.3
171,close_distance_trash1244.jpg,trash,no,yes,Yes.,0.574,1324.7
172,close_distance_trash1244.jpg,plastic bag,no,yes,Yes.,0.527,1325.3
173,close_distance_trash1245.jpg,trash pile,yes,yes,Yes.,0.576,1325.3
174,close_distance_trash1245.jpg,trash,yes,yes,Yes.,0.529,1324.7
175,close_distance_trash1245.jpg,plastic bottle,no,no,No.,0.566,1325.3
176,close_distance_trash1245.jpg,plastic wrapper,no,yes,Yes.,0.544,1325.3
177,close_distance_trash1246.jpg,plastic wrapper,yes,yes,Yes.,0.609,1325.3
178,close_distance_trash1246.jpg,trash pile,yes,yes,Yes.,0.625,1325.3
179,close_distance_trash1246.jpg,trash,no,yes,Yes.,0.663,1324.7
180,close_distance_trash1246.jpg,plastic bag,no,yes,Yes.,0.542,1325.3
181,close_distance_trash1247.jpg,plastic bag,yes,yes,Yes.,0.546,1324.7
182,close_distance_trash1247.jpg,plastic wrapper,yes,yes,Yes.,0.515,1324.7
183,close_distance_trash1247.jpg,trash pile,yes,yes,Yes.,0.553,1324.7
184,close_distance_trash1247.jpg,trash,no,yes,Yes.,0.695,1324.7
185,close_distance_trash1247.jpg,plastic bottle,no,no,No.,0.687,1324.7
186,close_distance_trash1247.jpg,can,no,no,No.,0.695,1324.7
187,close_distance_trash1248.jpg,plastic bag,yes,yes,Yes.,0.679,1324.7
188,close_distance_trash1248.jpg,trash pile,yes,yes,Yes.,0.619,1324.7
189,close_distance_trash1248.jpg,trash,yes,yes,Yes.,0.603,1324.7
190,close_distance_trash1248.jpg,plastic wrapper,no,yes,Yes.,0.658,1324.7
191,close_distance_trash1248.jpg,plastic bottle,no,no,No.,0.651,1324.7
192,close_distance_trash1248.jpg,can,no,no,No.,0.595,1324.7
193,close_distance_trash125.jpg,trash,yes,yes,Yes.,0.588,1324.7
194,close_distance_trash125.jpg,plastic bottle,no,no,No.,0.59,1324.7
195,close_distance_trash1252.jpg,plastic wrapper,yes,yes,Yes.,0.618,1324.7
196,close_distance_trash1252.jpg,trash pile,yes,yes,Yes.,0.59,1324.7
197,close_distance_trash1252.jpg,trash,yes,yes,Yes.,0.609,1324.7
198,close_distance_trash1252.jpg,plastic bottle,no,no,No.,0.597,1324.7
199,close_distance_trash1252.jpg,plastic bag,no,yes,Yes.,0.647,1324.7
200,close_distance_trash1252.jpg,can,no,no,No.,0.575,1324.7
201,close_distance_trash1253.jpg,plastic wrapper,yes,yes,Yes.,0.564,1324.7
202,close_distance_trash1253.jpg,trash pile,yes,yes,Yes.,0.596,1324.7
203,close_distance_trash1253.jpg,trash,no,yes,Yes.,0.654,1324.7
204,close_distance_trash1253.jpg,plastic bag,no,no,No.,0.596,1324.7
205,close_distance_trash1255.jpg,trash pile,yes,yes,Yes.,0.562,1324.7
206,close_distance_trash1255.jpg,trash,no,yes,Yes.,0.576,1324.7
207,close_distance_trash1256.jpg,plastic bag,yes,yes,Yes.,0.617,1324.7
208,close_distance_trash1256.jpg,plastic wrapper,yes,yes,Yes.,0.584,1324.7
209,close_distance_trash1256.jpg,trash pile,yes,yes,Yes.,0.589,1324.7
210,close_distance_trash1256.jpg,trash,no,yes,Yes.,0.58,1324.7
211,close_distance_trash1256.jpg,plastic bottle,no,no,No.,0.631,1324.7
212,close_distance_trash1256.jpg,can,no,no,No.,0.65,1324.7
213,close_distance_trash1257.jpg,plastic bag,yes,yes,Yes.,0.682,1324.7
214,close_distance_trash1257.jpg,plastic wrapper,yes,yes,Yes.,0.658,1324.7
215,close_distance_trash1257.jpg,trash pile,yes,yes,Yes.,0.616,1324.7
216,close_distance_trash1257.jpg,trash,no,yes,Yes.,0.66,1324.7
217,close_distance_trash1257.jpg,plastic bottle,no,no,No.,0.596,1324.7
218,close_distance_trash1257.jpg,can,no,no,No.,0.7,1324.7
219,close_distance_trash1258.jpg,plastic bag,yes,yes,Yes.,0.632,1324.7
220,close_distance_trash1258.jpg,trash pile,yes,yes,Yes.,0.635,1324.7
221,close_distance_trash1258.jpg,trash,no,yes,Yes.,0.657,1324.7
222,close_distance_trash1258.jpg,plastic wrapper,no,yes,Yes.,0.668,1324.7
223,close_distance_trash1259.jpg,plastic bag,yes,yes,Yes.,0.652,1324.7
224,close_distance_trash1259.jpg,trash pile,yes,yes,Yes.,0.677,1324.7
225,close_distance_trash1259.jpg,trash,no,yes,Yes.,0.611,1324.7
226,close_distance_trash1259.jpg,plastic wrapper,no,yes,Yes.,0.704,1324.7
227,close_distance_trash1261.jpg,trash,yes,yes,Yes.,0.647,1324.7
228,close_distance_trash1261.jpg,plastic bottle,no,no,No.,0.718,1324.7
229,close_distance_trash1262.jpg,plastic bag,yes,yes,Yes.,0.619,1324.7
230,close_distance_trash1262.jpg,plastic wrapper,yes,yes,Yes.,0.635,1324.7
231,close_distance_trash1262.jpg,trash pile,yes,yes,Yes.,0.608,1324.7
232,close_distance_trash1262.jpg,trash,no,yes,Yes.,0.581,1324.7
233,close_distance_trash1262.jpg,plastic bottle,no,no,No.,0.588,1324.7
234,close_distance_trash1262.jpg,can,no,no,No.,0.613,1324.7
235,close_distance_trash1263.jpg,plastic bag,yes,yes,Yes.,0.614,1324.7
236,close_distance_trash1263.jpg,plastic wrapper,yes,yes,Yes.,0.558,1324.7
237,close_distance_trash1263.jpg,trash pile,yes,yes,Yes.,0.68,1324.7
238,close_distance_trash1263.jpg,trash,no,yes,Yes.,0.582,1324.7
239,close_distance_trash1263.jpg,plastic bottle,no,no,No.,0.568,1324.7
240,close_distance_trash1263.jpg,can,no,no,No.,0.561,1324.7
241,close_distance_trash1267.jpg,plastic bag,yes,yes,Yes.,0.616,1324.7
242,close_distance_trash1267.jpg,trash pile,yes,yes,Yes.,0.649,1324.7
243,close_distance_trash1267.jpg,trash,no,yes,Yes.,0.6,1324.7
244,close_distance_trash1267.jpg,plastic wrapper,no,yes,Yes.,0.559,1324.7
245,close_distance_trash1268.jpg,plastic wrapper,yes,yes,Yes.,0.582,1324.7
246,close_distance_trash1268.jpg,trash pile,yes,yes,Yes.,0.595,1324.7
247,close_distance_trash1268.jpg,trash,no,yes,Yes.,0.578,1324.7
248,close_distance_trash1268.jpg,plastic bag,no,yes,Yes.,0.63,1324.7
249,close_distance_trash1269.jpg,trash pile,yes,yes,Yes.,0.604,1324.7
250,close_distance_trash1269.jpg,trash,no,yes,Yes.,0.579,1324.7
251,close_distance_trash1272.jpg,plastic bag,yes,yes,Yes.,0.622,1324.7
252,close_distance_trash1272.jpg,plastic wrapper,yes,yes,Yes.,0.594,1324.7
253,close_distance_trash1272.jpg,trash pile,yes,yes,Yes.,0.668,1324.7
254,close_distance_trash1272.jpg,trash,yes,yes,Yes.,0.62,1324.7
255,close_distance_trash1272.jpg,plastic bottle,no,no,No.,0.668,1324.7
256,close_distance_trash1272.jpg,can,no,yes,Yes.,0.601,1324.7
257,close_distance_trash1272.jpg,glass,no,no,No.,0.635,1324.7
258,close_distance_trash1272.jpg,metal scrap,no,no,No.,0.605,1324.7
259,close_distance_trash1274.jpg,plastic bag,yes,yes,Yes.,0.65,1324.7
260,close_distance_trash1274.jpg,plastic wrapper,yes,yes,Yes.,0.657,1324.7
261,close_distance_trash1274.jpg,trash pile,yes,yes,Yes.,0.715,1324.7
262,close_distance_trash1274.jpg,trash,no,yes,Yes.,0.605,1324.7
263,close_distance_trash1274.jpg,plastic bottle,no,yes,Yes.,0.612,1324.7
264,close_distance_trash1274.jpg,can,no,yes,Yes.,0.663,1324.7
265,close_distance_trash1279.jpg,plastic bag,yes,yes,Yes.,0.627,1324.7
266,close_distance_trash1279.jpg,plastic wrapper,yes,yes,Yes.,0.643,1324.7
267,close_distance_trash1279.jpg,trash pile,yes,yes,Yes.,0.578,1324.7
268,close_distance_trash1279.jpg,trash,no,yes,Yes.,0.602,1324.7
269,close_distance_trash1279.jpg,plastic bottle,no,no,No.,0.603,1324.7
270,close_distance_trash1279.jpg,can,no,no,No.,0.601,1324.7
271,close_distance_trash1283.jpg,plastic bag,yes,yes,Yes.,0.616,1324.7
272,close_distance_trash1283.jpg,trash,no,yes,Yes.,0.584,1324.7
273,close_distance_trash1287.jpg,plastic bag,yes,yes,Yes.,0.619,1324.7
274,close_distance_trash1287.jpg,plastic wrapper,yes,yes,Yes.,0.603,1324.7
275,close_distance_trash1287.jpg,trash pile,yes,yes,Yes.,0.641,1324.7
276,close_distance_trash1287.jpg,trash,yes,yes,Yes.,0.63,1324.7
277,close_distance_trash1287.jpg,plastic bottle,no,no,No.,0.601,1324.7
278,close_distance_trash1287.jpg,can,no,no,No.,0.554,1324.7
279,close_distance_trash1287.jpg,glass,no,no,No.,0.625,1324.7
280,close_distance_trash1287.jpg,metal scrap,no,no,No.,0.615,1324.7
281,close_distance_trash1288.jpg,plastic bag,yes,yes,Yes.,0.575,1324.7
282,close_distance_trash1288.jpg,plastic wrapper,yes,yes,Yes.,0.694,1324.7
283,close_distance_trash1288.jpg,trash pile,yes,yes,Yes.,0.628,1324.7
284,close_distance_trash1288.jpg,trash,no,yes,Yes.,0.637,1324.7
285,close_distance_trash1288.jpg,plastic bottle,no,no,No.,0.613,1324.7
286,close_distance_trash1288.jpg,can,no,no,No.,0.574,1324.7
287,close_distance_trash1293.jpg,plastic bottle,yes,yes,Yes.,0.601,1325.3
288,close_distance_trash1293.jpg,plastic bag,yes,yes,Yes.,0.571,1325.3
289,close_distance_trash1293.jpg,metal scrap,yes,yes,Yes.,0.596,1325.3
290,close_distance_trash1293.jpg,plastic wrapper,yes,yes,Yes.,0.588,1325.3
291,close_distance_trash1293.jpg,trash,yes,yes,Yes.,0.594,1324.7
292,close_distance_trash1293.jpg,trash pile,no,yes,Yes.,0.612,1325.3
293,close_distance_trash1293.jpg,can,no,no,No.,0.678,1324.7
294,close_distance_trash1293.jpg,glass,no,yes,Yes.,0.616,1324.7
295,close_distance_trash1295.jpg,plastic bag,yes,yes,Yes.,0.762,1324.7
296,close_distance_trash1295.jpg,trash,no,no,No.,0.836,1324.7
297,close_distance_trash1296.jpg,plastic bottle,yes,yes,Yes.,0.589,1325.3
298,close_distance_trash1296.jpg,trash,no,yes,Yes.,0.602,1324.7
299,close_distance_trash1298.jpg,metal scrap,yes,no,No.,0.565,1325.3
300,close_distance_trash1298.jpg,trash,no,no,No.,0.632,1324.7
301,close_distance_trash13.jpg,trash,yes,no,No.,0.589,1324.7
302,close_distance_trash13.jpg,plastic bottle,no,no,No.,0.616,1324.7
303,close_distance_trash1304.jpg,plastic bottle,yes,yes,Yes.,0.621,1325.3
304,close_distance_trash1304.jpg,plastic bag,yes,yes,Yes.,0.604,1325.3
305,close_distance_trash1304.jpg,trash,no,yes,Yes.,0.641,1324.7
306,close_distance_trash1304.jpg,trash pile,no,yes,Yes.,0.609,1325.3
307,close_distance_trash1305.jpg,plastic bottle,yes,yes,Yes.,0.68,1325.3
308,close_distance_trash1305.jpg,glass,yes,no,No.,0.617,1324.7
309,close_distance_trash1305.jpg,can,yes,yes,Yes.,0.642,1324.7
310,close_distance_trash1305.jpg,plastic wrapper,yes,yes,Yes.,0.664,1325.3
311,close_distance_trash1305.jpg,trash pile,yes,yes,Yes.,0.586,1325.3
312,close_distance_trash1305.jpg,trash,yes,yes,Yes.,0.592,1324.7
313,close_distance_trash1305.jpg,plastic bag,no,yes,Yes.,0.523,1325.3
314,close_distance_trash1305.jpg,metal scrap,no,no,No.,0.586,1325.3
315,close_distance_trash14.jpg,glass,yes,no,No.,0.565,1324.7
316,close_distance_trash14.jpg,trash,no,no,No.,0.571,1324.7
317,close_distance_trash15.jpg,trash,yes,no,No.,0.534,1324.7
318,close_distance_trash15.jpg,plastic bottle,no,no,No.,0.591,1325.3
319,close_distance_trash16.jpg,plastic bag,yes,yes,Yes.,0.57,1325.3
320,close_distance_trash16.jpg,trash,no,yes,Yes.,0.578,1324.7
321,close_distance_trash17.jpg,plastic wrapper,yes,yes,Yes.,0.605,1325.3
322,close_distance_trash17.jpg,trash,no,no,No.,0.574,1324.7
323,close_distance_trash176.jpg,glass,yes,no,No.,0.561,1324.7
324,close_distance_trash176.jpg,can,yes,yes,Yes.,0.555,1324.7
325,close_distance_trash176.jpg,trash pile,yes,yes,Yes.,0.593,1325.3
326,close_distance_trash176.jpg,trash,no,yes,Yes.,0.593,1324.7
327,close_distance_trash176.jpg,plastic bottle,no,yes,Yes.,0.586,1325.3
328,close_distance_trash176.jpg,plastic wrapper,no,no,No.,0.628,1325.3
329,close_distance_trash177.jpg,trash pile,yes,yes,Yes.,0.584,1325.3
330,close_distance_trash177.jpg,trash,yes,yes,Yes.,0.586,1324.7
331,close_distance_trash177.jpg,plastic bottle,no,no,No.,0.572,1325.3
332,close_distance_trash177.jpg,plastic wrapper,no,yes,Yes.,0.6,1325.3
333,close_distance_trash180.jpg,trash,yes,yes,Yes.,0.555,1324.7
334,close_distance_trash180.jpg,plastic bottle,no,no,No.,0.563,1325.3
335,close_distance_trash182.jpg,plastic wrapper,yes,yes,Yes.,0.626,1325.3
336,close_distance_trash182.jpg,trash,no,yes,Yes.,0.598,1324.7
337,close_distance_trash184.jpg,trash,yes,yes,Yes.,0.589,1324.7
338,close_distance_trash184.jpg,plastic bottle,no,yes,Yes.,0.546,1325.3
339,close_distance_trash185.jpg,plastic wrapper,yes,no,No.,0.724,1325.3
340,close_distance_trash185.jpg,trash,no,no,No.,0.611,1324.7
341,close_distance_trash186.jpg,trash,yes,yes,Yes.,0.571,1324.7
342,close_distance_trash186.jpg,plastic bottle,no,yes,Yes.,0.572,1325.3
343,close_distance_trash188.jpg,trash,yes,yes,Yes.,0.575,1324.7
344,close_distance_trash188.jpg,plastic bottle,no,no,No.,0.629,1325.3
345,close_distance_trash192.jpg,plastic wrapper,yes,yes,Yes.,0.606,1324.7
346,close_distance_trash192.jpg,trash,no,yes,Yes.,0.559,1324.7
347,close_distance_trash194.jpg,plastic bag,yes,yes,Yes.,0.648,1325.3
348,close_distance_trash194.jpg,trash,yes,yes,Yes.,0.543,1324.7
349,close_distance_trash194.jpg,plastic wrapper,no,yes,Yes.,0.651,1325.3
350,close_distance_trash194.jpg,trash pile,no,no,No.,0.579,1325.3
351,close_distance_trash196.jpg,plastic bag,yes,yes,Yes.,0.635,1325.3
352,close_distance_trash196.jpg,plastic wrapper,yes,yes,Yes.,0.6,1325.3
