question_id,image,cls,label,response,inference_s,vram_mb
177,close_distance_trash754.jpg,plastic,yes,yes,1.28,6121.6
178,far_distance_trash522.jpg,container,yes,yes,0.191,4175.7
179,close_distance_trash211.jpg,polystyrene,no,no,0.176,4175.7
180,medium_distance_trash677.jpg,container,yes,yes,0.176,4175.7
181,close_distance_trash49.jpg,polystyrene,no,no,0.172,4175.7
182,hn_radisson_isla_corazon_anfi_98.jpg,trash pile,no,no,0.767,5143.3
183,medium_distance_trash28.jpg,metal,no,no,0.183,4173.8
184,close_distance_trash874.jpg,plastic,yes,yes,0.188,4207.7
185,medium_distance_trash1.jpg,plastic,no,no,0.168,4172.2
186,medium_distance_trash574.jpg,container,yes,yes,0.161,4175.7
187,hn_scene_1006_108.jpg,plastic,no,no,0.755,5141.8
188,medium_distance_trash779.jpg,trash,no,yes,0.183,4177.6
189,medium_distance_trash808.jpg,polystyrene,yes,yes,0.161,4175.7
190,medium_distance_trash832.jpg,plastic,yes,yes,0.166,4172.2
191,hn_scene_1006_68.jpg,metal,no,no,0.763,5140.3
192,medium_distance_trash647.jpg,trash pile,no,no,0.166,4173.7
193,hn_cabo_torres_view_restinga_port_21.jpg,trash pile,no,no,0.73,5143.3
194,medium_distance_trash1045.jpg,plastic,yes,no,0.863,5277.9
195,close_distance_trash213.jpg,container,yes,yes,0.191,4175.7
196,medium_distance_trash540.jpg,plastic,yes,yes,0.195,4207.7
197,medium_distance_trash612.jpg,polystyrene,yes,no,0.17,4175.7
198,medium_distance_trash510.jpg,plastic fragment,no,no,0.166,4173.7
199,medium_distance_trash267.jpg,trash pile,no,no,0.171,4173.7
200,medium_distance_trash278.jpg,trash pile,no,no,0.254,4172.6
201,medium_distance_trash639.jpg,trash,no,yes,0.165,4174.4
202,hn_anfi_isla_corazon_view_23.jpg,plastic,no,no,0.819,5141.6
203,close_distance_trash1136.jpg,container,no,no,0.157,4210.8
204,medium_distance_trash957.jpg,metal,yes,yes,1.322,6121.3
205,far_distance_trash67.jpg,plastic fragment,no,no,0.179,4173.7
206,medium_distance_trash726.jpg,plastic,yes,yes,0.161,4172.2
207,hn_anfi_harbour_view_16.jpg,metal,no,no,0.735,5140.3
208,medium_distance_trash572.jpg,plastic,yes,yes,0.229,4172.2
209,medium_distance_trash1052.jpg,trash,yes,yes,0.716,5040.5
210,medium_distance_trash153.jpg,metal,no,no,0.188,4173.8
211,close_distance_trash94.jpg,polystyrene,no,no,0.191,4175.7
212,medium_distance_trash257.jpg,trash,no,yes,0.238,4177.6
213,hn_scene_1006_47.jpg,trash,no,no,0.774,5149.9
214,hn_radisson_isla_corazon_anfi_12.jpg,polystyrene,no,no,0.791,5146.3
215,medium_distance_trash462.jpg,trash,yes,yes,0.183,4177.6
216,hn_anfi_harbour_view_44.jpg,container,no,no,0.758,5146.3
217,medium_distance_trash799.jpg,container,yes,yes,0.175,4175.7
218,far_distance_trash429.jpg,plastic fragment,yes,no,0.165,4173.7
219,far_distance_trash420.jpg,container,yes,yes,0.169,4175.7
220,close_distance_trash219.jpg,plastic,yes,yes,0.158,4172.2
221,hn_cabo_torres_view_harbour_entrance_70.jpg,metal,no,no,0.783,5140.3
222,medium_distance_trash419.jpg,trash pile,yes,no,0.173,4173.7
223,medium_distance_trash692.jpg,plastic fragment,yes,yes,0.157,4173.7
224,close_distance_trash1219.jpg,metal,yes,no,0.182,4207.2
225,medium_distance_trash715.jpg,trash,yes,yes,0.17,4177.6
226,close_distance_trash1260.jpg,plastic,yes,yes,0.44,4569.6
227,close_distance_trash472.jpg,trash pile,yes,no,0.197,4209.2
228,medium_distance_trash697.jpg,trash,no,yes,0.169,4177.6
229,hn_cabo_torres_view_harbour_entrance_2.jpg,container,no,no,0.748,5146.3
230,hn_scene_1006_123.jpg,trash,no,no,0.756,5149.9
231,hn_radisson_isla_corazon_anfi_6.jpg,container,no,no,0.796,5146.3
232,hn_anfi_harbour_view_106.jpg,trash pile,no,no,0.799,5145.2
233,medium_distance_trash1081.jpg,trash,yes,yes,0.204,4153.1
234,hn_scene_1006_86.jpg,trash pile,no,no,0.796,5145.2
235,far_distance_trash444.jpg,trash,yes,yes,5.34,14360.8
236,medium_distance_trash964.jpg,container,yes,yes,0.173,4210.8
237,close_distance_trash104.jpg,trash pile,no,no,0.186,4173.7
238,medium_distance_trash55.jpg,plastic fragment,no,yes,0.167,4173.7
239,far_distance_trash412.jpg,metal,no,no,0.166,4173.8
240,close_distance_trash196.jpg,container,no,yes,0.158,4175.7
241,hn_anfi_beach_vega_29.jpg,plastic fragment,no,no,0.807,5145.2
242,hn_cabo_torres_view_harbour_entrance_60.jpg,plastic fragment,no,no,0.768,5145.2
243,close_distance_trash6.jpg,plastic fragment,no,yes,0.17,4167.6
244,far_distance_trash60.jpg,plastic,yes,yes,0.163,4172.2
245,medium_distance_trash461.jpg,trash,yes,yes,0.165,4177.6
246,medium_distance_trash878.jpg,trash,yes,yes,0.165,4177.6
247,hn_radisson_isla_corazon_anfi_96.jpg,trash,no,no,0.758,5149.9
248,medium_distance_trash448.jpg,plastic,yes,yes,0.188,4172.2
249,close_distance_trash184.jpg,trash pile,no,no,0.159,4173.7
250,hn_scene_1006_113.jpg,trash pile,no,no,0.752,5145.2
251,medium_distance_trash667.jpg,trash pile,no,no,0.171,4173.7
252,hn_anfi_beach_vega_27.jpg,trash pile,no,no,0.742,5145.2
253,hn_radisson_isla_corazon_anfi_90.jpg,plastic,no,no,0.759,5141.8
254,close_distance_trash655.jpg,metal,yes,yes,0.186,4207.2
255,medium_distance_trash884.jpg,trash pile,no,no,0.164,4173.7
256,medium_distance_trash1049.jpg,plastic,yes,TIMEOUT,15.005,0
257,close_distance_trash239.jpg,plastic,yes,yes,5.952,6098.2
258,far_distance_trash456.jpg,metal,yes,yes,0.166,4215.2
259,close_distance_trash22.jpg,trash,no,yes,0.16,4186.4
260,medium_distance_trash542.jpg,plastic,yes,no,0.165,4180.9
261,hn_anfi_harbour_view_94.jpg,container,no,no,0.788,5155.0
262,hn_radisson_isla_corazon_anfi_9.jpg,container,no,no,0.753,5155.0
263,close_distance_trash1245.jpg,trash,yes,yes,0.254,4342.7
264,far_distance_trash234.jpg,container,yes,no,0.167,4184.5
265,medium_distance_trash695.jpg,polystyrene,no,no,0.161,4184.5
266,medium_distance_trash133.jpg,container,yes,yes,0.181,4184.5
267,hn_cabo_torres_view_harbour_entrance_19.jpg,container,no,no,0.726,5155.0
268,hn_anfi_isla_corazon_view_37.jpg,plastic,no,no,0.761,5150.5
269,hn_cabo_torres_view_harbour_entrance_61.jpg,trash,no,no,0.752,5158.0
270,hn_anfi_harbour_view_101.jpg,plastic,no,no,0.794,5150.5
271,hn_anfi_harbour_view_138.jpg,plastic,no,no,0.799,5150.5
272,close_distance_trash1191.jpg,metal,yes,yes,0.193,4215.2
273,medium_distance_trash251.jpg,plastic,yes,yes,0.166,4180.9
274,close_distance_trash251.jpg,trash pile,yes,no,0.228,4182.5
275,medium_distance_trash19.jpg,trash,no,yes,0.164,4186.4
276,medium_distance_trash880.jpg,container,yes,yes,0.168,4184.5
277,far_distance_trash363.jpg,container,no,no,0.173,4184.5
278,medium_distance_trash658.jpg,metal,no,yes,0.166,4182.6
279,close_distance_trash991.jpg,plastic fragment,no,no,0.253,4326.4
280,medium_distance_trash248.jpg,metal,yes,no,0.172,4182.6
281,close_distance_trash1269.jpg,trash pile,yes,yes,0.465,4577.2
282,hn_anfi_beach_vega_44.jpg,trash,no,no,0.786,5158.0
283,hn_radisson_isla_corazon_anfi_69.jpg,trash,no,no,0.785,5158.0
284,close_distance_trash215.jpg,metal,no,no,0.171,4182.6
285,far_distance_trash291.jpg,plastic,yes,yes,0.163,4180.9
286,hn_scene_1006_122.jpg,polystyrene,no,no,0.762,5155.0
287,medium_distance_trash516.jpg,metal,yes,yes,0.228,4182.6
288,close_distance_trash471.jpg,plastic,yes,yes,5.156,14343.7
289,far_distance_trash102.jpg,polystyrene,no,no,0.167,4184.5
290,medium_distance_trash255.jpg,container,yes,yes,0.165,4184.5
291,hn_anfi_isla_corazon_view_40.jpg,plastic,no,no,0.772,5150.5
292,medium_distance_trash553.jpg,plastic,yes,yes,0.181,4180.9
293,medium_distance_trash1018.jpg,plastic,yes,yes,5.199,14343.7
294,close_distance_trash1238.jpg,trash,no,yes,0.285,4342.7
295,close_distance_trash1237.jpg,container,yes,yes,0.231,4341.6
296,medium_distance_trash722.jpg,polystyrene,no,no,0.183,4184.5
297,close_distance_trash778.jpg,container,yes,yes,0.187,4217.9
298,close_distance_trash235.jpg,trash,yes,yes,0.166,4186.4
299,far_distance_trash464.jpg,metal,yes,yes,0.859,5285.1
300,hn_cabo_torres_view_restinga_port_12.jpg,trash pile,no,no,0.809,5153.8
301,hn_scene_1006_109.jpg,polystyrene,no,no,0.791,5155.2
302,far_distance_trash426.jpg,metal,no,yes,0.215,4180.6
303,medium_distance_trash573.jpg,plastic,yes,yes,0.166,4182.6
304,medium_distance_trash823.jpg,trash,yes,yes,0.175,4185.9
305,medium_distance_trash667.jpg,metal,yes,yes,0.226,4180.6
306,hn_anfi_harbour_view_97.jpg,plastic fragment,no,no,0.73,5154.0
307,close_distance_trash475.jpg,metal,no,no,0.177,4215.2
308,far_distance_trash110.jpg,trash,yes,yes,0.169,4185.9
309,close_distance_trash902.jpg,plastic,yes,no,0.187,4208.2
310,close_distance_trash1238.jpg,plastic,yes,yes,0.26,4336.6
311,medium_distance_trash464.jpg,container,yes,yes,0.162,4185.0
312,medium_distance_trash158.jpg,plastic,yes,yes,0.17,4182.6
313,medium_distance_trash835.jpg,plastic fragment,yes,yes,0.163,4184.0
314,medium_distance_trash240.jpg,trash pile,no,no,0.16,4184.0
315,hn_radisson_isla_corazon_anfi_78.jpg,plastic fragment,no,no,0.738,5154.0
316,hn_anfi_harbour_view_60.jpg,plastic,no,no,0.754,5150.7
317,medium_distance_trash253.jpg,plastic,yes,yes,0.175,4182.6
318,medium_distance_trash876.jpg,polystyrene,yes,yes,0.164,4185.0
319,close_distance_trash197.jpg,trash,yes,yes,0.175,4185.9
320,close_distance_trash62.jpg,metal,no,no,0.183,4180.6
321,hn_anfi_harbour_view_43.jpg,container,no,no,0.73,5155.2
322,medium_distance_trash150.jpg,trash pile,no,no,0.231,4184.0
323,medium_distance_trash468.jpg,trash,yes,yes,0.167,4185.9
324,medium_distance_trash46.jpg,polystyrene,yes,no,0.17,4185.0
325,hn_anfi_harbour_view_10.jpg,container,no,no,0.758,5155.2
326,close_distance_trash9.jpg,trash,yes,no,0.882,5467.4
327,medium_distance_trash1009.jpg,plastic,yes,yes,0.18,4215.7
328,far_distance_trash2.jpg,container,no,no,0.169,4185.0
329,close_distance_trash1190.jpg,plastic fragment,no,no,5.334,14349.1
330,hn_anfi_harbour_view_138.jpg,trash,no,no,0.803,5160.0
331,medium_distance_trash497.jpg,plastic,yes,yes,0.177,4182.6
332,medium_distance_trash842.jpg,trash,yes,yes,0.169,4185.9
333,hn_anfi_isla_corazon_view_86.jpg,metal,no,no,0.748,5149.2
334,close_distance_trash1260.jpg,plastic fragment,no,yes,0.437,4578.8
335,medium_distance_trash900.jpg,trash,yes,yes,0.189,4161.9
336,close_distance_trash316.jpg,trash,no,yes,0.204,4218.6
337,medium_distance_trash991.jpg,container,yes,yes,1.261,6137.6
338,hn_anfi_beach_vega_15.jpg,plastic,no,no,0.761,5150.7
339,close_distance_trash616.jpg,polystyrene,yes,yes,0.171,4217.4
340,medium_distance_trash157.jpg,plastic,yes,yes,0.175,4182.6
341,hn_radisson_isla_corazon_anfi_94.jpg,trash,no,no,0.772,5160.0
342,medium_distance_trash856.jpg,container,yes,yes,0.174,4185.0
343,hn_scene_1006_91.jpg,plastic,no,no,1.086,5150.7
344,medium_distance_trash434.jpg,metal,yes,yes,0.237,4180.6
345,close_distance_trash249.jpg,plastic,yes,no,0.189,4182.6
346,medium_distance_trash993.jpg,plastic,yes,yes,5.228,14342.9
347,hn_anfi_beach_vega_9.jpg,polystyrene,no,no,0.748,5155.2
348,hn_scene_1006_48.jpg,container,no,no,0.764,5155.2
349,hn_radisson_isla_corazon_anfi_111.jpg,plastic,no,no,0.745,5150.7
350,medium_distance_trash959.jpg,container,yes,yes,1.249,6137.6
351,medium_distance_trash7.jpg,polystyrene,no,no,0.186,4185.0
352,hn_radisson_isla_corazon_anfi_73.jpg,metal,no,no,0.759,5149.2
353,hn_radisson_isla_corazon_anfi_31.jpg,plastic fragment,no,no,0.73,5154.0
354,close_distance_trash991.jpg,plastic,yes,yes,0.231,4327.1
355,far_distance_trash424.jpg,container,yes,no,0.174,4185.0
356,medium_distance_trash844.jpg,polystyrene,yes,no,0.161,4185.0
357,hn_anfi_harbour_view_120.jpg,plastic fragment,no,no,0.741,5154.0
358,medium_distance_trash753.jpg,plastic,yes,yes,0.192,4182.6
359,medium_distance_trash661.jpg,trash,yes,yes,0.17,4185.9
360,medium_distance_trash19.jpg,container,yes,yes,0.171,4185.0
361,hn_cabo_torres_view_harbour_entrance_40.jpg,plastic,no,no,0.755,5150.7
362,hn_cabo_torres_view_restinga_port_28.jpg,trash pile,no,no,0.75,5154.0
363,hn_anfi_harbour_view_154.jpg,polystyrene,no,no,0.763,5155.2
364,close_distance_trash857.jpg,plastic,no,no,0.179,4215.7
365,far_distance_trash516.jpg,container,yes,no,0.165,4185.0
366,hn_scene_1006_14.jpg,trash,no,no,0.778,5160.0
367,hn_radisson_isla_corazon_anfi_53.jpg,polystyrene,no,no,0.796,5155.2
368,hn_scene_1006_19.jpg,plastic,no,no,0.787,5150.7
369,medium_distance_trash784.jpg,polystyrene,yes,yes,0.223,4185.0
370,far_distance_trash462.jpg,container,yes,yes,1.246,6137.6
371,medium_distance_trash893.jpg,polystyrene,no,no,0.185,4185.0
372,close_distance_trash197.jpg,plastic fragment,no,yes,0.235,4184.0
373,close_distance_trash885.jpg,metal,yes,yes,5.149,14338.2
374,hn_cabo_torres_view_restinga_port_43.jpg,plastic,no,no,0.773,5150.7
375,close_distance_trash197.jpg,container,yes,yes,0.184,4185.0
376,far_distance_trash410.jpg,plastic,yes,no,0.176,4182.6
377,far_distance_trash361.jpg,metal,no,no,0.165,4180.6
378,close_distance_trash9.jpg,polystyrene,no,yes,0.926,5463.1
379,close_distance_trash230.jpg,plastic,yes,yes,0.189,4182.6
380,medium_distance_trash1031.jpg,plastic,yes,yes,5.187,14342.9
381,medium_distance_trash554.jpg,plastic,yes,yes,0.194,4182.6
382,medium_distance_trash658.jpg,plastic,yes,yes,0.172,4182.6
383,close_distance_trash176.jpg,container,yes,yes,0.19,4185.0
384,medium_distance_trash437.jpg,trash pile,no,no,0.192,4184.0
385,medium_distance_trash203.jpg,plastic,yes,no,0.164,4158.4
386,medium_distance_trash143.jpg,trash,yes,yes,0.167,4185.9
387,medium_distance_trash585.jpg,trash pile,no,no,0.17,4184.0
388,medium_distance_trash514.jpg,container,yes,yes,0.165,4185.0
389,far_distance_trash69.jpg,metal,yes,yes,0.159,4180.6
390,close_distance_trash1270.jpg,trash pile,yes,yes,0.418,4578.8
391,medium_distance_trash877.jpg,trash,no,yes,0.162,4185.9
392,medium_distance_trash1012.jpg,plastic,yes,no,5.191,14342.9
393,medium_distance_trash580.jpg,metal,no,no,0.187,4180.6
394,close_distance_trash74.jpg,metal,yes,no,0.156,4180.6
