question_id,image,cls,label,response,inference_s,vram_mb
51,marine_litter_363.jpg,plastic,yes,no,0.174,4288.7
52,medium_distance_trash192.jpg,container,yes,yes,0.163,4236.2
53,hn_anfi_harbour_view_25.jpg,polystyrene,no,no,0.553,5230.1
54,medium_distance_trash79.jpg,metal,yes,yes,0.197,4257.0
55,medium_distance_trash1038.jpg,plastic,yes,yes,1.045,6205.1
56,hn_cabo_torres_view_restinga_port_22.jpg,container,no,no,0.593,5230.1
57,medium_distance_trash77.jpg,plastic,yes,yes,0.183,4257.5
58,medium_distance_trash709.jpg,plastic,no,yes,0.156,4257.5
59,marine_litter_342.jpg,plastic,yes,no,0.162,4288.7
60,close_distance_trash846.jpg,trash,yes,yes,0.166,4292.3
61,medium_distance_trash47.jpg,container,yes,yes,0.157,4259.6
62,medium_distance_trash876.jpg,metal,no,yes,0.155,4257.0
63,far_distance_trash536.jpg,polystyrene,no,no,0.162,4259.6
64,medium_distance_trash240.jpg,container,yes,yes,0.164,4259.6
65,far_distance_trash106.jpg,polystyrene,no,no,0.198,4259.6
66,marine_litter_236.jpg,polystyrene,yes,yes,0.163,4291.4
67,close_distance_trash99.jpg,metal,no,yes,0.164,4245.8
68,medium_distance_trash56.jpg,plastic,yes,no,0.155,4257.5
69,hn_radisson_isla_corazon_anfi_113.jpg,plastic,no,no,0.568,5224.6
70,marine_litter_292.jpg,plastic,yes,no,0.194,4288.7
71,marine_litter_310.jpg,metal,no,no,0.16,4288.3
72,marine_litter_367.jpg,container,yes,yes,0.165,4291.4
73,hn_cabo_torres_view_restinga_port_28.jpg,container,no,no,0.564,5230.1
74,hn_anfi_harbour_view_163.jpg,container,no,no,0.611,5230.1
75,close_distance_trash661.jpg,trash,yes,yes,5.053,14444.7
76,far_distance_trash340.jpg,plastic,no,no,0.187,4257.5
77,medium_distance_trash892.jpg,trash pile,no,no,0.169,4258.0
78,medium_distance_trash467.jpg,trash,yes,yes,0.164,4260.1
79,marine_litter_438.jpg,polystyrene,yes,yes,0.176,4291.4
80,medium_distance_trash629.jpg,plastic,yes,yes,0.16,4257.5
81,hn_anfi_harbour_view_24.jpg,polystyrene,no,no,0.569,5230.1
82,hn_anfi_isla_corazon_view_59.jpg,polystyrene,no,no,0.609,5230.1
83,far_distance_trash365.jpg,container,yes,yes,0.185,4259.6
84,close_distance_trash1278.jpg,plastic,yes,yes,0.29,4651.7
85,marine_litter_168.jpg,container,yes,yes,0.199,4291.4
86,marine_litter_441.jpg,container,yes,yes,0.174,4291.4
87,medium_distance_trash491.jpg,trash,no,no,0.159,4260.1
88,marine_litter_287.jpg,plastic,yes,yes,0.172,4288.7
89,marine_litter_264.jpg,container,no,no,0.165,4291.4
90,close_distance_trash346.jpg,container,no,no,0.167,4291.4
91,medium_distance_trash69.jpg,metal,no,no,0.164,4257.0
92,marine_litter_406.jpg,plastic,yes,no,0.171,4288.7
93,hn_anfi_isla_corazon_view_77.jpg,container,no,no,0.575,5230.1
94,medium_distance_trash595.jpg,plastic,yes,yes,0.207,4257.5
95,medium_distance_trash217.jpg,plastic,yes,yes,0.162,4257.5
96,close_distance_trash623.jpg,trash,yes,no,0.17,4292.3
97,marine_litter_404.jpg,container,no,no,0.16,4291.4
98,hn_radisson_isla_corazon_anfi_46.jpg,container,no,no,0.567,5230.1
99,far_distance_trash42.jpg,trash,yes,yes,0.192,4260.1
100,medium_distance_trash910.jpg,trash,no,yes,5.078,14444.7
101,far_distance_trash7.jpg,plastic,yes,no,0.209,4257.5
102,marine_litter_148.jpg,plastic,no,no,0.202,4288.7
103,far_distance_trash296.jpg,plastic,yes,yes,0.155,4257.5
104,medium_distance_trash237.jpg,plastic,yes,yes,0.161,4257.5
105,hn_cabo_torres_view_harbour_entrance_71.jpg,polystyrene,no,no,0.571,5230.1
106,medium_distance_trash560.jpg,plastic,yes,yes,0.194,4257.5
107,close_distance_trash235.jpg,plastic,yes,yes,0.167,4257.5
108,hn_scene_1006_50.jpg,polystyrene,no,no,0.589,5230.1
109,hn_scene_1006_113.jpg,trash,no,no,0.59,5232.9
110,close_distance_trash1191.jpg,metal,yes,yes,0.167,4288.3
111,close_distance_trash76.jpg,trash,no,no,0.173,4260.1
112,medium_distance_trash693.jpg,container,yes,yes,0.159,4259.6
113,hn_scene_1006_104.jpg,polystyrene,no,no,0.56,5230.1
114,close_distance_trash222.jpg,container,yes,yes,0.179,4259.6
115,marine_litter_165.jpg,container,yes,yes,0.155,4291.4
116,hn_cabo_torres_view_harbour_entrance_14.jpg,plastic,no,no,0.598,5224.6
117,medium_distance_trash242.jpg,trash,yes,no,0.195,4260.1
118,close_distance_trash1285.jpg,trash,no,yes,0.283,4656.1
119,medium_distance_trash512.jpg,container,yes,yes,0.179,4259.6
120,close_distance_trash1235.jpg,container,yes,yes,0.198,4413.4
121,marine_litter_313.jpg,metal,no,no,0.182,4288.3
122,far_distance_trash486.jpg,plastic,yes,yes,0.165,4257.5
123,close_distance_trash1293.jpg,metal,yes,yes,0.183,4257.0
124,medium_distance_trash686.jpg,metal,yes,yes,0.183,4257.0
125,hn_radisson_isla_corazon_anfi_86.jpg,metal,no,no,0.596,5223.1
126,far_distance_trash367.jpg,container,yes,yes,0.209,4259.6
127,medium_distance_trash664.jpg,container,yes,yes,0.183,4259.6
128,medium_distance_trash834.jpg,metal,yes,yes,0.191,4257.0
129,medium_distance_trash617.jpg,polystyrene,no,no,0.17,4259.6
130,hn_anfi_harbour_view_144.jpg,trash pile,no,no,0.595,5226.1
131,medium_distance_trash933.jpg,plastic,yes,yes,4.9,14419.6
132,medium_distance_trash430.jpg,trash pile,no,no,0.188,4258.0
133,hn_anfi_harbour_view_143.jpg,metal,no,no,0.574,5223.1
134,close_distance_trash1219.jpg,metal,yes,no,0.161,4288.3
135,hn_anfi_harbour_view_176.jpg,metal,no,no,0.564,5223.1
136,close_distance_trash1219.jpg,trash,no,yes,0.193,4292.3
137,medium_distance_trash125.jpg,trash pile,no,no,0.161,4258.0
138,far_distance_trash462.jpg,container,yes,no,1.02,6211.3
139,close_distance_trash105.jpg,container,yes,yes,0.193,4259.6
140,close_distance_trash100.jpg,metal,yes,yes,0.177,4257.0
141,marine_litter_400.jpg,container,yes,yes,0.189,4291.4
142,marine_litter_217.jpg,polystyrene,yes,yes,0.162,4291.4
143,hn_cabo_torres_view_restinga_port_38.jpg,plastic,no,no,0.604,5224.6
144,hn_cabo_torres_view_restinga_port_29.jpg,polystyrene,no,no,0.592,5230.1
145,medium_distance_trash475.jpg,trash,yes,yes,0.203,4260.1
146,close_distance_trash826.jpg,container,no,no,0.191,4365.0
147,medium_distance_trash464.jpg,plastic,yes,yes,0.175,4257.5
148,close_distance_trash218.jpg,trash pile,yes,yes,0.157,4258.0
149,far_distance_trash26.jpg,trash pile,no,no,0.16,4258.0
150,hn_anfi_harbour_view_62.jpg,metal,no,no,0.569,5223.1
151,far_distance_trash28.jpg,polystyrene,no,no,0.18,4259.6
152,close_distance_trash265.jpg,container,yes,yes,7.786,19987.1
153,marine_litter_114.jpg,plastic,yes,no,0.235,4288.7
154,medium_distance_trash1008.jpg,container,no,no,4.997,14433.7
155,far_distance_trash103.jpg,plastic,yes,no,0.213,4257.5
156,close_distance_trash12.jpg,polystyrene,no,no,0.235,4390.6
157,close_distance_trash46.jpg,plastic,yes,no,0.226,4257.5
158,medium_distance_trash458.jpg,polystyrene,no,no,0.219,4259.6
159,marine_litter_65.jpg,plastic,yes,yes,0.28,4288.7
160,medium_distance_trash782.jpg,polystyrene,yes,yes,0.215,4259.6
161,hn_radisson_isla_corazon_anfi_90.jpg,trash pile,no,no,0.611,5226.1
162,medium_distance_trash654.jpg,plastic,yes,yes,0.209,4257.5
163,close_distance_trash217.jpg,plastic,yes,yes,0.212,4257.5
164,marine_litter_40.jpg,plastic,yes,yes,0.204,4288.7
165,medium_distance_trash872.jpg,container,yes,no,0.216,4259.6
166,close_distance_trash185.jpg,plastic,yes,yes,0.195,4257.5
167,far_distance_trash366.jpg,trash pile,no,no,0.199,4258.0
168,close_distance_trash1267.jpg,polystyrene,yes,no,0.3,4654.3
169,medium_distance_trash458.jpg,trash pile,no,no,0.19,4258.0
170,close_distance_trash733.jpg,plastic,yes,yes,0.166,4288.7
171,hn_anfi_isla_corazon_view_43.jpg,polystyrene,no,no,0.592,5230.1
172,hn_radisson_isla_corazon_anfi_105.jpg,plastic,no,no,0.597,5224.6
173,medium_distance_trash503.jpg,metal,yes,yes,0.182,4257.0
174,marine_litter_396.jpg,plastic,yes,no,0.2,4288.7
175,close_distance_trash1062.jpg,trash,no,no,0.171,4292.3
176,far_distance_trash436.jpg,trash pile,yes,no,0.173,4258.0
177,far_distance_trash1.jpg,metal,yes,yes,0.158,4257.0
178,medium_distance_trash976.jpg,polystyrene,no,no,0.151,4284.5
179,marine_litter_384.jpg,metal,no,no,0.151,4288.3
180,hn_anfi_harbour_view_51.jpg,metal,no,no,0.577,5223.1
181,hn_cabo_torres_view_harbour_entrance_58.jpg,polystyrene,no,no,0.626,5230.1
182,medium_distance_trash584.jpg,trash pile,no,no,0.186,4258.0
183,close_distance_trash477.jpg,polystyrene,no,no,0.173,4291.4
184,far_distance_trash315.jpg,trash,yes,yes,0.208,4260.1
185,far_distance_trash396.jpg,polystyrene,no,no,0.163,4259.6
186,close_distance_trash61.jpg,polystyrene,no,no,0.16,4259.6
187,medium_distance_trash229.jpg,plastic,no,no,0.232,4257.5
188,hn_radisson_isla_corazon_anfi_34.jpg,metal,no,no,0.579,5223.1
189,marine_litter_86.jpg,polystyrene,no,yes,0.192,4291.4
190,hn_cabo_torres_view_restinga_port_63.jpg,trash,no,no,0.563,5232.9
191,hn_anfi_harbour_view_160.jpg,polystyrene,no,no,0.627,5230.1
192,far_distance_trash24.jpg,trash,no,yes,0.193,4260.1
193,medium_distance_trash759.jpg,container,yes,no,0.253,4259.6
194,close_distance_trash1275.jpg,trash pile,yes,yes,0.29,4652.6
195,medium_distance_trash208.jpg,container,yes,yes,0.201,4259.6
196,medium_distance_trash996.jpg,polystyrene,no,yes,4.911,14433.7
197,far_distance_trash408.jpg,trash,yes,yes,0.165,4260.1
198,hn_anfi_isla_corazon_view_44.jpg,metal,no,no,0.579,5223.1
199,marine_litter_202.jpg,polystyrene,yes,yes,0.173,4291.4
200,close_distance_trash235.jpg,metal,no,no,0.206,4257.0
201,close_distance_trash83.jpg,plastic,yes,no,0.187,4257.5
202,hn_cabo_torres_view_harbour_entrance_27.jpg,trash pile,no,no,0.588,5226.1
203,medium_distance_trash684.jpg,container,yes,yes,0.178,4259.6
204,close_distance_trash229.jpg,container,yes,yes,0.158,4259.6
205,medium_distance_trash729.jpg,polystyrene,no,yes,0.155,4259.6
206,medium_distance_trash599.jpg,plastic,no,yes,0.175,4257.5
207,marine_litter_40.jpg,trash,no,yes,0.171,4292.3
208,hn_scene_1006_85.jpg,trash pile,no,no,0.568,5226.1
209,marine_litter_187.jpg,polystyrene,yes,yes,0.165,4291.4
210,close_distance_trash238.jpg,trash pile,no,no,0.161,4258.0
211,far_distance_trash247.jpg,trash pile,no,no,0.159,4258.0
212,close_distance_trash872.jpg,trash,yes,no,0.235,4481.5
213,marine_litter_373.jpg,trash pile,no,no,0.166,4289.2
214,medium_distance_trash250.jpg,container,no,no,0.167,4259.6
215,medium_distance_trash1009.jpg,plastic,yes,yes,0.167,4288.7
216,medium_distance_trash712.jpg,container,yes,no,0.157,4259.6
217,hn_anfi_isla_corazon_view_25.jpg,metal,no,no,0.585,5223.1
218,close_distance_trash79.jpg,container,yes,yes,0.179,4259.6
219,hn_scene_1006_82.jpg,metal,no,no,0.57,5223.1
220,far_distance_trash281.jpg,metal,yes,yes,0.238,4257.0
221,close_distance_trash243.jpg,polystyrene,no,no,0.165,4259.6
222,far_distance_trash242.jpg,plastic,yes,yes,0.177,4257.5
223,medium_distance_trash919.jpg,plastic,yes,yes,5.086,14420.2
224,hn_cabo_torres_view_restinga_port_32.jpg,polystyrene,no,no,0.609,5230.1
225,close_distance_trash1233.jpg,trash pile,yes,yes,0.3,4652.6
226,close_distance_trash1280.jpg,plastic,yes,yes,0.336,4651.7
227,medium_distance_trash841.jpg,plastic,yes,yes,0.161,4257.5
228,far_distance_trash363.jpg,plastic,yes,yes,0.163,4257.5
229,hn_cabo_torres_view_restinga_port_52.jpg,metal,no,no,0.563,5223.1
230,medium_distance_trash996.jpg,container,yes,yes,5.07,14434.9
231,medium_distance_trash696.jpg,trash pile,no,no,0.205,4258.0
232,close_distance_trash252.jpg,metal,no,no,0.191,4257.0
233,far_distance_trash522.jpg,trash,no,yes,0.199,4260.1
234,medium_distance_trash546.jpg,plastic,no,no,0.184,4257.5
235,close_distance_trash66.jpg,container,yes,yes,0.184,4259.6
236,hn_scene_1006_63.jpg,trash,no,no,0.59,5232.9
237,far_distance_trash321.jpg,container,yes,yes,0.177,4259.6
238,close_distance_trash9.jpg,trash,yes,yes,0.698,5540.6
239,marine_litter_28.jpg,container,yes,no,0.186,4291.4
240,hn_radisson_isla_corazon_anfi_83.jpg,trash pile,no,no,0.578,5226.1
241,close_distance_trash902.jpg,trash pile,no,no,0.228,4284.8
242,hn_anfi_isla_corazon_view_16.jpg,trash pile,no,no,0.587,5226.1
243,medium_distance_trash642.jpg,polystyrene,no,no,0.191,4259.6
244,close_distance_trash212.jpg,plastic,yes,yes,0.168,4257.5
245,medium_distance_trash34.jpg,container,yes,yes,0.17,4259.6
246,medium_distance_trash922.jpg,metal,yes,yes,0.297,4621.8
247,close_distance_trash1267.jpg,plastic,yes,yes,0.32,4651.7
248,marine_litter_359.jpg,container,yes,yes,0.212,4291.4
249,marine_litter_4.jpg,container,yes,yes,0.173,4291.4
250,medium_distance_trash883.jpg,polystyrene,no,no,0.174,4259.6
251,hn_cabo_torres_view_harbour_entrance_39.jpg,plastic,no,no,0.596,5224.6
252,marine_litter_48.jpg,container,yes,yes,0.201,4291.4
253,hn_anfi_harbour_view_123.jpg,trash pile,no,no,0.579,5226.1
254,medium_distance_trash107.jpg,container,yes,yes,0.197,4259.6
255,close_distance_trash197.jpg,plastic,yes,yes,0.176,4257.5
256,marine_litter_308.jpg,plastic,yes,yes,0.19,4288.7
257,close_distance_trash1224.jpg,container,yes,yes,0.274,4654.3
258,hn_anfi_isla_corazon_view_59.jpg,container,no,no,0.606,5230.1
259,marine_litter_170.jpg,polystyrene,yes,yes,0.201,4291.4
260,far_distance_trash313.jpg,metal,yes,yes,0.175,4257.0
261,hn_scene_1006_38.jpg,polystyrene,no,no,0.583,5230.1
262,far_distance_trash92.jpg,trash,yes,yes,0.229,4260.1
263,far_distance_trash239.jpg,trash pile,no,no,0.171,4258.0
264,close_distance_trash1257.jpg,polystyrene,no,no,0.291,4654.3
265,close_distance_trash766.jpg,plastic,yes,no,0.176,4288.7
266,medium_distance_trash66.jpg,container,yes,yes,0.181,4291.4
267,far_distance_trash67.jpg,plastic,yes,no,0.167,4257.5
268,marine_litter_176.jpg,container,yes,yes,0.166,4291.4
269,marine_litter_254.jpg,polystyrene,yes,yes,0.17,4291.4
270,close_distance_trash885.jpg,trash pile,no,no,4.909,14424.3
271,hn_anfi_harbour_view_91.jpg,trash,no,no,0.62,5232.9
272,medium_distance_trash906.jpg,plastic,yes,TIMEOUT,15.006,0
273,marine_litter_439.jpg,polystyrene,yes,TIMEOUT,15.009,0
274,medium_distance_trash657.jpg,metal,no,TIMEOUT,15.006,0
275,close_distance_trash1258.jpg,plastic,yes,TIMEOUT,15.002,0
276,hn_radisson_isla_corazon_anfi_30.jpg,plastic,no,no,13.223,6797.8
277,marine_litter_75.jpg,plastic,yes,no,0.197,4288.7
278,far_distance_trash72.jpg,metal,yes,yes,0.158,4257.0
279,marine_litter_237.jpg,polystyrene,yes,yes,0.166,4291.4
280,medium_distance_trash98.jpg,polystyrene,no,no,0.167,4259.6
281,marine_litter_3.jpg,plastic,yes,yes,0.161,4288.7
282,medium_distance_trash642.jpg,container,yes,yes,0.171,4259.6
283,close_distance_trash233.jpg,container,yes,yes,0.169,4259.6
284,close_distance_trash1257.jpg,plastic,yes,yes,0.283,4651.7
285,far_distance_trash57.jpg,trash pile,no,no,0.179,4258.0
286,marine_litter_421.jpg,polystyrene,yes,yes,0.172,4291.4
287,close_distance_trash1109.jpg,polystyrene,no,no,0.291,4604.6
288,medium_distance_trash865.jpg,plastic,yes,no,0.17,4257.5
289,medium_distance_trash1058.jpg,plastic,yes,no,0.202,4409.9
290,close_distance_trash215.jpg,trash,no,yes,0.174,4260.1
291,far_distance_trash6.jpg,trash,no,yes,0.167,4260.1
292,marine_litter_59.jpg,plastic,yes,yes,0.175,4288.7
293,hn_anfi_isla_corazon_view_76.jpg,plastic,no,no,0.602,5224.6
294,medium_distance_trash839.jpg,plastic,yes,yes,0.192,4257.5
295,close_distance_trash5.jpg,plastic,yes,yes,0.167,4241.8
296,close_distance_trash418.jpg,metal,no,no,0.163,4288.3
297,medium_distance_trash1062.jpg,metal,no,no,0.294,4649.8
298,close_distance_trash64.jpg,container,yes,yes,0.219,4259.6
299,medium_distance_trash79.jpg,trash,yes,no,0.166,4260.1
300,far_distance_trash523.jpg,metal,yes,yes,0.194,4257.0
301,medium_distance_trash632.jpg,plastic,yes,yes,0.168,4257.5
302,medium_distance_trash819.jpg,trash,yes,yes,0.154,4260.1
303,close_distance_trash199.jpg,trash,yes,yes,0.163,4260.1
304,close_distance_trash1279.jpg,container,no,yes,0.285,4654.3
305,medium_distance_trash806.jpg,plastic,no,no,0.183,4257.5
306,far_distance_trash114.jpg,polystyrene,no,no,0.165,4259.6
307,medium_distance_trash994.jpg,plastic,yes,no,5.135,14420.2
308,marine_litter_65.jpg,polystyrene,yes,yes,0.189,4291.4
309,medium_distance_trash841.jpg,trash pile,no,no,0.161,4258.0
310,medium_distance_trash425.jpg,metal,yes,yes,0.156,4257.0
311,close_distance_trash213.jpg,plastic,yes,yes,0.17,4257.5
312,medium_distance_trash476.jpg,plastic,yes,yes,0.167,4257.5
313,medium_distance_trash1058.jpg,polystyrene,no,no,0.201,4413.4
314,marine_litter_409.jpg,polystyrene,yes,yes,0.17,4291.4
315,close_distance_trash199.jpg,container,no,no,0.17,4259.6
316,medium_distance_trash229.jpg,container,no,no,0.165,4259.6
317,hn_anfi_isla_corazon_view_92.jpg,polystyrene,no,no,0.589,5230.1
318,medium_distance_trash720.jpg,plastic,yes,yes,0.192,4257.5
319,medium_distance_trash129.jpg,container,yes,yes,0.156,4259.6
320,close_distance_trash196.jpg,polystyrene,yes,no,0.142,4259.6
321,medium_distance_trash227.jpg,plastic,no,no,0.165,4257.5
322,close_distance_trash43.jpg,polystyrene,yes,yes,0.172,4259.6
323,medium_distance_trash915.jpg,plastic,no,no,4.865,14420.2
324,hn_cabo_torres_view_restinga_port_52.jpg,plastic,no,no,0.592,5224.6
325,marine_litter_163.jpg,polystyrene,yes,yes,0.18,4291.4
326,medium_distance_trash815.jpg,plastic,no,yes,0.238,4257.5
327,close_distance_trash64.jpg,trash pile,no,no,0.167,4258.0
328,medium_distance_trash832.jpg,plastic,yes,yes,0.158,4257.5
329,marine_litter_51.jpg,container,yes,yes,0.166,4291.4
330,hn_anfi_beach_vega_15.jpg,trash pile,no,no,0.57,5226.1
331,medium_distance_trash463.jpg,plastic,yes,yes,0.185,4257.5
332,hn_scene_1006_23.jpg,trash pile,no,no,0.574,5226.1
333,medium_distance_trash769.jpg,trash,no,no,0.178,4260.1
334,hn_cabo_torres_view_harbour_entrance_22.jpg,plastic,no,no,0.558,5224.6
335,medium_distance_trash225.jpg,container,yes,yes,0.169,4259.6
336,marine_litter_246.jpg,container,no,no,0.169,4291.4
337,close_distance_trash1219.jpg,trash pile,yes,yes,0.441,4289.2
338,close_distance_trash1292.jpg,container,yes,yes,0.16,4259.6
339,marine_litter_355.jpg,polystyrene,yes,yes,0.159,4291.4
340,medium_distance_trash521.jpg,trash,yes,no,0.162,4260.1
341,hn_anfi_isla_corazon_view_74.jpg,container,no,no,0.585,5230.1
342,medium_distance_trash860.jpg,plastic,yes,no,0.181,4257.5
343,medium_distance_trash41.jpg,container,yes,no,0.235,4259.6
344,medium_distance_trash428.jpg,container,no,no,0.166,4259.6
345,medium_distance_trash737.jpg,plastic,no,no,0.157,4257.5
346,hn_anfi_harbour_view_125.jpg,container,no,no,0.597,5230.1
347,far_distance_trash442.jpg,metal,yes,yes,1.066,6203.0
348,marine_litter_144.jpg,metal,no,no,0.251,4288.3
349,marine_litter_285.jpg,plastic,yes,yes,0.164,4288.7
350,medium_distance_trash448.jpg,plastic,yes,yes,0.157,4257.5
351,medium_distance_trash749.jpg,container,yes,yes,0.164,4259.6
352,medium_distance_trash840.jpg,container,yes,yes,0.163,4259.6
353,close_distance_trash83.jpg,container,no,no,0.159,4259.6
354,medium_distance_trash587.jpg,plastic,yes,yes,0.169,4257.5
355,far_distance_trash293.jpg,plastic,yes,no,0.183,4257.5
356,medium_distance_trash490.jpg,trash,yes,yes,0.173,4260.1
357,medium_distance_trash530.jpg,metal,yes,yes,0.157,4257.0
358,medium_distance_trash280.jpg,plastic,yes,yes,0.162,4257.5
359,hn_anfi_isla_corazon_view_57.jpg,polystyrene,no,no,0.582,5230.1
360,medium_distance_trash529.jpg,container,yes,yes,0.186,4259.6
361,medium_distance_trash39.jpg,plastic,yes,yes,0.18,4257.5
362,medium_distance_trash18.jpg,container,yes,yes,0.182,4259.6
363,close_distance_trash201.jpg,trash pile,yes,no,0.17,4258.0
364,medium_distance_trash418.jpg,container,yes,yes,0.177,4259.6
365,close_distance_trash233.jpg,plastic,yes,yes,0.162,4257.5
366,hn_cabo_torres_view_harbour_entrance_19.jpg,trash pile,no,no,0.574,5226.1
367,marine_litter_243.jpg,polystyrene,yes,yes,0.194,4291.4
368,medium_distance_trash89.jpg,container,no,no,0.164,4259.6
369,marine_litter_282.jpg,trash,no,no,0.16,4292.3
370,medium_distance_trash888.jpg,container,yes,no,0.174,4259.6
371,medium_distance_trash854.jpg,container,yes,yes,0.186,4259.6
372,hn_radisson_isla_corazon_anfi_10.jpg,plastic,no,no,0.591,5224.6
373,close_distance_trash224.jpg,plastic,yes,yes,0.202,4257.5
374,far_distance_trash313.jpg,trash pile,no,no,0.188,4258.0
375,hn_cabo_torres_view_restinga_port_59.jpg,polystyrene,no,no,0.586,5230.1
376,hn_anfi_beach_vega_11.jpg,container,no,no,0.57,5230.1
377,hn_cabo_torres_view_harbour_entrance_62.jpg,container,no,no,0.607,5230.1
378,hn_scene_1006_118.jpg,polystyrene,no,no,0.615,5230.1
379,hn_anfi_beach_vega_37.jpg,trash,no,no,0.614,5232.9
380,close_distance_trash225.jpg,plastic,yes,yes,0.203,4257.5
381,close_distance_trash285.jpg,container,yes,yes,0.197,4418.5
382,close_distance_trash469.jpg,plastic,no,no,0.169,4288.7
383,medium_distance_trash137.jpg,container,no,no,0.169,4259.6
384,marine_litter_247.jpg,trash,no,no,0.165,4292.3
385,far_distance_trash531.jpg,container,yes,no,0.171,4259.6
386,marine_litter_201.jpg,metal,no,no,0.184,4288.3
387,medium_distance_trash752.jpg,plastic,no,no,0.164,4257.5
388,medium_distance_trash931.jpg,metal,yes,yes,4.899,14414.9
389,close_distance_trash439.jpg,trash,no,no,0.196,4292.3
390,hn_anfi_harbour_view_44.jpg,plastic,no,no,0.585,5224.6
391,marine_litter_255.jpg,container,no,no,0.193,4291.4
392,close_distance_trash1259.jpg,plastic,yes,yes,0.286,4651.7
393,close_distance_trash246.jpg,plastic,yes,no,0.172,4257.5
394,close_distance_trash46.jpg,container,yes,no,0.217,4259.6
395,marine_litter_396.jpg,polystyrene,no,no,0.161,4291.4
396,medium_distance_trash1055.jpg,trash pile,yes,yes,0.198,4410.3
397,marine_litter_379.jpg,plastic,yes,no,0.15,4288.7
398,marine_litter_413.jpg,trash pile,no,no,0.184,4289.2
399,hn_anfi_harbour_view_90.jpg,container,no,no,0.596,5230.1
400,medium_distance_trash704.jpg,container,yes,yes,0.19,4259.6
401,hn_cabo_torres_view_restinga_port_19.jpg,trash,no,no,0.573,5232.9
402,marine_litter_151.jpg,polystyrene,no,no,0.201,4291.4
403,close_distance_trash390.jpg,metal,yes,yes,1.033,6203.0
