question_id,image,cls,label,pred,response,inference_s,vram_mb
59,close_distance_trash104.jpg,plastic bottle,no,no,No.,0.33,4636.8
60,close_distance_trash104.jpg,plastic wrapper,no,yes,Yes.,0.349,4636.8
61,close_distance_trash104.jpg,can,no,no,No.,0.353,4636.6
62,close_distance_trash104.jpg,trash pile,no,yes,Yes.,0.355,4636.8
63,close_distance_trash104.jpg,glass,no,no,No.,0.324,4636.6
64,close_distance_trash104.jpg,metal scrap,no,yes,Yes.,0.326,4636.8
65,close_distance_trash1047.jpg,can,yes,yes,Yes.,0.427,4740.5
66,close_distance_trash1047.jpg,trash,no,yes,Yes.,0.44,4740.5
67,close_distance_trash1047.jpg,plastic bottle,no,no,No.,0.433,4740.8
68,close_distance_trash1047.jpg,plastic wrapper,no,no,No.,0.442,4740.8
69,close_distance_trash1047.jpg,plastic bag,no,no,No.,0.428,4740.8
70,close_distance_trash1047.jpg,trash pile,no,yes,Yes.,0.424,4740.8
71,close_distance_trash1047.jpg,glass,no,no,No.,0.433,4740.5
72,close_distance_trash1047.jpg,metal scrap,no,no,No.,0.486,4740.8
73,close_distance_trash105.jpg,plastic bottle,yes,yes,Yes.,0.429,4636.8
74,close_distance_trash105.jpg,trash,no,no,No.,0.406,4636.6
75,close_distance_trash105.jpg,plastic wrapper,no,no,No.,0.408,4636.8
76,close_distance_trash105.jpg,plastic bag,no,no,No.,0.331,4636.8
77,close_distance_trash105.jpg,can,no,no,No.,0.335,4636.6
78,close_distance_trash105.jpg,trash pile,no,no,No.,0.344,4636.8
79,close_distance_trash105.jpg,glass,no,no,No.,0.362,4636.6
80,close_distance_trash105.jpg,metal scrap,no,no,No.,0.328,4636.8
81,close_distance_trash106.jpg,plastic bag,yes,yes,Yes.,0.342,4636.6
82,close_distance_trash106.jpg,trash,no,yes,Yes.,0.329,4636.3
83,close_distance_trash106.jpg,plastic bottle,no,no,No.,0.32,4636.6
84,close_distance_trash106.jpg,plastic wrapper,no,yes,Yes.,0.353,4636.6
85,close_distance_trash106.jpg,can,no,no,No.,0.327,4636.3
86,close_distance_trash106.jpg,trash pile,no,no,No.,0.358,4636.6
87,close_distance_trash106.jpg,glass,no,no,No.,0.323,4636.3
88,close_distance_trash106.jpg,metal scrap,no,no,No.,0.337,4636.6
89,close_distance_trash1062.jpg,plastic bottle,yes,yes,Yes.,0.416,4740.8
90,close_distance_trash1062.jpg,trash pile,yes,yes,Yes.,0.465,4740.8
91,close_distance_trash1062.jpg,trash,no,yes,Yes.,0.438,4740.5
92,close_distance_trash1062.jpg,plastic wrapper,no,no,No.,0.437,4740.8
93,close_distance_trash1062.jpg,plastic bag,no,no,No.,0.424,4740.8
94,close_distance_trash1062.jpg,can,no,no,No.,0.417,4740.5
95,close_distance_trash1062.jpg,glass,no,no,No.,0.448,4740.5
96,close_distance_trash1062.jpg,metal scrap,no,no,No.,0.437,4740.8
97,close_distance_trash1097.jpg,plastic bottle,yes,yes,Yes.,0.426,4740.8
98,close_distance_trash1097.jpg,trash,no,yes,Yes.,0.414,4740.5
99,close_distance_trash1097.jpg,plastic wrapper,no,no,No.,0.461,4740.8
100,close_distance_trash1097.jpg,plastic bag,no,no,No.,0.443,4740.8
101,close_distance_trash1097.jpg,can,no,no,No.,0.429,4740.5
102,close_distance_trash1097.jpg,trash pile,no,no,No.,0.446,4740.8
103,close_distance_trash1097.jpg,glass,no,no,No.,0.424,4740.5
104,close_distance_trash1097.jpg,metal scrap,no,no,No.,0.438,4740.8
105,close_distance_trash11.jpg,trash pile,yes,yes,Yes.,0.339,4636.6
106,close_distance_trash11.jpg,trash,no,yes,Yes.,0.369,4636.3
107,close_distance_trash11.jpg,plastic bottle,no,yes,Yes.,0.338,4636.6
108,close_distance_trash11.jpg,plastic wrapper,no,yes,Yes.,0.343,4636.6
109,close_distance_trash11.jpg,plastic bag,no,yes,Yes.,0.324,4636.6
110,close_distance_trash11.jpg,can,no,no,No.,0.334,4636.3
111,close_distance_trash11.jpg,glass,no,no,No.,0.327,4636.3
112,close_distance_trash11.jpg,metal scrap,no,yes,Yes.,0.35,4636.6
113,close_distance_trash1100.jpg,plastic bag,yes,yes,Yes.,0.429,4740.8
114,close_distance_trash1100.jpg,trash,no,yes,Yes.,0.43,4740.5
115,close_distance_trash1100.jpg,plastic bottle,no,no,No.,0.431,4740.8
116,close_distance_trash1100.jpg,plastic wrapper,no,yes,Yes.,0.44,4740.8
117,close_distance_trash1100.jpg,can,no,no,No.,0.438,4740.5
118,close_distance_trash1100.jpg,trash pile,no,no,No.,0.478,4740.8
119,close_distance_trash1100.jpg,glass,no,no,No.,0.444,4740.5
120,close_distance_trash1100.jpg,metal scrap,no,no,No.,0.437,4740.8
121,close_distance_trash1109.jpg,trash pile,yes,yes,Yes.,0.376,4636.6
122,close_distance_trash1109.jpg,trash,yes,yes,Yes.,0.373,4636.3
123,close_distance_trash1109.jpg,plastic bottle,no,no,No.,0.399,4636.6
124,close_distance_trash1109.jpg,plastic wrapper,no,yes,Yes.,0.432,4636.6
125,close_distance_trash1109.jpg,plastic bag,no,no,No.,0.413,4636.6
126,close_distance_trash1109.jpg,can,no,no,No.,0.399,4636.3
127,close_distance_trash1109.jpg,glass,no,no,No.,0.458,4636.3
128,close_distance_trash1109.jpg,metal scrap,no,no,No.,0.452,4636.6
129,close_distance_trash1122.jpg,trash,yes,yes,Yes.,0.42,4636.6
130,close_distance_trash1122.jpg,plastic bottle,no,no,No.,0.54,4636.8
131,close_distance_trash1122.jpg,plastic wrapper,no,yes,Yes.,0.555,4636.8
132,close_distance_trash1122.jpg,plastic bag,no,no,No.,0.469,4636.8
133,close_distance_trash1122.jpg,can,no,no,No.,0.409,4636.6
134,close_distance_trash1122.jpg,trash pile,no,yes,Yes.,0.382,4636.8
135,close_distance_trash1122.jpg,glass,no,yes,Yes.,0.396,4636.6
136,close_distance_trash1122.jpg,metal scrap,no,no,No.,0.421,4636.8
137,close_distance_trash1126.jpg,glass,yes,yes,Yes.,0.454,4740.5
138,close_distance_trash1126.jpg,trash,no,yes,Yes.,0.443,4740.5
139,close_distance_trash1126.jpg,plastic bottle,no,no,No.,0.455,4740.8
140,close_distance_trash1126.jpg,plastic wrapper,no,no,No.,0.427,4740.8
141,close_distance_trash1126.jpg,plastic bag,no,no,No.,0.436,4740.8
142,close_distance_trash1126.jpg,can,no,no,No.,0.433,4740.5
143,close_distance_trash1126.jpg,trash pile,no,no,No.,0.441,4740.8
144,close_distance_trash1126.jpg,metal scrap,no,no,No.,0.459,4740.8
145,close_distance_trash1129.jpg,plastic bottle,yes,yes,Yes.,0.464,4740.8
146,close_distance_trash1129.jpg,trash pile,yes,yes,Yes.,0.446,4740.8
147,close_distance_trash1129.jpg,trash,yes,yes,Yes.,0.448,4740.5
148,close_distance_trash1129.jpg,plastic wrapper,no,yes,Yes.,0.471,4740.8
149,close_distance_trash1129.jpg,plastic bag,no,no,No.,0.446,4740.8
150,close_distance_trash1129.jpg,can,no,no,No.,0.436,4740.5
151,close_distance_trash1129.jpg,glass,no,no,No.,0.449,4740.5
152,close_distance_trash1129.jpg,metal scrap,no,yes,Yes.,0.469,4740.8
153,close_distance_trash113.jpg,plastic bag,yes,yes,Yes.,0.361,4636.8
154,close_distance_trash113.jpg,trash,no,yes,Yes.,0.365,4636.6
155,close_distance_trash113.jpg,plastic bottle,no,no,No.,0.345,4636.8
156,close_distance_trash113.jpg,plastic wrapper,no,yes,Yes.,0.347,4636.8
157,close_distance_trash113.jpg,can,no,no,No.,0.331,4636.6
158,close_distance_trash113.jpg,trash pile,no,yes,Yes.,0.346,4636.8
159,close_distance_trash113.jpg,glass,no,no,No.,0.348,4636.6
160,close_distance_trash113.jpg,metal scrap,no,no,No.,0.349,4636.8
161,close_distance_trash1136.jpg,plastic bag,yes,yes,Yes.,0.44,4740.8
162,close_distance_trash1136.jpg,trash,no,yes,Yes.,0.431,4740.5
163,close_distance_trash1136.jpg,plastic bottle,no,no,No.,0.467,4740.8
164,close_distance_trash1136.jpg,plastic wrapper,no,yes,Yes.,0.45,4740.8
165,close_distance_trash1136.jpg,can,no,no,No.,0.426,4740.5
166,close_distance_trash1136.jpg,trash pile,no,yes,Yes.,0.454,4740.8
167,close_distance_trash1136.jpg,glass,no,no,No.,0.486,4740.5
168,close_distance_trash1136.jpg,metal scrap,no,yes,Yes.,0.438,4740.8
169,close_distance_trash1137.jpg,plastic bottle,yes,yes,Yes.,0.44,4740.8
170,close_distance_trash1137.jpg,can,yes,yes,Yes.,0.436,4740.5
171,close_distance_trash1137.jpg,trash pile,yes,yes,Yes.,0.419,4740.8
172,close_distance_trash1137.jpg,trash,yes,yes,Yes.,0.432,4740.5
173,close_distance_trash1137.jpg,plastic wrapper,no,yes,Yes.,0.454,4740.8
174,close_distance_trash1137.jpg,plastic bag,no,no,No.,0.478,4740.8
175,close_distance_trash1137.jpg,glass,no,yes,Yes.,0.433,4740.5
176,close_distance_trash1137.jpg,metal scrap,no,no,No.,0.447,4740.8
177,close_distance_trash1139.jpg,plastic bottle,yes,yes,Yes.,0.443,4740.8
178,close_distance_trash1139.jpg,trash,no,yes,Yes.,0.458,4740.5
179,close_distance_trash1139.jpg,plastic wrapper,no,no,No.,0.449,4740.8
180,close_distance_trash1139.jpg,plastic bag,no,no,No.,0.454,4740.8
181,close_distance_trash1139.jpg,can,no,no,No.,0.427,4740.5
182,close_distance_trash1139.jpg,trash pile,no,no,No.,0.433,4740.8
183,close_distance_trash1139.jpg,glass,no,no,No.,0.435,4740.5
184,close_distance_trash1139.jpg,metal scrap,no,no,No.,0.439,4740.8
185,close_distance_trash1150.jpg,plastic wrapper,yes,no,No.,0.456,4740.8
186,close_distance_trash1150.jpg,trash,no,yes,Yes.,0.431,4740.5
187,close_distance_trash1150.jpg,plastic bottle,no,no,No.,0.417,4740.8
188,close_distance_trash1150.jpg,plastic bag,no,no,No.,0.437,4740.8
189,close_distance_trash1150.jpg,can,no,no,No.,0.436,4740.5
190,close_distance_trash1150.jpg,trash pile,no,no,No.,0.425,4740.8
191,close_distance_trash1150.jpg,glass,no,no,No.,0.442,4740.5
192,close_distance_trash1150.jpg,metal scrap,no,no,No.,0.429,4740.8
193,close_distance_trash116.jpg,plastic bottle,yes,yes,Yes.,0.337,4636.6
194,close_distance_trash116.jpg,trash,yes,yes,Yes.,0.338,4636.3
195,close_distance_trash116.jpg,plastic wrapper,no,yes,Yes.,0.331,4636.6
196,close_distance_trash116.jpg,plastic bag,no,no,No.,0.338,4636.6
197,close_distance_trash116.jpg,can,no,no,No.,0.336,4636.3
198,close_distance_trash116.jpg,trash pile,no,yes,Yes.,0.336,4636.6
199,close_distance_trash116.jpg,glass,no,no,No.,0.33,4636.3
200,close_distance_trash116.jpg,metal scrap,no,no,No.,0.354,4636.6
201,close_distance_trash119.jpg,trash,yes,yes,Yes.,0.346,4636.3
202,close_distance_trash119.jpg,plastic bottle,no,no,No.,0.328,4636.6
203,close_distance_trash119.jpg,plastic wrapper,no,no,No.,0.327,4636.6
204,close_distance_trash119.jpg,plastic bag,no,no,No.,0.336,4636.6
205,close_distance_trash119.jpg,can,no,no,No.,0.329,4636.3
206,close_distance_trash119.jpg,trash pile,no,no,No.,0.333,4636.6
207,close_distance_trash119.jpg,glass,no,no,No.,0.332,4636.3
208,close_distance_trash119.jpg,metal scrap,no,yes,Yes.,0.337,4636.6
209,close_distance_trash12.jpg,plastic bottle,yes,yes,Yes.,0.344,4636.6
210,close_distance_trash12.jpg,can,yes,yes,Yes.,0.346,4636.3
211,close_distance_trash12.jpg,trash pile,yes,yes,Yes.,0.356,4636.6
212,close_distance_trash12.jpg,trash,yes,yes,Yes.,0.359,4636.3
213,close_distance_trash12.jpg,plastic wrapper,no,yes,Yes.,0.382,4636.6
214,close_distance_trash12.jpg,plastic bag,no,yes,Yes.,0.383,4636.6
215,close_distance_trash12.jpg,glass,no,yes,Yes.,0.376,4636.3
216,close_distance_trash12.jpg,metal scrap,no,no,No.,0.366,4636.6
217,close_distance_trash1201.jpg,can,yes,yes,Yes.,0.449,4740.5
218,close_distance_trash1201.jpg,trash,no,yes,Yes.,0.482,4740.5
219,close_distance_trash1201.jpg,plastic bottle,no,no,No.,0.433,4740.8
220,close_distance_trash1201.jpg,plastic wrapper,no,no,No.,0.448,4740.8
221,close_distance_trash1201.jpg,plastic bag,no,no,No.,0.471,4740.8
222,close_distance_trash1201.jpg,trash pile,no,no,No.,0.451,4740.8
223,close_distance_trash1201.jpg,glass,no,no,No.,0.476,4740.5
224,close_distance_trash1201.jpg,metal scrap,no,no,No.,0.462,4740.8
225,close_distance_trash1208.jpg,can,yes,yes,Yes.,0.467,4740.5
226,close_distance_trash1208.jpg,trash,no,no,No.,0.458,4740.5
227,close_distance_trash1208.jpg,plastic bottle,no,no,No.,0.454,4740.8
228,close_distance_trash1208.jpg,plastic wrapper,no,no,No.,0.446,4740.8
229,close_distance_trash1208.jpg,plastic bag,no,no,No.,0.45,4740.8
230,close_distance_trash1208.jpg,trash pile,no,no,No.,0.472,4740.8
231,close_distance_trash1208.jpg,glass,no,no,No.,0.441,4740.5
232,close_distance_trash1208.jpg,metal scrap,no,yes,Yes.,0.47,4740.8
233,close_distance_trash1219.jpg,plastic bottle,yes,yes,Yes.,0.471,4740.8
234,close_distance_trash1219.jpg,can,yes,no,No.,0.455,4740.5
235,close_distance_trash1219.jpg,trash pile,yes,yes,Yes.,0.432,4740.8
236,close_distance_trash1219.jpg,trash,yes,yes,Yes.,0.451,4740.5
237,close_distance_trash1219.jpg,plastic wrapper,no,yes,Yes.,0.413,4740.8
238,close_distance_trash1219.jpg,plastic bag,no,yes,Yes.,0.424,4740.8
239,close_distance_trash1219.jpg,glass,no,no,No.,0.423,4740.5
240,close_distance_trash1219.jpg,metal scrap,no,yes,Yes.,0.459,4740.8
241,close_distance_trash122.jpg,plastic bag,yes,yes,Yes.,0.379,4636.6
242,close_distance_trash122.jpg,trash,yes,yes,Yes.,0.352,4636.3
243,close_distance_trash122.jpg,plastic bottle,no,yes,Yes.,0.402,4636.6
244,close_distance_trash122.jpg,plastic wrapper,no,yes,Yes.,0.363,4636.6
245,close_distance_trash122.jpg,can,no,no,No.,0.33,4636.3
246,close_distance_trash122.jpg,trash pile,no,yes,Yes.,0.375,4636.6
247,close_distance_trash122.jpg,glass,no,no,No.,0.355,4636.3
248,close_distance_trash122.jpg,metal scrap,no,yes,Yes.,0.35,4636.6
249,close_distance_trash1223.jpg,plastic bottle,yes,yes,Yes.,0.446,4636.8
250,close_distance_trash1223.jpg,trash,no,yes,Yes.,0.401,4636.6
251,close_distance_trash1223.jpg,plastic wrapper,no,yes,Yes.,0.403,4636.8
252,close_distance_trash1223.jpg,plastic bag,no,yes,Yes.,0.408,4636.8
253,close_distance_trash1223.jpg,can,no,yes,Yes.,0.412,4636.6
254,close_distance_trash1223.jpg,trash pile,no,yes,Yes.,0.436,4636.8
255,close_distance_trash1223.jpg,glass,no,no,No.,0.382,4636.6
256,close_distance_trash1223.jpg,metal scrap,no,no,No.,0.432,4636.8
257,close_distance_trash1226.jpg,trash,yes,yes,Yes.,0.395,4636.3
258,close_distance_trash1226.jpg,plastic bottle,no,no,No.,0.402,4636.6
259,close_distance_trash1226.jpg,plastic wrapper,no,yes,Yes.,0.406,4636.6
260,close_distance_trash1226.jpg,plastic bag,no,no,No.,0.372,4636.6
261,close_distance_trash1226.jpg,can,no,no,No.,0.399,4636.3
262,close_distance_trash1226.jpg,trash pile,no,yes,Yes.,0.393,4636.6
263,close_distance_trash1226.jpg,glass,no,no,No.,0.399,4636.3
264,close_distance_trash1226.jpg,metal scrap,no,no,No.,0.403,4636.6
265,close_distance_trash1227.jpg,plastic bag,yes,yes,Yes.,0.38,4636.8
266,close_distance_trash1227.jpg,trash,yes,yes,Yes.,0.378,4636.6
267,close_distance_trash1227.jpg,plastic bottle,no,no,No.,0.414,4636.8
268,close_distance_trash1227.jpg,plastic wrapper,no,yes,Yes.,0.395,4636.8
269,close_distance_trash1227.jpg,can,no,no,No.,0.397,4636.6
270,close_distance_trash1227.jpg,trash pile,no,yes,Yes.,0.431,4636.8
271,close_distance_trash1227.jpg,glass,no,no,No.,0.415,4636.6
272,close_distance_trash1227.jpg,metal scrap,no,yes,Yes.,0.395,4636.8
273,close_distance_trash1229.jpg,trash,yes,no,No.,0.39,4636.3
274,close_distance_trash1229.jpg,plastic bottle,no,no,No.,0.417,4636.6
275,close_distance_trash1229.jpg,plastic wrapper,no,no,No.,0.401,4636.6
276,close_distance_trash1229.jpg,plastic bag,no,no,No.,0.385,4636.6
277,close_distance_trash1229.jpg,can,no,no,No.,0.383,4636.3
278,close_distance_trash1229.jpg,trash pile,no,no,No.,0.378,4636.6
279,close_distance_trash1229.jpg,glass,no,no,No.,0.403,4636.3
280,close_distance_trash1229.jpg,metal scrap,no,no,No.,0.377,4636.6
281,close_distance_trash123.jpg,plastic bottle,yes,yes,Yes.,0.336,4636.8
282,close_distance_trash123.jpg,plastic wrapper,yes,yes,Yes.,0.333,4636.8
283,close_distance_trash123.jpg,trash,yes,yes,Yes.,0.342,4636.6
284,close_distance_trash123.jpg,plastic bag,no,no,No.,0.32,4636.8
285,close_distance_trash123.jpg,can,no,yes,Yes.,0.334,4636.6
286,close_distance_trash123.jpg,trash pile,no,yes,Yes.,0.378,4636.8
287,close_distance_trash123.jpg,glass,no,no,No.,0.355,4636.6
288,close_distance_trash123.jpg,metal scrap,no,no,No.,0.337,4636.8
289,close_distance_trash1230.jpg,plastic bottle,yes,yes,Yes.,0.385,4636.6
290,close_distance_trash1230.jpg,plastic bag,yes,yes,Yes.,0.359,4636.6
291,close_distance_trash1230.jpg,plastic wrapper,yes,yes,Yes.,0.405,4636.6
292,close_distance_trash1230.jpg,trash pile,yes,yes,Yes.,0.383,4636.6
293,close_distance_trash1230.jpg,trash,no,yes,Yes.,0.39,4636.3
294,close_distance_trash1230.jpg,can,no,yes,Yes.,0.393,4636.3
295,close_distance_trash1230.jpg,glass,no,no,No.,0.373,4636.3
296,close_distance_trash1230.jpg,metal scrap,no,no,No.,0.327,4636.6
297,close_distance_trash1232.jpg,plastic wrapper,yes,yes,Yes.,0.396,4636.6
298,close_distance_trash1232.jpg,trash,yes,yes,Yes.,0.367,4636.3
299,close_distance_trash1232.jpg,plastic bottle,no,no,No.,0.358,4636.6
300,close_distance_trash1232.jpg,plastic bag,no,yes,Yes.,0.358,4636.6
301,close_distance_trash1232.jpg,can,no,no,No.,0.371,4636.3
302,close_distance_trash1232.jpg,trash pile,no,yes,Yes.,0.373,4636.6
303,close_distance_trash1232.jpg,glass,no,no,No.,0.337,4636.3
304,close_distance_trash1232.jpg,metal scrap,no,no,No.,0.344,4636.6
305,close_distance_trash1234.jpg,plastic bottle,yes,yes,Yes.,0.361,4636.6
306,close_distance_trash1234.jpg,plastic wrapper,yes,yes,Yes.,0.352,4636.6
307,close_distance_trash1234.jpg,trash,no,yes,Yes.,0.33,4636.3
308,close_distance_trash1234.jpg,plastic bag,no,no,No.,0.386,4636.6
309,close_distance_trash1234.jpg,can,no,no,No.,0.336,4636.3
310,close_distance_trash1234.jpg,trash pile,no,yes,Yes.,0.347,4636.6
311,close_distance_trash1234.jpg,glass,no,no,No.,0.343,4636.3
312,close_distance_trash1234.jpg,metal scrap,no,no,No.,0.346,4636.6
313,close_distance_trash1235.jpg,plastic bottle,yes,yes,Yes.,0.344,4636.6
314,close_distance_trash1235.jpg,trash,no,yes,Yes.,0.365,4636.3
315,close_distance_trash1235.jpg,plastic wrapper,no,no,No.,0.366,4636.6
316,close_distance_trash1235.jpg,plastic bag,no,no,No.,0.378,4636.6
317,close_distance_trash1235.jpg,can,no,no,No.,0.342,4636.3
318,close_distance_trash1235.jpg,trash pile,no,yes,Yes.,0.333,4636.6
319,close_distance_trash1235.jpg,glass,no,no,No.,0.338,4636.3
320,close_distance_trash1235.jpg,metal scrap,no,no,No.,0.342,4636.6
321,close_distance_trash1236.jpg,plastic wrapper,yes,yes,Yes.,0.366,4636.8
322,close_distance_trash1236.jpg,trash pile,yes,yes,Yes.,0.354,4636.8
323,close_distance_trash1236.jpg,trash,no,yes,Yes.,0.342,4636.6
324,close_distance_trash1236.jpg,plastic bottle,no,no,No.,0.338,4636.8
325,close_distance_trash1236.jpg,plastic bag,no,yes,Yes.,0.332,4636.8
326,close_distance_trash1236.jpg,can,no,no,No.,0.335,4636.6
327,close_distance_trash1236.jpg,glass,no,no,No.,0.365,4636.6
328,close_distance_trash1236.jpg,metal scrap,no,yes,Yes.,0.401,4636.8
329,close_distance_trash1237.jpg,plastic bottle,yes,yes,Yes.,0.348,4636.6
330,close_distance_trash1237.jpg,can,yes,no,No.,0.339,4636.3
331,close_distance_trash1237.jpg,plastic wrapper,yes,yes,Yes.,0.35,4636.6
332,close_distance_trash1237.jpg,trash,yes,yes,Yes.,0.346,4636.3
333,close_distance_trash1237.jpg,plastic bag,no,no,No.,0.368,4636.6
334,close_distance_trash1237.jpg,trash pile,no,yes,Yes.,0.369,4636.6
335,close_distance_trash1237.jpg,glass,no,no,No.,0.359,4636.3
336,close_distance_trash1237.jpg,metal scrap,no,yes,Yes.,0.366,4636.6
337,close_distance_trash1239.jpg,trash pile,yes,yes,Yes.,0.355,4636.6
338,close_distance_trash1239.jpg,trash,no,yes,Yes.,0.337,4636.3
339,close_distance_trash1239.jpg,plastic bottle,no,no,No.,0.373,4636.6
340,close_distance_trash1239.jpg,plastic wrapper,no,yes,Yes.,0.353,4636.6
341,close_distance_trash1239.jpg,plastic bag,no,no,No.,0.357,4636.6
342,close_distance_trash1239.jpg,can,no,no,No.,0.35,4636.3
343,close_distance_trash1239.jpg,glass,no,no,No.,0.367,4636.3
344,close_distance_trash1239.jpg,metal scrap,no,yes,Yes.,0.34,4636.6
345,close_distance_trash1240.jpg,plastic wrapper,yes,yes,Yes.,0.351,4636.8
346,close_distance_trash1240.jpg,trash pile,yes,yes,Yes.,0.343,4636.8
347,close_distance_trash1240.jpg,trash,yes,yes,Yes.,0.357,4636.6
348,close_distance_trash1240.jpg,plastic bottle,no,no,No.,0.335,4636.8
349,close_distance_trash1240.jpg,plastic bag,no,no,No.,0.363,4636.8
350,close_distance_trash1240.jpg,can,no,no,No.,0.361,4636.6
351,close_distance_trash1240.jpg,glass,no,no,No.,0.357,4636.6
352,close_distance_trash1240.jpg,metal scrap,no,yes,Yes.,0.343,4636.8
353,close_distance_trash1241.jpg,plastic wrapper,yes,yes,Yes.,0.331,4636.6
354,close_distance_trash1241.jpg,trash,no,yes,Yes.,0.337,4636.3
355,close_distance_trash1241.jpg,plastic bottle,no,no,No.,0.391,4636.6
356,close_distance_trash1241.jpg,plastic bag,no,no,No.,0.374,4636.6
357,close_distance_trash1241.jpg,can,no,no,No.,0.359,4636.3
358,close_distance_trash1241.jpg,trash pile,no,yes,Yes.,0.35,4636.6
359,close_distance_trash1241.jpg,glass,no,no,No.,0.395,4636.3
360,close_distance_trash1241.jpg,metal scrap,no,no,No.,0.34,4636.6
361,close_distance_trash1242.jpg,plastic wrapper,yes,no,No.,0.353,4636.8
362,close_distance_trash1242.jpg,trash pile,yes,yes,Yes.,0.332,4636.8
363,close_distance_trash1242.jpg,trash,yes,yes,Yes.,0.358,4636.6
