question_id,image,cls,label,pred,response,inference_s,vram_mb
3544,far_distance_trash480.jpg,plastic bottle,no,yes,yes,0.248,7298.0
3545,far_distance_trash481.jpg,plastic bottle,yes,yes,Yes.,0.278,7298.0
3546,far_distance_trash481.jpg,metal scrap,no,no,No,0.253,7298.0
3547,far_distance_trash481.jpg,plastic bag,no,no,No,0.251,7298.0
3548,far_distance_trash481.jpg,trash,no,no,No,0.234,7298.0
3549,far_distance_trash481.jpg,plastic wrapper,no,no,No,0.248,7298.0
3550,far_distance_trash481.jpg,glass,no,no,No,0.236,7298.0
3551,far_distance_trash481.jpg,can,no,no,No,0.296,7298.0
3552,far_distance_trash481.jpg,trash pile,no,no,No,0.263,7298.0
3553,far_distance_trash485.jpg,trash,yes,yes,Yes.,0.279,7298.0
3554,far_distance_trash485.jpg,plastic bottle,no,no,no,0.253,7298.0
3555,far_distance_trash485.jpg,glass,no,no,no,0.259,7298.0
3556,far_distance_trash485.jpg,can,no,no,no,0.249,7298.0
3557,far_distance_trash485.jpg,plastic bag,no,no,no,0.223,7298.0
3558,far_distance_trash485.jpg,metal scrap,no,no,No,0.234,7298.0
3559,far_distance_trash485.jpg,trash pile,no,no,No,0.244,7298.0
3560,far_distance_trash485.jpg,plastic wrapper,no,no,no,0.236,7298.0
3561,far_distance_trash49.jpg,can,yes,yes,Yes.,0.382,7298.0
3562,far_distance_trash49.jpg,trash,yes,yes,Yes.,0.302,7298.0
3563,far_distance_trash49.jpg,plastic bag,no,yes,Yes.,0.298,7298.0
3564,far_distance_trash49.jpg,plastic bottle,no,yes,Yes.,0.334,7298.0
3565,far_distance_trash49.jpg,plastic wrapper,no,yes,Yes.,0.3,7298.0
3566,far_distance_trash49.jpg,metal scrap,no,yes,Yes.,0.289,7298.0
3567,far_distance_trash49.jpg,trash pile,no,no,No.,0.3,7298.0
3568,far_distance_trash49.jpg,glass,no,no,No.,0.307,7298.0
3569,far_distance_trash5.jpg,trash,yes,no,No,0.241,7298.0
3570,far_distance_trash5.jpg,plastic bag,no,no,no,0.229,7298.0
3571,far_distance_trash5.jpg,plastic wrapper,no,no,no,0.221,7298.0
3572,far_distance_trash5.jpg,trash pile,no,no,No,0.234,7298.0
3573,far_distance_trash5.jpg,metal scrap,no,yes,Yes.,0.28,7298.0
3574,far_distance_trash5.jpg,plastic bottle,no,no,no,0.224,7298.0
3575,far_distance_trash5.jpg,glass,no,no,no,0.243,7298.0
3576,far_distance_trash5.jpg,can,no,no,no,0.243,7298.0
3577,far_distance_trash50.jpg,glass,yes,no,No,0.24,7298.0
3578,far_distance_trash50.jpg,metal scrap,no,yes,Yes.,0.283,7298.0
3579,far_distance_trash50.jpg,plastic bag,no,yes,Yes.,0.285,7298.0
3580,far_distance_trash50.jpg,trash pile,no,yes,Yes.,0.3,7298.0
3581,far_distance_trash50.jpg,trash,no,yes,Yes.,0.309,7298.0
3582,far_distance_trash50.jpg,can,no,no,No,0.268,7298.0
3583,far_distance_trash50.jpg,plastic bottle,no,yes,Yes.,0.275,7298.0
3584,far_distance_trash50.jpg,plastic wrapper,no,yes,Yes.,0.299,7298.0
3585,far_distance_trash51.jpg,plastic wrapper,yes,yes,Yes.,0.3,7298.0
3586,far_distance_trash51.jpg,glass,no,no,No,0.253,7298.0
3587,far_distance_trash51.jpg,can,no,yes,Yes.,0.309,7298.0
3588,far_distance_trash51.jpg,trash,no,yes,Yes.,0.301,7298.0
3589,far_distance_trash51.jpg,trash pile,no,yes,Yes.,0.279,7298.0
3590,far_distance_trash51.jpg,plastic bag,no,yes,Yes.,0.271,7298.0
3591,far_distance_trash51.jpg,plastic bottle,no,yes,Yes.,0.31,7298.0
3592,far_distance_trash51.jpg,metal scrap,no,yes,Yes.,0.321,7298.0
3593,far_distance_trash514.jpg,plastic wrapper,yes,yes,Yes.,0.315,7298.0
3594,far_distance_trash514.jpg,trash pile,no,no,No,0.259,7298.0
3595,far_distance_trash514.jpg,can,no,no,No,0.261,7298.0
3596,far_distance_trash514.jpg,plastic bottle,no,no,No,0.258,7298.0
3597,far_distance_trash514.jpg,metal scrap,no,yes,Yes.,0.298,7298.0
3598,far_distance_trash514.jpg,glass,no,no,No,0.25,7298.0
3599,far_distance_trash514.jpg,trash,no,yes,Yes.,0.293,7298.0
3600,far_distance_trash514.jpg,plastic bag,no,yes,Yes.,0.301,7298.0
3601,far_distance_trash515.jpg,trash,yes,yes,Yes.,0.313,7298.0
3602,far_distance_trash515.jpg,plastic bottle,no,no,No.,0.3,7298.0
3603,far_distance_trash515.jpg,trash pile,no,no,No.,0.317,7298.0
3604,far_distance_trash515.jpg,plastic bag,no,yes,Yes.,0.295,7298.0
3605,far_distance_trash515.jpg,plastic wrapper,no,yes,Yes.,0.307,7298.0
3606,far_distance_trash515.jpg,glass,no,no,No.,0.317,7298.0
3607,far_distance_trash515.jpg,can,no,yes,Yes.,0.286,7298.0
3608,far_distance_trash515.jpg,metal scrap,no,no,No.,0.298,7298.0
3609,far_distance_trash516.jpg,plastic bottle,yes,yes,Yes.,0.31,7298.0
3610,far_distance_trash516.jpg,glass,no,no,no,0.259,7298.0
3611,far_distance_trash516.jpg,trash pile,no,yes,Yes.,0.282,7298.0
3612,far_distance_trash516.jpg,metal scrap,no,yes,Yes.,0.282,7298.0
3613,far_distance_trash516.jpg,plastic wrapper,no,yes,yes,0.281,7298.0
3614,far_distance_trash516.jpg,trash,no,yes,Yes.,0.282,7298.0
3615,far_distance_trash516.jpg,plastic bag,no,yes,Yes.,0.303,7298.0
3616,far_distance_trash516.jpg,can,no,yes,yes,0.245,7298.0
3617,far_distance_trash518.jpg,plastic wrapper,yes,yes,Yes.,0.268,7298.0
3618,far_distance_trash518.jpg,trash pile,no,yes,Yes.,0.3,7298.0
3619,far_distance_trash518.jpg,plastic bag,no,yes,Yes.,0.285,7298.0
3620,far_distance_trash518.jpg,trash,no,yes,Yes.,0.319,7298.0
3621,far_distance_trash518.jpg,glass,no,no,No,0.256,7298.0
3622,far_distance_trash518.jpg,metal scrap,no,yes,Yes.,0.291,7298.0
3623,far_distance_trash518.jpg,plastic bottle,no,yes,Yes.,0.316,7298.0
3624,far_distance_trash518.jpg,can,no,yes,Yes.,0.299,7298.0
3625,far_distance_trash519.jpg,plastic bottle,yes,yes,Yes.,0.321,7298.0
3626,far_distance_trash519.jpg,can,yes,no,No.,0.316,7298.0
3627,far_distance_trash519.jpg,trash,no,yes,Yes.,0.332,7298.0
3628,far_distance_trash519.jpg,metal scrap,no,yes,Yes.,0.331,7298.0
3629,far_distance_trash519.jpg,plastic bag,no,no,No.,0.306,7298.0
3630,far_distance_trash519.jpg,glass,no,no,No.,0.295,7298.0
3631,far_distance_trash519.jpg,plastic wrapper,no,yes,Yes.,0.345,7298.0
3632,far_distance_trash519.jpg,trash pile,no,no,No.,0.313,7298.0
3633,far_distance_trash521.jpg,plastic bottle,yes,yes,Yes.,0.3,7298.0
3634,far_distance_trash521.jpg,trash pile,no,no,No.,0.313,7298.0
3635,far_distance_trash521.jpg,glass,no,no,No,0.266,7298.0
3636,far_distance_trash521.jpg,can,no,yes,Yes.,0.307,7298.0
3637,far_distance_trash521.jpg,metal scrap,no,yes,Yes.,0.303,7298.0
3638,far_distance_trash521.jpg,plastic bag,no,yes,Yes.,0.316,7298.0
3639,far_distance_trash521.jpg,plastic wrapper,no,yes,Yes.,0.307,7298.0
3640,far_distance_trash521.jpg,trash,no,yes,Yes.,0.298,7298.0
3641,far_distance_trash522.jpg,plastic bottle,yes,yes,Yes.,0.332,7298.0
3642,far_distance_trash522.jpg,plastic wrapper,no,yes,Yes.,0.281,7298.0
3643,far_distance_trash522.jpg,trash,no,yes,Yes.,0.302,7298.0
3644,far_distance_trash522.jpg,glass,no,no,No.,0.315,7298.0
3645,far_distance_trash522.jpg,trash pile,no,no,No.,0.305,7298.0
3646,far_distance_trash522.jpg,can,no,no,No.,0.336,7298.0
3647,far_distance_trash522.jpg,metal scrap,no,yes,Yes.,0.313,7298.0
3648,far_distance_trash522.jpg,plastic bag,no,yes,Yes.,0.288,7298.0
3649,far_distance_trash524.jpg,plastic wrapper,yes,yes,Yes.,0.286,7298.0
3650,far_distance_trash524.jpg,trash,no,yes,Yes.,0.339,7298.0
3651,far_distance_trash524.jpg,metal scrap,no,yes,Yes.,0.293,7298.0
3652,far_distance_trash524.jpg,plastic bottle,no,yes,Yes.,0.323,7298.0
3653,far_distance_trash524.jpg,plastic bag,no,yes,Yes.,0.306,7298.0
3654,far_distance_trash524.jpg,glass,no,no,No.,0.302,7298.0
3655,far_distance_trash524.jpg,trash pile,no,no,No.,0.312,7298.0
3656,far_distance_trash524.jpg,can,no,yes,Yes.,0.304,7298.0
3657,far_distance_trash525.jpg,trash,yes,yes,Yes.,0.289,7298.0
3658,far_distance_trash525.jpg,can,no,no,No,0.254,7298.0
3659,far_distance_trash525.jpg,plastic bottle,no,no,No,0.245,7298.0
3660,far_distance_trash525.jpg,trash pile,no,no,No,0.248,7298.0
3661,far_distance_trash525.jpg,glass,no,no,No,0.232,7298.0
3662,far_distance_trash525.jpg,plastic wrapper,no,yes,Yes.,0.278,7298.0
3663,far_distance_trash525.jpg,metal scrap,no,yes,Yes.,0.309,7298.0
3664,far_distance_trash525.jpg,plastic bag,no,yes,Yes.,0.327,7298.0
3665,far_distance_trash526.jpg,plastic bottle,yes,yes,Yes.,0.294,7298.0
3666,far_distance_trash526.jpg,metal scrap,no,yes,Yes.,0.354,7298.0
3667,far_distance_trash526.jpg,plastic wrapper,no,yes,Yes.,0.305,7298.0
3668,far_distance_trash526.jpg,trash pile,no,no,No,0.256,7298.0
3669,far_distance_trash526.jpg,glass,no,no,No,0.24,7298.0
3670,far_distance_trash526.jpg,trash,no,yes,Yes.,0.282,7298.0
3671,far_distance_trash526.jpg,can,no,no,No,0.244,7298.0
3672,far_distance_trash526.jpg,plastic bag,no,yes,Yes.,0.332,7298.0
3673,far_distance_trash527.jpg,plastic wrapper,yes,yes,Yes.,0.295,7298.0
3674,far_distance_trash527.jpg,plastic bag,no,yes,Yes.,0.294,7298.0
3675,far_distance_trash527.jpg,can,no,yes,Yes.,0.287,7298.0
3676,far_distance_trash527.jpg,trash pile,no,no,No.,0.307,7298.0
3677,far_distance_trash527.jpg,trash,no,yes,Yes.,0.313,7298.0
3678,far_distance_trash527.jpg,glass,no,no,"No, there is no glass visible in the image.",0.751,7298.0
3679,far_distance_trash527.jpg,metal scrap,no,yes,Yes.,0.31,7298.0
3680,far_distance_trash527.jpg,plastic bottle,no,yes,Yes.,0.323,7298.0
3681,far_distance_trash528.jpg,plastic bottle,yes,yes,Yes.,0.315,7298.0
3682,far_distance_trash528.jpg,can,no,yes,Yes.,0.344,7298.0
3683,far_distance_trash528.jpg,plastic bag,no,yes,Yes.,0.309,7298.0
3684,far_distance_trash528.jpg,metal scrap,no,yes,Yes.,0.327,7298.0
3685,far_distance_trash528.jpg,glass,no,no,No.,0.343,7298.0
3686,far_distance_trash528.jpg,trash,no,yes,Yes.,0.318,7298.0
3687,far_distance_trash528.jpg,plastic wrapper,no,yes,Yes.,0.328,7298.0
3688,far_distance_trash528.jpg,trash pile,no,no,No.,0.298,7298.0
3689,far_distance_trash53.jpg,plastic bottle,yes,yes,Yes.,0.305,7298.0
3690,far_distance_trash53.jpg,plastic bag,no,yes,Yes.,0.311,7298.0
3691,far_distance_trash53.jpg,glass,no,no,No.,0.342,7298.0
3692,far_distance_trash53.jpg,metal scrap,no,no,No.,0.295,7298.0
3693,far_distance_trash53.jpg,can,no,no,No,0.269,7298.0
3694,far_distance_trash53.jpg,trash pile,no,yes,Yes.,0.287,7298.0
3695,far_distance_trash53.jpg,plastic wrapper,no,yes,Yes.,0.306,7298.0
3696,far_distance_trash53.jpg,trash,no,yes,Yes.,0.314,7298.0
3697,far_distance_trash530.jpg,trash,yes,yes,Yes.,0.327,7298.0
3698,far_distance_trash530.jpg,glass,no,yes,Yes.,0.32,7298.0
3699,far_distance_trash530.jpg,metal scrap,no,yes,Yes.,0.314,7298.0
3700,far_distance_trash530.jpg,plastic bag,no,yes,Yes.,0.308,7298.0
3701,far_distance_trash530.jpg,plastic bottle,no,yes,Yes.,0.316,7298.0
3702,far_distance_trash530.jpg,plastic wrapper,no,yes,Yes.,0.312,7298.0
3703,far_distance_trash530.jpg,can,no,yes,Yes.,0.296,7298.0
3704,far_distance_trash530.jpg,trash pile,no,no,No.,0.341,7298.0
3705,far_distance_trash531.jpg,trash,yes,yes,Yes.,0.288,7298.0
3706,far_distance_trash531.jpg,metal scrap,no,yes,Yes.,0.362,7298.0
3707,far_distance_trash531.jpg,trash pile,no,yes,Yes.,0.294,7298.0
3708,far_distance_trash531.jpg,can,no,no,No,0.253,7298.0
3709,far_distance_trash531.jpg,glass,no,no,No,0.24,7298.0
3710,far_distance_trash531.jpg,plastic bag,no,yes,Yes.,0.342,7298.0
3711,far_distance_trash531.jpg,plastic bottle,no,yes,Yes.,0.297,7298.0
3712,far_distance_trash531.jpg,plastic wrapper,no,yes,Yes.,0.302,7298.0
3713,far_distance_trash532.jpg,trash,yes,yes,yes,0.286,7298.0
3714,far_distance_trash532.jpg,plastic bottle,no,no,no,0.271,7298.0
3715,far_distance_trash532.jpg,trash pile,no,no,no,0.239,7298.0
3716,far_distance_trash532.jpg,plastic wrapper,no,yes,yes,0.25,7298.0
3717,far_distance_trash532.jpg,can,no,no,no,0.238,7298.0
3718,far_distance_trash532.jpg,metal scrap,no,no,no,0.223,7298.0
3719,far_distance_trash532.jpg,glass,no,no,no,0.246,7298.0
3720,far_distance_trash532.jpg,plastic bag,no,yes,yes,0.244,7298.0
3721,far_distance_trash533.jpg,trash,yes,yes,Yes.,0.282,7298.0
3722,far_distance_trash533.jpg,plastic bottle,no,yes,Yes.,0.338,7298.0
3723,far_distance_trash533.jpg,trash pile,no,yes,Yes.,0.313,7298.0
3724,far_distance_trash533.jpg,glass,no,no,no,0.253,7298.0
3725,far_distance_trash533.jpg,plastic wrapper,no,yes,Yes.,0.332,7298.0
3726,far_distance_trash533.jpg,can,no,no,No,0.264,7298.0
3727,far_distance_trash533.jpg,metal scrap,no,yes,Yes.,0.326,7298.0
3728,far_distance_trash533.jpg,plastic bag,no,yes,Yes.,0.294,7298.0
3729,far_distance_trash535.jpg,plastic bottle,yes,yes,Yes.,0.33,7298.0
3730,far_distance_trash535.jpg,trash,no,yes,Yes.,0.311,7298.0
3731,far_distance_trash535.jpg,can,no,no,no,0.254,7298.0
3732,far_distance_trash535.jpg,plastic bag,no,yes,yes,0.233,7298.0
3733,far_distance_trash535.jpg,glass,no,no,no,0.229,7298.0
3734,far_distance_trash535.jpg,trash pile,no,no,No,0.236,7298.0
3735,far_distance_trash535.jpg,metal scrap,no,no,No,0.24,7298.0
3736,far_distance_trash535.jpg,plastic wrapper,no,yes,yes,0.234,7298.0
3737,far_distance_trash536.jpg,plastic bag,yes,yes,Yes.,0.281,7298.0
3738,far_distance_trash536.jpg,plastic bottle,no,yes,Yes.,0.285,7298.0
3739,far_distance_trash536.jpg,metal scrap,no,yes,Yes.,0.291,7298.0
3740,far_distance_trash536.jpg,plastic wrapper,no,yes,Yes.,0.337,7298.0
3741,far_distance_trash536.jpg,trash pile,no,no,No.,0.318,7298.0
3742,far_distance_trash536.jpg,glass,no,no,No,0.243,7298.0
3743,far_distance_trash536.jpg,can,no,no,No.,0.283,7298.0
3744,far_distance_trash536.jpg,trash,no,yes,Yes.,0.297,7298.0
3745,far_distance_trash538.jpg,trash,yes,yes,Yes.,0.357,7298.0
3746,far_distance_trash538.jpg,can,no,yes,Yes.,0.341,7298.0
3747,far_distance_trash538.jpg,plastic bag,no,no,No.,0.324,7298.0
3748,far_distance_trash538.jpg,trash pile,no,no,No.,0.322,7298.0
3749,far_distance_trash538.jpg,plastic wrapper,no,no,No,0.27,7298.0
3750,far_distance_trash538.jpg,glass,no,yes,Yes.,0.285,7298.0
3751,far_distance_trash538.jpg,metal scrap,no,no,No.,0.289,7298.0
3752,far_distance_trash538.jpg,plastic bottle,no,no,No,0.245,7298.0
3753,far_distance_trash539.jpg,can,yes,yes,Yes.,0.273,7298.0
3754,far_distance_trash539.jpg,plastic bag,no,yes,Yes.,0.306,7298.0
3755,far_distance_trash539.jpg,plastic bottle,no,yes,Yes.,0.312,7298.0
3756,far_distance_trash539.jpg,glass,no,no,No,0.265,7298.0
3757,far_distance_trash539.jpg,metal scrap,no,yes,Yes.,0.333,7298.0
3758,far_distance_trash539.jpg,trash pile,no,yes,Yes.,0.314,7298.0
3759,far_distance_trash539.jpg,trash,no,yes,Yes.,0.286,7298.0
3760,far_distance_trash539.jpg,plastic wrapper,no,yes,Yes.,0.313,7298.0
3761,far_distance_trash54.jpg,plastic bottle,yes,yes,Yes.,0.334,7298.0
3762,far_distance_trash54.jpg,plastic wrapper,no,yes,Yes.,0.298,7298.0
3763,far_distance_trash54.jpg,glass,no,no,No,0.274,7298.0
3764,far_distance_trash54.jpg,trash pile,no,yes,Yes.,0.323,7298.0
3765,far_distance_trash54.jpg,metal scrap,no,yes,Yes.,0.342,7298.0
3766,far_distance_trash54.jpg,trash,no,yes,Yes.,0.325,7298.0
3767,far_distance_trash54.jpg,plastic bag,no,no,No,0.257,7298.0
3768,far_distance_trash54.jpg,can,no,yes,Yes.,0.285,7298.0
3769,far_distance_trash55.jpg,can,yes,yes,Yes.,0.343,7298.0
3770,far_distance_trash55.jpg,plastic bottle,no,no,No,0.232,7298.0
3771,far_distance_trash55.jpg,trash,no,yes,Yes.,0.297,7298.0
3772,far_distance_trash55.jpg,glass,no,no,No,0.237,7298.0
3773,far_distance_trash55.jpg,trash pile,no,no,No,0.267,7298.0
3774,far_distance_trash55.jpg,plastic bag,no,no,No,0.253,7298.0
3775,far_distance_trash55.jpg,plastic wrapper,no,yes,Yes.,0.306,7298.0
3776,far_distance_trash55.jpg,metal scrap,no,no,No.,0.299,7298.0
3777,far_distance_trash57.jpg,plastic bottle,yes,no,no,0.245,7298.0
3778,far_distance_trash57.jpg,plastic wrapper,no,no,no,0.227,7298.0
3779,far_distance_trash57.jpg,trash,no,yes,Yes.,0.286,7298.0
3780,far_distance_trash57.jpg,glass,no,yes,yes,0.248,7298.0
3781,far_distance_trash57.jpg,trash pile,no,yes,Yes.,0.315,7298.0
3782,far_distance_trash57.jpg,plastic bag,no,no,no,0.254,7298.0
3783,far_distance_trash57.jpg,can,no,no,no,0.237,7298.0
3784,far_distance_trash57.jpg,metal scrap,no,yes,Yes.,0.296,7298.0
3785,far_distance_trash58.jpg,can,yes,no,no,0.24,7298.0
3786,far_distance_trash58.jpg,trash,no,yes,Yes.,0.299,7298.0
3787,far_distance_trash58.jpg,plastic bag,no,yes,yes,0.245,7298.0
3788,far_distance_trash58.jpg,metal scrap,no,yes,Yes.,0.295,7298.0
3789,far_distance_trash58.jpg,trash pile,no,no,No,0.234,7298.0
3790,far_distance_trash58.jpg,plastic bottle,no,yes,yes,0.243,7298.0
3791,far_distance_trash58.jpg,plastic wrapper,no,yes,yes,0.236,7298.0
3792,far_distance_trash58.jpg,glass,no,no,no,0.228,7298.0
3793,far_distance_trash59.jpg,trash,yes,yes,Yes.,0.298,7298.0
3794,far_distance_trash59.jpg,metal scrap,no,yes,Yes.,0.299,7298.0
3795,far_distance_trash59.jpg,plastic wrapper,no,yes,Yes.,0.309,7298.0
3796,far_distance_trash59.jpg,can,no,yes,Yes.,0.31,7298.0
3797,far_distance_trash59.jpg,glass,no,no,No.,0.288,7298.0
3798,far_distance_trash59.jpg,plastic bag,no,no,No,0.26,7298.0
3799,far_distance_trash59.jpg,plastic bottle,no,yes,Yes.,0.311,7298.0
3800,far_distance_trash59.jpg,trash pile,no,yes,Yes.,0.334,7298.0
3801,far_distance_trash6.jpg,plastic bottle,yes,yes,Yes.,0.355,7298.0
3802,far_distance_trash6.jpg,trash,yes,yes,Yes.,0.348,7298.0
3803,far_distance_trash6.jpg,plastic bag,no,yes,Yes.,0.327,7298.0
3804,far_distance_trash6.jpg,plastic wrapper,no,yes,yes,0.261,7298.0
3805,far_distance_trash6.jpg,metal scrap,no,yes,Yes.,0.279,7298.0
3806,far_distance_trash6.jpg,trash pile,no,yes,Yes.,0.336,7298.0
3807,far_distance_trash6.jpg,can,no,no,no,0.262,7298.0
3808,far_distance_trash6.jpg,glass,no,no,no,0.236,7298.0
3809,far_distance_trash61.jpg,plastic bag,yes,yes,Yes.,0.282,7298.0
3810,far_distance_trash61.jpg,trash pile,no,yes,Yes.,0.331,7298.0
3811,far_distance_trash61.jpg,glass,no,no,No,0.259,7298.0
3812,far_distance_trash61.jpg,trash,no,yes,Yes.,0.288,7298.0
3813,far_distance_trash61.jpg,metal scrap,no,no,No,0.243,7298.0
3814,far_distance_trash61.jpg,plastic wrapper,no,yes,Yes.,0.285,7298.0
3815,far_distance_trash61.jpg,plastic bottle,no,yes,Yes.,0.286,7298.0
3816,far_distance_trash61.jpg,can,no,no,No,0.245,7298.0
3817,far_distance_trash63.jpg,trash,yes,yes,Yes.,0.281,7298.0
3818,far_distance_trash63.jpg,glass,no,no,No,0.234,7298.0
3819,far_distance_trash63.jpg,can,no,no,No,0.234,7298.0
3820,far_distance_trash63.jpg,plastic wrapper,no,yes,Yes.,0.299,7298.0
3821,far_distance_trash63.jpg,plastic bag,no,yes,Yes.,0.306,7298.0
3822,far_distance_trash63.jpg,metal scrap,no,yes,Yes.,0.35,7298.0
3823,far_distance_trash63.jpg,trash pile,no,no,No.,0.306,7298.0
3824,far_distance_trash63.jpg,plastic bottle,no,no,No.,0.297,7298.0
3825,far_distance_trash65.jpg,trash,yes,yes,yes,0.247,7298.0
3826,far_distance_trash65.jpg,plastic bag,no,no,no,0.238,7298.0
3827,far_distance_trash65.jpg,glass,no,no,no,0.229,7298.0
3828,far_distance_trash65.jpg,plastic bottle,no,yes,yes,0.237,7298.0
3829,far_distance_trash65.jpg,trash pile,no,no,No,0.236,7298.0
3830,far_distance_trash65.jpg,can,no,yes,yes,0.239,7298.0
3831,far_distance_trash65.jpg,plastic wrapper,no,yes,yes,0.256,7298.0
3832,far_distance_trash65.jpg,metal scrap,no,no,no,0.237,7298.0
3833,far_distance_trash69.jpg,can,yes,yes,Yes.,0.286,7298.0
3834,far_distance_trash69.jpg,trash pile,no,yes,Yes.,0.292,7298.0
3835,far_distance_trash69.jpg,metal scrap,no,yes,Yes.,0.338,7298.0
3836,far_distance_trash69.jpg,plastic bag,no,yes,Yes.,0.314,7298.0
3837,far_distance_trash69.jpg,plastic wrapper,no,yes,Yes.,0.319,7298.0
3838,far_distance_trash69.jpg,plastic bottle,no,yes,Yes.,0.308,7298.0
3839,far_distance_trash69.jpg,glass,no,yes,Yes.,0.354,7298.0
3840,far_distance_trash69.jpg,trash,no,yes,Yes.,0.329,7298.0
3841,far_distance_trash7.jpg,plastic bottle,yes,yes,Yes.,0.299,7298.0
3842,far_distance_trash7.jpg,plastic wrapper,yes,yes,Yes.,0.29,7298.0
3843,far_distance_trash7.jpg,glass,no,yes,Yes.,0.313,7298.0
3844,far_distance_trash7.jpg,metal scrap,no,yes,Yes.,0.336,7298.0
3845,far_distance_trash7.jpg,trash pile,no,yes,Yes.,0.33,7298.0
3846,far_distance_trash7.jpg,plastic bag,no,yes,Yes.,0.345,7298.0
3847,far_distance_trash7.jpg,trash,no,yes,Yes.,0.282,7298.0
3848,far_distance_trash7.jpg,can,no,yes,Yes.,0.308,7298.0
3849,far_distance_trash70.jpg,glass,yes,no,No,0.258,7298.0
3850,far_distance_trash70.jpg,plastic wrapper,no,no,No,0.23,7298.0
3851,far_distance_trash70.jpg,trash pile,no,no,No,0.239,7298.0
3852,far_distance_trash70.jpg,can,no,no,No,0.237,7298.0
3853,far_distance_trash70.jpg,plastic bag,no,no,No,0.26,7298.0
3854,far_distance_trash70.jpg,plastic bottle,no,yes,Yes.,0.299,7298.0
