question_id,image,cls,label,pred,response,inference_s,vram_mb
199,close_distance_trash116.jpg,glass,no,no,No,0.263,7248.5
200,close_distance_trash116.jpg,metal scrap,no,no,No.,0.296,7248.5
201,close_distance_trash119.jpg,trash,yes,yes,Yes.,0.291,7248.5
202,close_distance_trash119.jpg,plastic bottle,no,no,No.,0.289,7248.5
203,close_distance_trash119.jpg,plastic wrapper,no,yes,Yes.,0.315,7248.5
204,close_distance_trash119.jpg,plastic bag,no,no,No.,0.291,7248.5
205,close_distance_trash119.jpg,can,no,no,No.,0.28,7248.5
206,close_distance_trash119.jpg,trash pile,no,no,No.,0.287,7248.5
207,close_distance_trash119.jpg,glass,no,no,No.,0.285,7248.5
208,close_distance_trash119.jpg,metal scrap,no,yes,Yes.,0.297,7248.5
209,close_distance_trash12.jpg,plastic bottle,yes,yes,Yes.,0.404,7387.8
210,close_distance_trash12.jpg,can,yes,yes,Yes.,0.441,7387.4
211,close_distance_trash12.jpg,trash pile,yes,yes,Yes.,0.415,7387.8
212,close_distance_trash12.jpg,trash,yes,yes,Yes.,0.445,7387.4
213,close_distance_trash12.jpg,plastic wrapper,no,yes,Yes.,0.424,7387.8
214,close_distance_trash12.jpg,plastic bag,no,yes,Yes.,0.456,7387.8
215,close_distance_trash12.jpg,glass,no,no,No.,0.424,7387.4
216,close_distance_trash12.jpg,metal scrap,no,no,No,0.35,7387.8
217,close_distance_trash1201.jpg,can,yes,yes,Yes.,0.33,7276.4
218,close_distance_trash1201.jpg,trash,no,yes,Yes.,0.33,7276.4
219,close_distance_trash1201.jpg,plastic bottle,no,yes,Yes.,0.307,7276.4
220,close_distance_trash1201.jpg,plastic wrapper,no,no,No.,0.317,7276.4
221,close_distance_trash1201.jpg,plastic bag,no,yes,Yes.,0.292,7276.4
222,close_distance_trash1201.jpg,trash pile,no,no,No.,0.302,7276.4
223,close_distance_trash1201.jpg,glass,no,no,No.,0.32,7276.4
224,close_distance_trash1201.jpg,metal scrap,no,no,No.,0.314,7276.4
225,close_distance_trash1208.jpg,can,yes,yes,Yes.,0.309,7276.4
226,close_distance_trash1208.jpg,trash,no,no,No.,0.305,7276.4
227,close_distance_trash1208.jpg,plastic bottle,no,no,No.,0.318,7276.4
228,close_distance_trash1208.jpg,plastic wrapper,no,no,No.,0.305,7276.4
229,close_distance_trash1208.jpg,plastic bag,no,no,No.,0.302,7276.4
230,close_distance_trash1208.jpg,trash pile,no,no,No.,0.305,7276.4
231,close_distance_trash1208.jpg,glass,no,no,No.,0.287,7276.4
232,close_distance_trash1208.jpg,metal scrap,no,no,No.,0.33,7276.4
233,close_distance_trash1219.jpg,plastic bottle,yes,yes,Yes.,0.465,7276.4
234,close_distance_trash1219.jpg,can,yes,yes,Yes.,0.313,7276.4
235,close_distance_trash1219.jpg,trash pile,yes,yes,Yes.,0.319,7276.4
236,close_distance_trash1219.jpg,trash,yes,yes,Yes.,0.311,7276.4
237,close_distance_trash1219.jpg,plastic wrapper,no,yes,Yes.,0.296,7276.4
238,close_distance_trash1219.jpg,plastic bag,no,yes,Yes.,0.29,7276.4
239,close_distance_trash1219.jpg,glass,no,no,No.,0.297,7276.4
240,close_distance_trash1219.jpg,metal scrap,no,yes,Yes.,0.312,7276.4
241,close_distance_trash122.jpg,plastic bag,yes,yes,yes,0.248,7248.5
242,close_distance_trash122.jpg,trash,yes,yes,yes,0.232,7248.5
243,close_distance_trash122.jpg,plastic bottle,no,yes,yes,0.235,7248.5
244,close_distance_trash122.jpg,plastic wrapper,no,yes,yes,0.231,7248.5
245,close_distance_trash122.jpg,can,no,no,no,0.23,7248.5
246,close_distance_trash122.jpg,trash pile,no,no,no,0.225,7248.5
247,close_distance_trash122.jpg,glass,no,no,no,0.233,7248.5
248,close_distance_trash122.jpg,metal scrap,no,yes,yes,0.226,7248.5
249,close_distance_trash1223.jpg,plastic bottle,yes,yes,Yes.,2.211,9922.9
250,close_distance_trash1223.jpg,trash,no,yes,Yes.,2.207,9921.7
251,close_distance_trash1223.jpg,plastic wrapper,no,yes,Yes.,2.166,9922.9
252,close_distance_trash1223.jpg,plastic bag,no,yes,Yes.,2.219,9922.9
253,close_distance_trash1223.jpg,can,no,no,No.,2.164,9921.7
254,close_distance_trash1223.jpg,trash pile,no,yes,Yes.,2.237,9922.9
255,close_distance_trash1223.jpg,glass,no,yes,Yes.,2.211,9921.7
256,close_distance_trash1223.jpg,metal scrap,no,yes,Yes.,2.239,9922.9
257,close_distance_trash1226.jpg,trash,yes,yes,Yes.,1.141,8312.7
258,close_distance_trash1226.jpg,plastic bottle,no,no,No.,1.178,8313.4
259,close_distance_trash1226.jpg,plastic wrapper,no,no,No.,1.173,8313.4
260,close_distance_trash1226.jpg,plastic bag,no,no,No.,1.178,8313.4
261,close_distance_trash1226.jpg,can,no,no,No.,1.116,8312.7
262,close_distance_trash1226.jpg,trash pile,no,yes,Yes.,1.174,8313.4
263,close_distance_trash1226.jpg,glass,no,no,No.,1.247,8312.7
264,close_distance_trash1226.jpg,metal scrap,no,no,No.,1.378,8313.4
265,close_distance_trash1227.jpg,plastic bag,yes,no,No.,1.393,8313.4
266,close_distance_trash1227.jpg,trash,yes,yes,Yes.,1.173,8312.7
267,close_distance_trash1227.jpg,plastic bottle,no,no,No.,1.11,8313.4
268,close_distance_trash1227.jpg,plastic wrapper,no,yes,Yes.,1.141,8313.4
269,close_distance_trash1227.jpg,can,no,yes,Yes.,1.143,8312.7
270,close_distance_trash1227.jpg,trash pile,no,yes,Yes.,1.129,8313.4
271,close_distance_trash1227.jpg,glass,no,no,No.,1.14,8312.7
272,close_distance_trash1227.jpg,metal scrap,no,no,No.,1.11,8313.4
273,close_distance_trash1229.jpg,trash,yes,yes,Yes.,1.124,8312.7
274,close_distance_trash1229.jpg,plastic bottle,no,no,No,1.125,8313.4
275,close_distance_trash1229.jpg,plastic wrapper,no,yes,Yes.,1.155,8313.4
276,close_distance_trash1229.jpg,plastic bag,no,no,No.,1.137,8313.4
277,close_distance_trash1229.jpg,can,no,no,No.,1.133,8312.7
278,close_distance_trash1229.jpg,trash pile,no,no,No.,1.138,8313.4
279,close_distance_trash1229.jpg,glass,no,no,No.,1.154,8312.7
280,close_distance_trash1229.jpg,metal scrap,no,no,No.,1.151,8313.4
281,close_distance_trash123.jpg,plastic bottle,yes,yes,yes,0.265,7248.5
282,close_distance_trash123.jpg,plastic wrapper,yes,yes,yes,0.228,7248.5
283,close_distance_trash123.jpg,trash,yes,yes,Yes.,0.269,7248.5
284,close_distance_trash123.jpg,plastic bag,no,yes,yes,0.248,7248.5
285,close_distance_trash123.jpg,can,no,no,no,0.227,7248.5
286,close_distance_trash123.jpg,trash pile,no,yes,Yes.,0.271,7248.5
287,close_distance_trash123.jpg,glass,no,no,no,0.24,7248.5
288,close_distance_trash123.jpg,metal scrap,no,yes,Yes.,0.281,7248.5
289,close_distance_trash1230.jpg,plastic bottle,yes,yes,Yes.,0.666,7705.5
290,close_distance_trash1230.jpg,plastic bag,yes,yes,Yes.,0.672,7705.5
291,close_distance_trash1230.jpg,plastic wrapper,yes,yes,Yes.,0.691,7705.5
292,close_distance_trash1230.jpg,trash pile,yes,yes,Yes.,0.664,7705.5
293,close_distance_trash1230.jpg,trash,no,yes,Yes.,0.668,7704.0
294,close_distance_trash1230.jpg,can,no,no,No.,0.686,7704.0
295,close_distance_trash1230.jpg,glass,no,no,No.,0.698,7704.0
296,close_distance_trash1230.jpg,metal scrap,no,no,No.,0.71,7705.5
297,close_distance_trash1232.jpg,plastic wrapper,yes,yes,Yes.,0.478,7420.4
298,close_distance_trash1232.jpg,trash,yes,yes,Yes.,0.441,7420.1
299,close_distance_trash1232.jpg,plastic bottle,no,yes,Yes.,0.432,7420.4
300,close_distance_trash1232.jpg,plastic bag,no,yes,Yes.,0.482,7420.4
301,close_distance_trash1232.jpg,can,no,no,No.,0.421,7420.1
302,close_distance_trash1232.jpg,trash pile,no,yes,Yes.,0.449,7420.4
303,close_distance_trash1232.jpg,glass,no,no,No.,0.433,7420.1
304,close_distance_trash1232.jpg,metal scrap,no,no,No.,0.434,7420.4
305,close_distance_trash1234.jpg,plastic bottle,yes,yes,Yes.,0.435,7420.4
306,close_distance_trash1234.jpg,plastic wrapper,yes,yes,Yes.,0.426,7420.4
307,close_distance_trash1234.jpg,trash,no,yes,Yes.,0.439,7420.1
308,close_distance_trash1234.jpg,plastic bag,no,yes,Yes.,0.48,7420.4
309,close_distance_trash1234.jpg,can,no,no,No.,0.408,7420.1
310,close_distance_trash1234.jpg,trash pile,no,yes,Yes.,0.472,7420.4
311,close_distance_trash1234.jpg,glass,no,no,No.,0.444,7420.1
312,close_distance_trash1234.jpg,metal scrap,no,no,No.,0.448,7420.4
313,close_distance_trash1235.jpg,plastic bottle,yes,yes,Yes.,0.433,7420.4
314,close_distance_trash1235.jpg,trash,no,yes,Yes.,0.451,7420.1
315,close_distance_trash1235.jpg,plastic wrapper,no,yes,Yes.,0.432,7420.4
316,close_distance_trash1235.jpg,plastic bag,no,no,No.,0.435,7420.4
317,close_distance_trash1235.jpg,can,no,no,No.,0.442,7420.1
318,close_distance_trash1235.jpg,trash pile,no,yes,Yes.,0.454,7420.4
319,close_distance_trash1235.jpg,glass,no,no,No.,0.452,7420.1
320,close_distance_trash1235.jpg,metal scrap,no,no,No.,0.456,7420.4
321,close_distance_trash1236.jpg,plastic wrapper,yes,yes,Yes.,0.417,7420.4
322,close_distance_trash1236.jpg,trash pile,yes,yes,Yes.,0.419,7420.4
323,close_distance_trash1236.jpg,trash,no,yes,Yes.,0.458,7420.1
324,close_distance_trash1236.jpg,plastic bottle,no,yes,Yes.,0.429,7420.4
325,close_distance_trash1236.jpg,plastic bag,no,yes,Yes.,0.426,7420.4
326,close_distance_trash1236.jpg,can,no,yes,Yes.,0.453,7420.1
327,close_distance_trash1236.jpg,glass,no,no,No.,0.465,7420.1
328,close_distance_trash1236.jpg,metal scrap,no,no,No.,0.442,7420.4
329,close_distance_trash1237.jpg,plastic bottle,yes,yes,Yes.,0.449,7420.4
330,close_distance_trash1237.jpg,can,yes,yes,Yes.,0.433,7420.1
331,close_distance_trash1237.jpg,plastic wrapper,yes,yes,Yes.,0.428,7420.4
332,close_distance_trash1237.jpg,trash,yes,yes,Yes.,0.439,7420.1
333,close_distance_trash1237.jpg,plastic bag,no,yes,Yes.,0.438,7420.4
334,close_distance_trash1237.jpg,trash pile,no,yes,Yes.,0.441,7420.4
335,close_distance_trash1237.jpg,glass,no,no,No.,0.436,7420.1
336,close_distance_trash1237.jpg,metal scrap,no,no,No.,0.464,7420.4
337,close_distance_trash1239.jpg,trash pile,yes,yes,Yes.,0.68,7705.5
338,close_distance_trash1239.jpg,trash,no,yes,Yes.,0.671,7704.0
339,close_distance_trash1239.jpg,plastic bottle,no,no,No.,0.681,7705.5
340,close_distance_trash1239.jpg,plastic wrapper,no,yes,Yes.,0.664,7705.5
341,close_distance_trash1239.jpg,plastic bag,no,yes,Yes.,0.656,7705.5
342,close_distance_trash1239.jpg,can,no,no,No.,0.717,7704.0
343,close_distance_trash1239.jpg,glass,no,no,No.,0.665,7704.0
344,close_distance_trash1239.jpg,metal scrap,no,no,No.,0.68,7705.5
345,close_distance_trash1240.jpg,plastic wrapper,yes,yes,Yes.,0.447,7420.4
346,close_distance_trash1240.jpg,trash pile,yes,yes,Yes.,0.423,7420.4
347,close_distance_trash1240.jpg,trash,yes,yes,Yes.,0.438,7420.1
348,close_distance_trash1240.jpg,plastic bottle,no,yes,Yes.,0.446,7420.4
349,close_distance_trash1240.jpg,plastic bag,no,yes,Yes.,0.44,7420.4
350,close_distance_trash1240.jpg,can,no,no,No.,0.403,7420.1
351,close_distance_trash1240.jpg,glass,no,no,No.,0.469,7420.1
352,close_distance_trash1240.jpg,metal scrap,no,yes,Yes.,0.454,7420.4
353,close_distance_trash1241.jpg,plastic wrapper,yes,yes,Yes.,0.424,7420.4
354,close_distance_trash1241.jpg,trash,no,yes,Yes.,0.444,7420.1
355,close_distance_trash1241.jpg,plastic bottle,no,yes,Yes.,0.422,7420.4
356,close_distance_trash1241.jpg,plastic bag,no,yes,Yes.,0.432,7420.4
357,close_distance_trash1241.jpg,can,no,yes,Yes.,0.454,7420.1
358,close_distance_trash1241.jpg,trash pile,no,yes,Yes.,0.433,7420.4
359,close_distance_trash1241.jpg,glass,no,no,No.,0.497,7420.1
360,close_distance_trash1241.jpg,metal scrap,no,no,No.,0.476,7420.4
361,close_distance_trash1242.jpg,plastic wrapper,yes,yes,Yes.,0.444,7420.4
362,close_distance_trash1242.jpg,trash pile,yes,yes,Yes.,0.444,7420.4
363,close_distance_trash1242.jpg,trash,yes,yes,Yes.,0.433,7420.1
